species,elevation
Callithrix penicillata,446
Callithrix penicillata,305
Callithrix penicillata,282
Callithrix penicillata,550
Callithrix penicillata,540
Callithrix penicillata,1092
Callithrix penicillata,917
Callithrix penicillata,291
Callithrix penicillata,745
Callithrix penicillata,478
Callithrix penicillata,884
Callithrix penicillata,572
Callithrix penicillata,650
Callithrix penicillata,922
Callithrix penicillata,781
Callithrix penicillata,870
Callithrix penicillata,867
Callithrix penicillata,649
Callithrix penicillata,888
Callithrix penicillata,917
Callithrix penicillata,741
Callithrix penicillata,1074
Callithrix penicillata,828
Callithrix penicillata,1115
Callithrix penicillata,914
Callithrix penicillata,613
Callithrix penicillata,1229
Callithrix penicillata,897
Callithrix penicillata,700
Callithrix penicillata,550
Callithrix penicillata,763
Callithrix penicillata,918
Callithrix penicillata,1207
Callithrix penicillata,669
Callithrix penicillata,920
Callithrix penicillata,542
Callithrix penicillata,852
Callithrix penicillata,612
Callithrix penicillata,598
Callithrix penicillata,566
Callithrix penicillata,744
Callithrix penicillata,617
Callithrix penicillata,1062
Callithrix penicillata,599
Callithrix penicillata,605
Callithrix penicillata,199
Calomys tocantinsi,248
Calomys tocantinsi,159
Calomys tocantinsi,242
Calomys tocantinsi,170
Calomys tocantinsi,307
Calomys tocantinsi,349
Calomys tocantinsi,398
Calomys tocantinsi,260
Calomys tocantinsi,250
Calomys tocantinsi,160
Carterodon sulcidens,879
Carterodon sulcidens,772
Carterodon sulcidens,920
Carterodon sulcidens,383
Carterodon sulcidens,857
Carterodon sulcidens,457
Carterodon sulcidens,266
Carterodon sulcidens,323
Carterodon sulcidens,493
Carterodon sulcidens,1092
Carterodon sulcidens,308
Carterodon sulcidens,310
Celeus obrieni,255
Celeus obrieni,216
Celeus obrieni,200
Celeus obrieni,152
Celeus obrieni,288
Celeus obrieni,284
Celeus obrieni,135
Celeus obrieni,711
Celeus obrieni,159
Celeus obrieni,70
Celeus obrieni,305
Celeus obrieni,604
Celeus obrieni,453
Celeus obrieni,185
Celeus obrieni,665
Celeus obrieni,211
Celeus obrieni,297
Celeus obrieni,303
Celeus obrieni,347
Celeus obrieni,229
Celeus obrieni,171
Celeus obrieni,194
Celeus obrieni,758
Celeus obrieni,366
Celeus obrieni,326
Celeus obrieni,250
Celeus obrieni,291
Celeus obrieni,335
Celeus obrieni,136
Celeus obrieni,189
Celeus obrieni,292
Celeus obrieni,307
Celeus obrieni,281
Celeus obrieni,515
Celeus obrieni,204
Celeus obrieni,632
Celeus obrieni,300
Celeus obrieni,281
Celeus obrieni,184
Celeus obrieni,101
Celeus obrieni,244
Celeus obrieni,301
Celeus obrieni,652
Celeus obrieni,199
Celeus obrieni,295
Celeus obrieni,307
Celeus obrieni,292
Celeus obrieni,485
Celeus obrieni,633
Celeus obrieni,310
Celeus obrieni,324
Celeus obrieni,124
Celeus obrieni,98
Celeus obrieni,607
Cercomacra ferdinandi,255
Cercomacra ferdinandi,201
Cercomacra ferdinandi,74
Cercomacra ferdinandi,161
Cercomacra ferdinandi,94
Cercomacra ferdinandi,152
Cercomacra ferdinandi,115
Cercomacra ferdinandi,182
Cercomacra ferdinandi,159
Cercomacra ferdinandi,246
Cercomacra ferdinandi,243
Cercomacra ferdinandi,243
Cercomacra ferdinandi,198
Cercomacra ferdinandi,119
Cercomacra ferdinandi,182
Cercomacra ferdinandi,121
Cercomacra ferdinandi,156
Cercomacra ferdinandi,86
Cercomacra ferdinandi,169
Cercomacra ferdinandi,160
Cercomacra ferdinandi,78
Cercomacra ferdinandi,250
Cercomacra ferdinandi,170
Cercomacra ferdinandi,196
Cercomacra ferdinandi,291
Cercomacra ferdinandi,210
Cercomacra ferdinandi,106
Cercomacra ferdinandi,98
Cercomacra ferdinandi,154
Cercomacra ferdinandi,301
Cercomacra ferdinandi,199
Cercomacra ferdinandi,85
Cercomacra ferdinandi,152
Cercomacra ferdinandi,237
Cercomacra ferdinandi,200
Cercomacra ferdinandi,88
Cercomacra ferdinandi,194
Cercomacra ferdinandi,157
Cercomacra ferdinandi,234
Cercomacra ferdinandi,98
Cercomacra ferdinandi,201
Cercomacra ferdinandi,96
Cercomacra ferdinandi,69
Cercomacra ferdinandi,281
Cercomacra ferdinandi,181
Cercomacra ferdinandi,184
Cercomacra ferdinandi,319
Cerradomys akroai,445
Cerradomys akroai,616
Cerradomys marinhus,555
Cerradomys marinhus,605
Cerradomys marinhus,864
Cerradomys marinhus,772
Cerradomys marinhus,738
Cerradomys marinhus,690
Cerradomys marinhus,575
Cerradomys marinhus,917
Cerradomys marinhus,884
Cerradomys marinhus,616
Cerradomys scotti,195
Cerradomys scotti,366
Cerradomys scotti,277
Cerradomys scotti,56
Cerradomys scotti,52
Cerradomys scotti,87
Cerradomys scotti,154
Cerradomys scotti,696
Cerradomys scotti,1220
Cerradomys scotti,92
Cerradomys scotti,1071
Cerradomys scotti,1136
Cerradomys scotti,909
Cerradomys scotti,615
Cerradomys scotti,642
Cerradomys scotti,1115
Cerradomys scotti,569
Cerradomys scotti,555
Cerradomys scotti,86
Cerradomys scotti,697
Cerradomys scotti,580
Cerradomys scotti,1135
Cerradomys scotti,1088
Cerradomys scotti,612
Cerradomys scotti,884
Cerradomys scotti,575
Cerradomys scotti,864
Cerradomys scotti,610
Cerradomys scotti,917
Cerradomys scotti,817
Cerradomys scotti,73
Cerradomys scotti,989
Cerradomys scotti,772
Cerradomys scotti,599
Cerradomys scotti,843
Cerradomys scotti,690
Cerradomys scotti,563
Cerradomys scotti,366
Cerradomys scotti,852
Cerradomys scotti,447
Cerradomys scotti,332
Cerradomys scotti,766
Cerradomys scotti,446
Cerradomys scotti,688
Cerradomys scotti,913
Cerradomys scotti,1069
Cerradomys scotti,456
Cerradomys scotti,457
Cerradomys scotti,234
Cerradomys scotti,917
Cerradomys scotti,690
Cerradomys scotti,511
Cerradomys scotti,1092
Cerradomys scotti,759
Cerradomys scotti,383
Cerradomys scotti,916
Cerradomys scotti,932
Cerradomys scotti,943
Cerradomys scotti,624
Cerradomys scotti,755
Cerradomys scotti,920
Cerradomys scotti,883
Cerradomys scotti,310
Cerradomys scotti,740
Cerradomys scotti,266
Cerradomys scotti,567
Cerradomys scotti,688
Cerradomys scotti,661
Cerradomys scotti,242
Cerradomys scotti,223
Cerradomys scotti,376
Cerradomys scotti,277
Cerradomys scotti,257
Charitospiza eucosma,187
Charitospiza eucosma,613
Charitospiza eucosma,255
Charitospiza eucosma,1140
Charitospiza eucosma,277
Charitospiza eucosma,655
Charitospiza eucosma,629
Charitospiza eucosma,1156
Charitospiza eucosma,281
Charitospiza eucosma,277
Charitospiza eucosma,220
Charitospiza eucosma,663
Charitospiza eucosma,1095
Charitospiza eucosma,822
Charitospiza eucosma,74
Charitospiza eucosma,75
Charitospiza eucosma,316
Charitospiza eucosma,518
Charitospiza eucosma,244
Charitospiza eucosma,598
Charitospiza eucosma,311
Charitospiza eucosma,838
Charitospiza eucosma,583
Charitospiza eucosma,1092
Charitospiza eucosma,209
Charitospiza eucosma,841
Charitospiza eucosma,597
Charitospiza eucosma,891
Charitospiza eucosma,711
Charitospiza eucosma,74
Charitospiza eucosma,706
Charitospiza eucosma,914
Charitospiza eucosma,915
Charitospiza eucosma,220
Charitospiza eucosma,115
Charitospiza eucosma,524
Charitospiza eucosma,247
Charitospiza eucosma,876
Charitospiza eucosma,70
Charitospiza eucosma,216
Charitospiza eucosma,498
Charitospiza eucosma,310
Charitospiza eucosma,961
Charitospiza eucosma,757
Charitospiza eucosma,740
Charitospiza eucosma,821
Charitospiza eucosma,688
Charitospiza eucosma,986
Charitospiza eucosma,1037
Charitospiza eucosma,576
Charitospiza eucosma,48
Charitospiza eucosma,610
Charitospiza eucosma,611
Charitospiza eucosma,913
Charitospiza eucosma,893
Charitospiza eucosma,613
Charitospiza eucosma,1210
Charitospiza eucosma,198
Charitospiza eucosma,173
Charitospiza eucosma,281
Charitospiza eucosma,610
Charitospiza eucosma,613
Charitospiza eucosma,217
Charitospiza eucosma,1199
Charitospiza eucosma,855
Charitospiza eucosma,1049
Charitospiza eucosma,564
Charitospiza eucosma,1087
Charitospiza eucosma,1112
Charitospiza eucosma,531
Charitospiza eucosma,252
Charitospiza eucosma,858
Charitospiza eucosma,557
Charitospiza eucosma,609
Charitospiza eucosma,711
Charitospiza eucosma,947
Charitospiza eucosma,395
Charitospiza eucosma,326
Charitospiza eucosma,618
Charitospiza eucosma,612
Charitospiza eucosma,807
Charitospiza eucosma,342
Charitospiza eucosma,221
Charitospiza eucosma,438
Charitospiza eucosma,702
Charitospiza eucosma,673
Charitospiza eucosma,407
Charitospiza eucosma,609
Charitospiza eucosma,435
Charitospiza eucosma,111
Charitospiza eucosma,922
Charitospiza eucosma,921
Charitospiza eucosma,765
Charitospiza eucosma,509
Charitospiza eucosma,474
Charitospiza eucosma,797
Charitospiza eucosma,256
Charitospiza eucosma,199
Charitospiza eucosma,1060
Charitospiza eucosma,658
Charitospiza eucosma,870
Charitospiza eucosma,514
Charitospiza eucosma,563
Charitospiza eucosma,564
Charitospiza eucosma,300
Charitospiza eucosma,649
Charitospiza eucosma,940
Charitospiza eucosma,148
Charitospiza eucosma,777
Charitospiza eucosma,540
Charitospiza eucosma,674
Charitospiza eucosma,136
Charitospiza eucosma,750
Charitospiza eucosma,617
Charitospiza eucosma,616
Charitospiza eucosma,607
Charitospiza eucosma,213
Charitospiza eucosma,98
Charitospiza eucosma,993
Charitospiza eucosma,618
Charitospiza eucosma,291
Charitospiza eucosma,742
Charitospiza eucosma,458
Charitospiza eucosma,1077
Charitospiza eucosma,759
Charitospiza eucosma,1047
Charitospiza eucosma,98
Charitospiza eucosma,245
Charitospiza eucosma,913
Charitospiza eucosma,542
Charitospiza eucosma,525
Charitospiza eucosma,769
Charitospiza eucosma,301
Charitospiza eucosma,1027
Charitospiza eucosma,698
Charitospiza eucosma,280
Charitospiza eucosma,199
Charitospiza eucosma,1099
Charitospiza eucosma,682
Charitospiza eucosma,303
Charitospiza eucosma,845
Charitospiza eucosma,401
Charitospiza eucosma,906
Charitospiza eucosma,400
Charitospiza eucosma,915
Charitospiza eucosma,733
Charitospiza eucosma,634
Charitospiza eucosma,535
Charitospiza eucosma,933
Charitospiza eucosma,474
Charitospiza eucosma,555
Charitospiza eucosma,564
Charitospiza eucosma,1040
Charitospiza eucosma,307
Charitospiza eucosma,276
Charitospiza eucosma,193
Charitospiza eucosma,874
Charitospiza eucosma,1009
Charitospiza eucosma,887
Charitospiza eucosma,254
Charitospiza eucosma,145
Charitospiza eucosma,314
Charitospiza eucosma,321
Charitospiza eucosma,610
Charitospiza eucosma,688
Charitospiza eucosma,690
Charitospiza eucosma,586
Charitospiza eucosma,266
Charitospiza eucosma,913
Charitospiza eucosma,655
Charitospiza eucosma,260
Charitospiza eucosma,400
Chiasmocleis albopunctata,481
Chiasmocleis albopunctata,610
Chiasmocleis albopunctata,615
Chiasmocleis albopunctata,1018
Chiasmocleis albopunctata,316
Chiasmocleis albopunctata,579
Chiasmocleis albopunctata,610
Chiasmocleis albopunctata,177
Chiasmocleis albopunctata,327
Chiasmocleis albopunctata,615
Chiasmocleis albopunctata,569
Chiasmocleis albopunctata,578
Chiasmocleis albopunctata,264
Chiasmocleis albopunctata,457
Chiasmocleis albopunctata,550
Chiasmocleis albopunctata,723
Chiasmocleis albopunctata,595
Chiasmocleis albopunctata,312
Chiasmocleis albopunctata,885
Chiasmocleis albopunctata,304
Chiasmocleis albopunctata,397
Chiasmocleis albopunctata,397
Chiasmocleis albopunctata,524
Chiasmocleis albopunctata,916
Chiasmocleis albopunctata,778
Chiasmocleis albopunctata,1099
Chiasmocleis albopunctata,1081
Chiasmocleis albopunctata,1092
Chiasmocleis albopunctata,1000
Chiasmocleis albopunctata,1000
Chiasmocleis albopunctata,740
Chiasmocleis albopunctata,656
Chiasmocleis albopunctata,886
Chiasmocleis albopunctata,161
Chiasmocleis albopunctata,178
Chiasmocleis albopunctata,302
Chiasmocleis albopunctata,205
Chiasmocleis albopunctata,140
Chiasmocleis albopunctata,151
Chiasmocleis albopunctata,252
Chiasmocleis albopunctata,115
Chiasmocleis albopunctata,158
Chiasmocleis albopunctata,734
Chiasmocleis albopunctata,298
Chiasmocleis albopunctata,772
Chiasmocleis albopunctata,609
Chiasmocleis albopunctata,104
Chiasmocleis albopunctata,290
Chiasmocleis albopunctata,321
Chiasmocleis albopunctata,673
Chiasmocleis albopunctata,236
Chiasmocleis albopunctata,179
Chiasmocleis albopunctata,221
Chiasmocleis albopunctata,209
Chiasmocleis albopunctata,777
Chiasmocleis albopunctata,425
Chiasmocleis albopunctata,763
Chiasmocleis albopunctata,209
Chiasmocleis albopunctata,272
Chiasmocleis albopunctata,305
Chiasmocleis albopunctata,629
Chiasmocleis albopunctata,289
Chiasmocleis albopunctata,902
Chiasmocleis albopunctata,457
Chiasmocleis albopunctata,442
Chiasmocleis albopunctata,600
Chiasmocleis albopunctata,469
Chiasmocleis albopunctata,399
Chiasmocleis albopunctata,457
Chiasmocleis albopunctata,417
Chiasmocleis albopunctata,465
Chiasmocleis albopunctata,824
Chiasmocleis albopunctata,457
Chiasmocleis albopunctata,267
Chiasmocleis albopunctata,796
Chiasmocleis albopunctata,187
Chiasmocleis albopunctata,1045
Chiasmocleis albopunctata,468
Chiasmocleis albopunctata,460
Chiasmocleis albopunctata,447
Chiasmocleis albopunctata,1193
Chiasmocleis albopunctata,933
Chiasmocleis albopunctata,461
Chiasmocleis albopunctata,207
Chiasmocleis albopunctata,160
Chiasmocleis albopunctata,738
Chiasmocleis albopunctata,279
Chiasmocleis albopunctata,276
Chiasmocleis albopunctata,285
Chiasmocleis albopunctata,282
Chiasmocleis albopunctata,618
Chiasmocleis albopunctata,921
Chiasmocleis albopunctata,243
Chiasmocleis albopunctata,911
Chiasmocleis albopunctata,915
Chiasmocleis albopunctata,887
Chiasmocleis albopunctata,534
Chiasmocleis albopunctata,504
Chiasmocleis albopunctata,644
Chiasmocleis albopunctata,111
Chiasmocleis albopunctata,156
Chiasmocleis albopunctata,205
Chiasmocleis albopunctata,163
Chiasmocleis albopunctata,166
Chiasmocleis albopunctata,609
Chiasmocleis albopunctata,596
Chiasmocleis albopunctata,620
Chiasmocleis albopunctata,631
Chiasmocleis albopunctata,635
Chiasmocleis albopunctata,1231
Chiasmocleis albopunctata,602
Chiasmocleis albopunctata,906
Chiasmocleis albopunctata,548
Chiasmocleis albopunctata,582
Chiasmocleis albopunctata,305
Chiasmocleis albopunctata,390
Chiasmocleis albopunctata,281
Chiasmocleis albopunctata,623
Chiasmocleis albopunctata,690
Chiasmocleis albopunctata,779
Chiasmocleis albopunctata,604
Chiasmocleis albopunctata,609
Chiasmocleis centralis,277
Chironius brazili*,943
Chironius brazili*,1123
Chironius brazili*,881
Chironius brazili*,876
Chironius brazili*,788
Chironius brazili*,870
Chironius brazili*,611
Chironius brazili*,1087
Chironius brazili*,607
Chironius brazili*,806
Chironius brazili*,892
Chironius brazili*,855
Chironius brazili*,887
Chironius brazili*,854
Chironius brazili*,756
Chironius brazili*,1199
Chironius brazili*,918
Chironius brazili*,748
Chironius brazili*,843
Chironius brazili*,914
Chironius brazili*,786
Chironius brazili*,830
Chironius brazili*,924
Chironius brazili*,826
Chironius brazili*,930
Chironius brazili*,665
Chironius brazili*,738
Chironius brazili*,1231
Chironius brazili*,914
Chironius brazili*,913
Chironius brazili*,769
Chironius brazili*,1511
Chironius brazili*,914
Chironius brazili*,919
Chironius brazili*,914
Chironius brazili*,98
Chironius brazili*,636
Chironius brazili*,901
Chironius brazili*,981
Chironius brazili*,930
Chironius brazili*,152
Chironius brazili*,1074
Chironius brazili*,813
Chironius brazili*,597
Chironius brazili*,683
Chironius brazili*,916
Chironius brazili*,917
Cinclodes espinhacensis,900
Cinclodes espinhacensis,1228
Cinclodes espinhacensis,1170
Cinclodes espinhacensis,1268
Cinclodes espinhacensis,1512
Cinclodes espinhacensis,680
Cinclodes espinhacensis,1268
Cinclodes espinhacensis,859
Cinclodes espinhacensis,1537
Cinclodes espinhacensis,1093
Cinclodes espinhacensis,1653
Cinclodes espinhacensis,1507
Cinclodes espinhacensis,1537
Cinclodes espinhacensis,1505
Cinclodes espinhacensis,1545
Cinclodes espinhacensis,1519
Cinclodes espinhacensis,1542
Cinclodes espinhacensis,1519
Cinclodes espinhacensis,1579
Cinclodes espinhacensis,1562
Cinclodes espinhacensis,1653
Cinclodes espinhacensis,1463
Cinclodes espinhacensis,1285
Cinclodes espinhacensis,1269
Cinclodes espinhacensis,1291
Cinclodes espinhacensis,1291
Cinclodes espinhacensis,1228
Cinclodes espinhacensis,1268
Cinclodes espinhacensis,931
Cinclodes espinhacensis,1545
Cinclodes espinhacensis,1580
Cinclodes espinhacensis,1533
Cinclodes espinhacensis,1236
Cinclodes espinhacensis,907
Cinclodes espinhacensis,948
Cinclodes espinhacensis,948
Cinclodes espinhacensis,1103
Cinclodes espinhacensis,1525
Cinclodes espinhacensis,1524
Cinclodes espinhacensis,1512
Cinclodes espinhacensis,1506
Cinclodes espinhacensis,1528
Cinclodes espinhacensis,1154
Cinclodes espinhacensis,1401
Cinclodes espinhacensis,1474
Clibanornis rectirostris,593
Clibanornis rectirostris,1156
Clibanornis rectirostris,297
Clibanornis rectirostris,1122
Clibanornis rectirostris,177
Clibanornis rectirostris,614
Clibanornis rectirostris,1049
Clibanornis rectirostris,672
Clibanornis rectirostris,868
Clibanornis rectirostris,605
Clibanornis rectirostris,621
Clibanornis rectirostris,719
Clibanornis rectirostris,701
Clibanornis rectirostris,757
Clibanornis rectirostris,599
Clibanornis rectirostris,178
Clibanornis rectirostris,823
Clibanornis rectirostris,860
Clibanornis rectirostris,102
Clibanornis rectirostris,598
Clibanornis rectirostris,743
Clibanornis rectirostris,921
Clibanornis rectirostris,300
Clibanornis rectirostris,844
Clibanornis rectirostris,583
Clibanornis rectirostris,1092
Clibanornis rectirostris,679
Clibanornis rectirostris,657
Clibanornis rectirostris,597
Clibanornis rectirostris,663
Clibanornis rectirostris,519
Clibanornis rectirostris,849
Clibanornis rectirostris,813
Clibanornis rectirostris,706
Clibanornis rectirostris,1196
Clibanornis rectirostris,602
Clibanornis rectirostris,895
Clibanornis rectirostris,925
Clibanornis rectirostris,152
Clibanornis rectirostris,876
Clibanornis rectirostris,845
Clibanornis rectirostris,815
Clibanornis rectirostris,1037
Clibanornis rectirostris,610
Clibanornis rectirostris,588
Clibanornis rectirostris,610
Clibanornis rectirostris,610
Clibanornis rectirostris,922
Clibanornis rectirostris,277
Clibanornis rectirostris,926
Clibanornis rectirostris,253
