species,elevation
Bothrops itapetiningae,687
Bothrops itapetiningae,914
Bothrops itapetiningae,914
Bothrops itapetiningae,893
Bothrops itapetiningae,913
Bothrops itapetiningae,646
Bothrops itapetiningae,879
Bothrops itapetiningae,577
Bothrops itapetiningae,606
Bothrops itapetiningae,353
Bothrops itapetiningae,248
Bothrops itapetiningae,438
Bothrops itapetiningae,524
Bothrops itapetiningae,584
Bothrops itapetiningae,525
Bothrops itapetiningae,585
Bothrops itapetiningae,585
Bothrops itapetiningae,610
Bothrops itapetiningae,622
Bothrops itapetiningae,930
Bothrops itapetiningae,908
Bothrops itapetiningae,579
Bothrops itapetiningae,947
Bothrops itapetiningae,652
Bothrops itapetiningae,695
Bothrops itapetiningae,645
Bothrops itapetiningae,610
Bothrops itapetiningae,793
Bothrops itapetiningae,729
Bothrops itapetiningae,659
Bothrops itapetiningae,457
Bothrops itapetiningae,684
Bothrops itapetiningae,926
Bothrops itapetiningae,920
Bothrops itapetiningae,606
Bothrops itapetiningae,544
Bothrops itapetiningae,610
Bothrops itapetiningae,914
Bothrops itapetiningae,630
Bothrops itapetiningae,430
Bothrops itapetiningae,600
Bothrops itapetiningae,601
Bothrops itapetiningae,750
Bothrops itapetiningae,762
Bothrops itapetiningae,690
Bothrops itapetiningae,691
Bothrops itapetiningae,834
Bothrops itapetiningae,985
Bothrops itapetiningae,630
Bothrops itapetiningae,642
Bothrops itapetiningae,563
Bothrops itapetiningae,367
Bothrops itapetiningae,823
Bothrops itapetiningae,915
Bothrops itapetiningae,610
Bothrops itapetiningae,831
Bothrops itapetiningae,920
Bothrops itapetiningae,468
Bothrops itapetiningae,400
Bothrops itapetiningae,744
Bothrops itapetiningae,898
Bothrops itapetiningae,542
Bothrops itapetiningae,610
Bothrops itapetiningae,695
Bothrops itapetiningae,600
Bothrops itapetiningae,392
Bothrops itapetiningae,608
Bothrops itapetiningae,611
Bothrops itapetiningae,622
Bothrops itapetiningae,550
Bothrops itapetiningae,524
Bothrops itapetiningae,585
Bothrops itapetiningae,614
Bothrops itapetiningae,631
Bothrops itapetiningae,893
Bothrops itapetiningae,626
Bothrops itapetiningae,776
Bothrops itapetiningae,692
Bothrops itapetiningae,933
Bothrops itapetiningae,750
Bothrops itapetiningae,690
Bothrops marmoratus,1193
Bothrops marmoratus,1044
Bothrops marmoratus,1067
Bothrops marmoratus,1092
Bothrops marmoratus,613
Bothrops marmoratus,1005
Bothrops marmoratus,989
Bothrops marmoratus,1194
Bothrops marmoratus,914
Bothrops marmoratus,914
Bothrops marmoratus,1164
Bothrops marmoratus,611
Bothrops marmoratus,612
Bothrops marmoratus,308
Bothrops marmoratus,364
Bothrops marmoratus,376
Bothrops marmoratus,912
Bothrops marmoratus,925
Bothrops marmoratus,772
Bothrops marmoratus,791
Bothrops marmoratus,700
Bothrops marmoratus,543
Bothrops marmoratus,550
Bothrops marmoratus,932
Bothrops marmoratus,335
Bothrops marmoratus,663
Bothrops marmoratus,427
Bothrops marmoratus,215
Bothrops marmoratus,914
Bothrops marmoratus,1076
Bothrops marmoratus,199
Bothrops marmoratus,199
Bothrops marmoratus,204
Bothrops marmoratus,508
Bothrops marmoratus,493
Bothrops marmoratus,464
Bothrops marmoratus,555
Bothrops marmoratus,689
Bothrops marmoratus,929
Bothrops marmoratus,337
Bothrops marmoratus,715
Bothrops marmoratus,1076
Bothrops moojeni,172
Bothrops moojeni,212
Bothrops moojeni,180
Bothrops moojeni,180
Bothrops moojeni,205
Bothrops moojeni,182
Bothrops moojeni,215
Bothrops moojeni,166
Bothrops moojeni,173
Bothrops moojeni,181
Bothrops moojeni,177
Bothrops moojeni,168
Bothrops moojeni,95
Bothrops moojeni,626
Bothrops moojeni,544
Bothrops moojeni,600
Bothrops moojeni,107
Bothrops moojeni,195
Bothrops moojeni,283
Bothrops moojeni,393
Bothrops moojeni,387
Bothrops moojeni,229
Bothrops moojeni,76
Bothrops moojeni,154
Bothrops moojeni,224
Bothrops moojeni,343
Bothrops moojeni,180
Bothrops moojeni,207
Bothrops moojeni,235
Bothrops moojeni,244
Bothrops moojeni,64
Bothrops moojeni,494
Bothrops moojeni,566
Bothrops moojeni,662
Bothrops moojeni,918
Bothrops moojeni,785
Bothrops moojeni,661
Bothrops moojeni,624
Bothrops moojeni,740
Bothrops moojeni,304
Bothrops moojeni,177
Bothrops moojeni,400
Bothrops moojeni,307
Bothrops moojeni,468
Bothrops moojeni,468
Bothrops moojeni,169
Bothrops moojeni,307
Bothrops moojeni,306
Bothrops moojeni,1092
Bothrops moojeni,1071
Bothrops moojeni,305
Bothrops moojeni,375
Bothrops moojeni,379
Bothrops moojeni,375
Bothrops moojeni,610
Bothrops moojeni,602
Bothrops moojeni,661
Bothrops moojeni,303
Bothrops moojeni,904
Bothrops moojeni,895
Bothrops moojeni,214
Bothrops moojeni,611
Bothrops moojeni,762
Bothrops moojeni,300
Bothrops moojeni,602
Bothrops moojeni,604
Bothrops moojeni,490
Bothrops moojeni,587
Bothrops moojeni,593
Bothrops moojeni,610
Bothrops moojeni,561
Bothrops moojeni,989
Bothrops moojeni,73
Bothrops moojeni,610
Bothrops moojeni,615
Bothrops moojeni,1170
Bothrops moojeni,198
Bothrops moojeni,611
Bothrops moojeni,711
Bothrops moojeni,638
Bothrops moojeni,644
Bothrops moojeni,359
Bothrops moojeni,357
Bothrops moojeni,624
Bothrops moojeni,301
Bothrops moojeni,601
Bothrops moojeni,610
Bothrops moojeni,611
Bothrops moojeni,587
Bothrops moojeni,903
Bothrops moojeni,569
Bothrops moojeni,520
Bothrops moojeni,399
Bothrops moojeni,536
Bothrops moojeni,700
Bothrops moojeni,655
Bothrops moojeni,669
Bothrops moojeni,1109
Bothrops moojeni,584
Bothrops moojeni,607
Bothrops moojeni,809
Bothrops moojeni,815
Bothrops moojeni,907
Bothrops moojeni,883
Bothrops moojeni,867
Bothrops moojeni,139
Bothrops moojeni,913
Bothrops moojeni,187
Bothrops moojeni,187
Bothrops moojeni,242
Bothrops moojeni,205
Bothrops moojeni,175
Bothrops moojeni,305
Bothrops moojeni,310
Bothrops moojeni,305
Bothrops moojeni,579
Bothrops moojeni,188
Bothrops moojeni,198
Bothrops moojeni,177
Bothrops moojeni,180
Bothrops moojeni,99
Bothrops moojeni,173
Bothrops moojeni,183
Bothrops moojeni,181
Bothrops moojeni,418
Bothrops moojeni,359
Bothrops moojeni,360
Bothrops moojeni,285
Bothrops moojeni,388
Bothrops moojeni,916
Bothrops moojeni,610
Bothrops moojeni,608
Bothrops moojeni,307
Bothrops moojeni,631
Bothrops moojeni,645
Bothrops moojeni,631
Bothrops moojeni,1052
Bothrops moojeni,1023
Bothrops moojeni,219
Bothrops moojeni,568
Bothrops moojeni,587
Bothrops moojeni,578
Bothrops moojeni,838
Bothrops moojeni,457
Bothrops moojeni,610
Bothrops moojeni,196
Bothrops moojeni,621
Bothrops moojeni,288
Bothrops moojeni,772
Bothrops moojeni,446
Bothrops moojeni,307
Bothrops moojeni,274
Bothrops moojeni,283
Bothrops moojeni,534
Bothrops moojeni,611
Bothrops moojeni,591
Bothrops moojeni,653
Bothrops moojeni,727
Bothrops moojeni,655
Bothrops moojeni,555
Bothrops moojeni,1170
Bothrops moojeni,1164
Bothrops moojeni,657
Bothrops moojeni,928
Bothrops moojeni,599
Bothrops moojeni,597
Bothrops moojeni,448
Bothrops moojeni,151
Bothrops moojeni,177
Bothrops moojeni,171
Bothrops moojeni,687
Bothrops moojeni,495
Bothrops moojeni,391
Bothrops moojeni,603
Bothrops moojeni,778
Bothrops moojeni,501
Bothrops moojeni,599
Bothrops moojeni,482
Bothrops moojeni,564
Bothrops moojeni,570
Bothrops moojeni,571
Bothrops moojeni,561
Bothrops moojeni,602
Bothrops moojeni,617
Bothrops moojeni,602
Bothrops moojeni,617
Bothrops moojeni,645
Bothrops moojeni,465
Bothrops moojeni,185
Bothrops moojeni,246
Bothrops moojeni,313
Bothrops moojeni,730
Bothrops moojeni,661
Bothrops moojeni,265
Bothrops moojeni,460
Bothrops moojeni,403
Bothrops moojeni,761
Bothrops moojeni,816
Bothrops moojeni,312
Bothrops moojeni,794
Bothrops moojeni,575
Bothrops moojeni,610
Bothrops moojeni,634
Bothrops moojeni,697
Bothrops moojeni,607
Bothrops moojeni,303
Bothrops moojeni,774
Bothrops moojeni,824
Bothrops moojeni,863
Bothrops moojeni,681
Bothrops moojeni,612
Bothrops moojeni,179
Bothrops moojeni,297
Bothrops moojeni,286
Bothrops moojeni,276
Bothrops moojeni,785
Bothrops moojeni,76
Bothrops moojeni,76
Bothrops moojeni,76
Bothrops moojeni,65
Bothrops moojeni,73
Bothrops moojeni,77
Bothrops moojeni,78
Bothrops moojeni,66
Bothrops moojeni,78
Bothrops moojeni,81
Bothrops moojeni,76
Bothrops moojeni,78
Bothrops moojeni,84
Bothrops moojeni,565
Bothrops moojeni,395
Bothrops moojeni,635
Bothrops moojeni,558
Bothrops moojeni,609
Bothrops moojeni,273
Bothrops moojeni,285
Bothrops moojeni,922
Bothrops moojeni,147
Bothrops moojeni,173
Bothrops moojeni,764
Bothrops moojeni,303
Bothrops moojeni,193
Bothrops moojeni,319
Bothrops moojeni,311
Bothrops moojeni,176
Bothrops moojeni,177
Bothrops moojeni,599
Bothrops moojeni,154
Bothrops moojeni,305
Bothrops moojeni,921
Bothrops moojeni,281
Bothrops moojeni,458
Bothrops moojeni,457
Bothrops moojeni,569
Bothrops moojeni,315
Bothrops moojeni,564
Bothrops moojeni,363
Bothrops moojeni,304
Bothrops moojeni,168
Bothrops moojeni,176
Bothrops moojeni,175
Bothrops moojeni,457
Bothrops moojeni,788
Bothrops moojeni,529
Bothrops moojeni,748
Bothrops moojeni,214
Bothrops moojeni,245
Bothrops moojeni,558
Bothrops moojeni,408
Bothrops moojeni,572
Bothrops moojeni,391
Bothrops moojeni,415
Bothrops moojeni,611
Bothrops moojeni,311
Bothrops moojeni,311
Bothrops moojeni,307
Bothrops moojeni,309
Bothrops moojeni,315
Bothrops moojeni,314
Bothrops moojeni,560
Bothrops moojeni,424
Bothrops moojeni,670
Bothrops moojeni,612
Bothrops moojeni,890
Bothrops moojeni,605
Bothrops moojeni,546
Bothrops moojeni,546
Bothrops moojeni,403
Bothrops moojeni,402
Bothrops moojeni,268
Bothrops moojeni,393
Bothrops moojeni,617
Bothrops moojeni,533
Bothrops moojeni,230
Bothrops moojeni,699
Bothrops moojeni,615
Bothrops moojeni,607
Bothrops moojeni,720
Bothrops moojeni,419
Bothrops moojeni,459
Bothrops moojeni,880
Bothrops moojeni,778
Bothrops moojeni,700
Bothrops moojeni,682
Bothrops moojeni,675
Bothrops moojeni,672
Bothrops moojeni,594
Bothrops moojeni,597
Bothrops moojeni,308
Bothrops moojeni,278
Bothrops moojeni,951
Bothrops moojeni,543
Bothrops moojeni,390
Bothrops moojeni,542
Bothrops moojeni,912
Bothrops moojeni,856
Bothrops moojeni,597
Bothrops moojeni,624
Bothrops moojeni,932
Bothrops moojeni,483
Bothrops moojeni,445
Bothrops moojeni,292
Bothrops moojeni,504
Bothrops moojeni,454
Bothrops moojeni,372
Bothrops moojeni,771
Bothrops moojeni,397
Bothrops moojeni,131
Bothrops moojeni,401
Bothrops moojeni,651
Bothrops moojeni,608
Bothrops moojeni,602
Bothrops moojeni,729
Bothrops moojeni,709
Bothrops moojeni,611
Bothrops moojeni,373
Bothrops moojeni,354
Bothrops moojeni,243
Bothrops moojeni,192
Bothrops moojeni,256
Bothrops moojeni,663
Bothrops moojeni,427
Bothrops moojeni,200
Bothrops moojeni,187
Bothrops moojeni,335
Bothrops moojeni,309
Bothrops moojeni,329
Bothrops moojeni,434
Bothrops moojeni,491
Bothrops moojeni,460
Bothrops moojeni,368
Bothrops moojeni,735
Bothrops moojeni,640
Bothrops moojeni,285
Bothrops moojeni,549
Bothrops moojeni,480
Bothrops moojeni,507
Bothrops moojeni,460
Bothrops moojeni,396
Bothrops moojeni,457
Bothrops moojeni,779
Bothrops moojeni,895
Bothrops moojeni,848
Bothrops moojeni,479
Bothrops moojeni,1047
Bothrops moojeni,1052
Bothrops moojeni,914
Bothrops moojeni,444
Bothrops moojeni,313
Bothrops moojeni,312
Bothrops moojeni,379
Bothrops moojeni,492
Bothrops moojeni,610
Bothrops moojeni,609
Bothrops moojeni,1076
Bothrops moojeni,572
Bothrops moojeni,102
Bothrops moojeni,149
Bothrops moojeni,119
Bothrops moojeni,118
Bothrops moojeni,646
Bothrops moojeni,879
Bothrops moojeni,65
Bothrops moojeni,344
Bothrops moojeni,73
Bothrops moojeni,70
Bothrops moojeni,231
Bothrops moojeni,628
Bothrops moojeni,286
Bothrops moojeni,494
Bothrops moojeni,351
Bothrops moojeni,353
Bothrops moojeni,559
Bothrops moojeni,552
Bothrops moojeni,336
Bothrops moojeni,429
Bothrops moojeni,375
Bothrops moojeni,303
Bothrops moojeni,303
Bothrops moojeni,304
Bothrops moojeni,309
Bothrops moojeni,300
Bothrops moojeni,610
Bothrops moojeni,325
Bothrops moojeni,771
Bothrops moojeni,401
Bothrops moojeni,189
Bothrops moojeni,405
Bothrops moojeni,328
Bothrops moojeni,563
Bothrops moojeni,334
Bothrops moojeni,611
Bothrops moojeni,181
Bothrops moojeni,447
Bothrops moojeni,540
Bothrops moojeni,652
Bothrops moojeni,645
Bothrops moojeni,396
Bothrops moojeni,419
Bothrops moojeni,153
Bothrops moojeni,793
Bothrops moojeni,353
Bothrops moojeni,586
Bothrops moojeni,540
Bothrops moojeni,462
Bothrops moojeni,1057
Bothrops moojeni,614
Bothrops moojeni,610
Bothrops moojeni,703
Bothrops moojeni,637
Bothrops moojeni,288
Bothrops moojeni,281
Bothrops moojeni,926
Bothrops moojeni,901
Bothrops moojeni,920
Bothrops moojeni,887
Bothrops moojeni,509
Bothrops moojeni,499
Bothrops moojeni,403
Bothrops moojeni,317
Bothrops moojeni,426
Bothrops moojeni,418
Bothrops moojeni,339
Bothrops moojeni,258
Bothrops moojeni,534
Bothrops moojeni,417
Bothrops moojeni,466
Bothrops moojeni,375
Bothrops moojeni,421
Bothrops moojeni,433
Bothrops moojeni,535
Bothrops moojeni,303
Bothrops moojeni,305
Bothrops moojeni,325
Bothrops moojeni,281
Bothrops moojeni,294
Bothrops moojeni,304
Bothrops moojeni,519
Bothrops moojeni,769
Bothrops moojeni,762
Bothrops moojeni,691
Bothrops moojeni,690
Bothrops moojeni,314
Bothrops moojeni,545
Bothrops moojeni,612
Bothrops moojeni,602
Bothrops moojeni,154
Bothrops moojeni,788
Bothrops moojeni,827
Bothrops moojeni,196
Bothrops moojeni,915
Bothrops moojeni,311
Bothrops moojeni,192
Bothrops moojeni,630
Bothrops moojeni,366
Bothrops moojeni,335
Bothrops moojeni,229
Bothrops moojeni,316
Bothrops moojeni,219
Bothrops moojeni,715
Bothrops moojeni,633
Bothrops moojeni,331
Bothrops moojeni,851
Bothrops moojeni,356
Bothrops moojeni,337
Bothrops moojeni,614
Bothrops moojeni,320
Bothrops moojeni,263
Bothrops moojeni,366
Bothrops moojeni,376
Bothrops moojeni,457
Bothrops moojeni,899
Bothrops moojeni,281
Bothrops moojeni,194
Bothrops moojeni,266
Bothrops moojeni,252
Bothrops moojeni,277
Bothrops moojeni,276
Bothrops pauloensis,199
Bothrops pauloensis,404
Bothrops pauloensis,404
Bothrops pauloensis,387
Bothrops pauloensis,261
Bothrops pauloensis,610
Bothrops pauloensis,610
Bothrops pauloensis,610
Bothrops pauloensis,916
Bothrops pauloensis,966
Bothrops pauloensis,947
Bothrops pauloensis,947
Bothrops pauloensis,630
Bothrops pauloensis,629
Bothrops pauloensis,631
Bothrops pauloensis,661
Bothrops pauloensis,665
Bothrops pauloensis,665
Bothrops pauloensis,600
Bothrops pauloensis,740
Bothrops pauloensis,671
Bothrops pauloensis,624
Bothrops pauloensis,918
Bothrops pauloensis,917
Bothrops pauloensis,917
Bothrops pauloensis,917
Bothrops pauloensis,443
Bothrops pauloensis,180
Bothrops pauloensis,183
Bothrops pauloensis,523
Bothrops pauloensis,644
Bothrops pauloensis,439
Bothrops pauloensis,480
Bothrops pauloensis,457
Bothrops pauloensis,586
Bothrops pauloensis,188
Bothrops pauloensis,674
Bothrops pauloensis,304
Bothrops pauloensis,610
Bothrops pauloensis,675
Bothrops pauloensis,657
Bothrops pauloensis,587
Bothrops pauloensis,593
Bothrops pauloensis,829
Bothrops pauloensis,762
Bothrops pauloensis,768
Bothrops pauloensis,902
Bothrops pauloensis,599
Bothrops pauloensis,655
Bothrops pauloensis,655
Bothrops pauloensis,371
Bothrops pauloensis,789
Bothrops pauloensis,782
Bothrops pauloensis,789
Bothrops pauloensis,793
Bothrops pauloensis,767
Bothrops pauloensis,586
Bothrops pauloensis,649
Bothrops pauloensis,288
Bothrops pauloensis,743
Bothrops pauloensis,597
Bothrops pauloensis,589
Bothrops pauloensis,607
Bothrops pauloensis,607
Bothrops pauloensis,605
Bothrops pauloensis,246
Bothrops pauloensis,302
Bothrops pauloensis,198
Bothrops pauloensis,638
Bothrops pauloensis,640
Bothrops pauloensis,644
Bothrops pauloensis,363
Bothrops pauloensis,587
Bothrops pauloensis,610
Bothrops pauloensis,629
Bothrops pauloensis,632
Bothrops pauloensis,623
Bothrops pauloensis,610
Bothrops pauloensis,892
Bothrops pauloensis,903
Bothrops pauloensis,860
Bothrops pauloensis,830
Bothrops pauloensis,773
Bothrops pauloensis,612
Bothrops pauloensis,804
Bothrops pauloensis,891
Bothrops pauloensis,607
Bothrops pauloensis,867
Bothrops pauloensis,883
Bothrops pauloensis,859
Bothrops pauloensis,950
Bothrops pauloensis,563
Bothrops pauloensis,828
Bothrops pauloensis,741
Bothrops pauloensis,796
Bothrops pauloensis,612
Bothrops pauloensis,750
Bothrops pauloensis,833
Bothrops pauloensis,933
Bothrops pauloensis,785
Bothrops pauloensis,583
Bothrops pauloensis,559
Bothrops pauloensis,610
Bothrops pauloensis,920
Bothrops pauloensis,861
Bothrops pauloensis,542
Bothrops pauloensis,947
Bothrops pauloensis,617
Bothrops pauloensis,617
Bothrops pauloensis,641
Bothrops pauloensis,304
Bothrops pauloensis,502
Bothrops pauloensis,509
Bothrops pauloensis,921
Bothrops pauloensis,916
Bothrops pauloensis,920
Bothrops pauloensis,458
Bothrops pauloensis,457
Bothrops pauloensis,564
Bothrops pauloensis,804
Bothrops pauloensis,778
Bothrops pauloensis,572
Bothrops pauloensis,563
Bothrops pauloensis,563
Bothrops pauloensis,572
Bothrops pauloensis,289
Bothrops pauloensis,294
Bothrops pauloensis,268
Bothrops pauloensis,295
Bothrops pauloensis,288
Bothrops pauloensis,569
Bothrops pauloensis,567
Bothrops pauloensis,1023
Bothrops pauloensis,655
Bothrops pauloensis,696
Bothrops pauloensis,717
Bothrops pauloensis,717
Bothrops pauloensis,712
Bothrops pauloensis,473
Bothrops pauloensis,495
Bothrops pauloensis,532
Bothrops pauloensis,890
Bothrops pauloensis,898
Bothrops pauloensis,898
Bothrops pauloensis,898
Bothrops pauloensis,615
Bothrops pauloensis,680
Bothrops pauloensis,672
Bothrops pauloensis,611
Bothrops pauloensis,607
Bothrops pauloensis,597
Bothrops pauloensis,677
Bothrops pauloensis,690
Bothrops pauloensis,697
Bothrops pauloensis,560
Bothrops pauloensis,720
Bothrops pauloensis,584
Bothrops pauloensis,278
Bothrops pauloensis,655
Bothrops pauloensis,920
Bothrops pauloensis,625
Bothrops pauloensis,487
Bothrops pauloensis,610
Bothrops pauloensis,611
Bothrops pauloensis,614
Bothrops pauloensis,820
Bothrops pauloensis,928
Bothrops pauloensis,827
Bothrops pauloensis,913
Bothrops pauloensis,624
Bothrops pauloensis,242
Bothrops pauloensis,829
Bothrops pauloensis,611
Bothrops pauloensis,611
Bothrops pauloensis,341
Bothrops pauloensis,338
Bothrops pauloensis,341
Bothrops pauloensis,579
Bothrops pauloensis,99
Bothrops pauloensis,175
Bothrops pauloensis,179
Bothrops pauloensis,914
Bothrops pauloensis,916
Bothrops pauloensis,914
Bothrops pauloensis,307
Bothrops pauloensis,308
Bothrops pauloensis,631
Bothrops pauloensis,645
Bothrops pauloensis,653
Bothrops pauloensis,625
Bothrops pauloensis,625
Bothrops pauloensis,561
Bothrops pauloensis,580
Bothrops pauloensis,568
Bothrops pauloensis,565
Bothrops pauloensis,838
Bothrops pauloensis,829
Bothrops pauloensis,851
Bothrops pauloensis,861
Bothrops pauloensis,792
Bothrops pauloensis,576
Bothrops pauloensis,288
Bothrops pauloensis,289
Bothrops pauloensis,483
Bothrops pauloensis,483
Bothrops pauloensis,482
Bothrops pauloensis,310
Bothrops pauloensis,536
Bothrops pauloensis,178
Bothrops pauloensis,932
Bothrops pauloensis,452
Bothrops pauloensis,305
Bothrops pauloensis,591
Bothrops pauloensis,604
Bothrops pauloensis,607
Bothrops pauloensis,597
Bothrops pauloensis,598
Bothrops pauloensis,609
Bothrops pauloensis,610
Bothrops pauloensis,612
Bothrops pauloensis,727
Bothrops pauloensis,882
Bothrops pauloensis,788
Bothrops pauloensis,751
Bothrops pauloensis,653
Bothrops pauloensis,870
Bothrops pauloensis,788
Bothrops pauloensis,1067
Bothrops pauloensis,1061
Bothrops pauloensis,1164
Bothrops pauloensis,1092
Bothrops pauloensis,1089
Bothrops pauloensis,660
Bothrops pauloensis,672
Bothrops pauloensis,624
Bothrops pauloensis,602
Bothrops pauloensis,602
Bothrops pauloensis,607
Bothrops pauloensis,601
Bothrops pauloensis,121
Bothrops pauloensis,674
Bothrops pauloensis,501
Bothrops pauloensis,504
Bothrops pauloensis,830
Bothrops pauloensis,803
Bothrops pauloensis,603
Bothrops pauloensis,810
Bothrops pauloensis,919
Bothrops pauloensis,914
Bothrops pauloensis,602
Bothrops pauloensis,482
Bothrops pauloensis,602
Bothrops pauloensis,637
Bothrops pauloensis,904
Bothrops pauloensis,959
Bothrops pauloensis,390
Bothrops pauloensis,298
Bothrops pauloensis,265
Bothrops pauloensis,661
Bothrops pauloensis,366
Bothrops pauloensis,373
Bothrops pauloensis,76
Bothrops pauloensis,285
Bothrops pauloensis,173
Bothrops pauloensis,610
Bothrops pauloensis,600
Bothrops pauloensis,330
Bothrops pauloensis,631
Bothrops pauloensis,602
Bothrops pauloensis,895
Bothrops pauloensis,769
Bothrops pauloensis,610
Bothrops pauloensis,592
Bothrops pauloensis,727
Bothrops pauloensis,559
Bothrops pauloensis,558
Bothrops pauloensis,560
Bothrops pauloensis,887
Bothrops pauloensis,670
Bothrops pauloensis,676
Bothrops pauloensis,666
Bothrops pauloensis,831
Bothrops pauloensis,824
Bothrops pauloensis,814
Bothrops pauloensis,804
Bothrops pauloensis,809
Bothrops pauloensis,610
Bothrops pauloensis,617
Bothrops pauloensis,612
Bothrops pauloensis,612
Bothrops pauloensis,667
Bothrops pauloensis,611
Bothrops pauloensis,610
Bothrops pauloensis,700
Bothrops pauloensis,682
Bothrops pauloensis,675
Bothrops pauloensis,672
Bothrops pauloensis,597
Bothrops pauloensis,610
Bothrops pauloensis,608
Bothrops pauloensis,901
Bothrops pauloensis,542
Bothrops pauloensis,608
Bothrops pauloensis,694
Bothrops pauloensis,442
Bothrops pauloensis,610
Bothrops pauloensis,776
Bothrops pauloensis,458
Bothrops pauloensis,683
Bothrops pauloensis,674
Bothrops pauloensis,591
Bothrops pauloensis,589
Bothrops pauloensis,611
Bothrops pauloensis,610
Bothrops pauloensis,729
Bothrops pauloensis,243
Bothrops pauloensis,256
Bothrops pauloensis,192
Bothrops pauloensis,444
Bothrops pauloensis,434
Bothrops pauloensis,608
Bothrops pauloensis,632
Bothrops pauloensis,523
Bothrops pauloensis,546
Bothrops pauloensis,551
Bothrops pauloensis,392
Bothrops pauloensis,396
Bothrops pauloensis,613
Bothrops pauloensis,613
Bothrops pauloensis,843
Bothrops pauloensis,738
Bothrops pauloensis,917
Bothrops pauloensis,848
Bothrops pauloensis,593
Bothrops pauloensis,596
Bothrops pauloensis,646
Bothrops pauloensis,667
Bothrops pauloensis,589
Bothrops pauloensis,589
Bothrops pauloensis,628
Bothrops pauloensis,630
Bothrops pauloensis,776
Bothrops pauloensis,792
Bothrops pauloensis,914
Bothrops pauloensis,594
Bothrops pauloensis,590
Bothrops pauloensis,846
Bothrops pauloensis,908
Bothrops pauloensis,235
Bothrops pauloensis,591
Bothrops pauloensis,589
Bothrops pauloensis,611
Bothrops pauloensis,612
Bothrops pauloensis,579
Bothrops pauloensis,785
Bothrops pauloensis,917
Bothrops pauloensis,919
Bothrops pauloensis,917
Bothrops pauloensis,636
Bothrops pauloensis,610
Bothrops pauloensis,674
Bothrops pauloensis,793
Bothrops pauloensis,781
Bothrops pauloensis,747
Bothrops pauloensis,610
Bothrops pauloensis,437
Bothrops pauloensis,732
Bothrops pauloensis,716
Bothrops pauloensis,933
Bothrops pauloensis,926
Bothrops pauloensis,612
Bothrops pauloensis,901
Bothrops pauloensis,398
Bothrops pauloensis,583
Bothrops pauloensis,321
Bothrops pauloensis,615
Bothrops pauloensis,592
Bothrops pauloensis,437
Bothrops pauloensis,486
Bothrops pauloensis,434
Bothrops pauloensis,600
Bothrops pauloensis,601
Bothrops pauloensis,601
Bothrops pauloensis,1222
Bothrops pauloensis,633
Bothrops pauloensis,466
Bothrops pauloensis,417
Bothrops pauloensis,466
Bothrops pauloensis,427
Bothrops pauloensis,523
Bothrops pauloensis,585
Bothrops pauloensis,543
Bothrops pauloensis,1193
Bothrops pauloensis,1193
Bothrops pauloensis,602
Bothrops pauloensis,610
Bothrops pauloensis,303
Bothrops pauloensis,314
Bothrops pauloensis,626
Bothrops pauloensis,398
Bothrops pauloensis,744
Bothrops pauloensis,762
Bothrops pauloensis,750
Bothrops pauloensis,392
Bothrops pauloensis,683
Bothrops pauloensis,690
Bothrops pauloensis,683
Bothrops pauloensis,691
Bothrops pauloensis,932
Bothrops pauloensis,610
Bothrops pauloensis,610
Bothrops pauloensis,845
Bothrops pauloensis,898
Bothrops pauloensis,1019
Bothrops pauloensis,1003
Bothrops pauloensis,985
Bothrops pauloensis,854
Bothrops pauloensis,667
Bothrops pauloensis,646
Bothrops pauloensis,903
Bothrops pauloensis,914
Bothrops pauloensis,594
Bothrops pauloensis,916
Bothrops pauloensis,916
Bothrops pauloensis,930
Bothrops pauloensis,893
Bothrops pauloensis,634
Bothrops pauloensis,637
Bothrops pauloensis,771
Bothrops pauloensis,611
Bothrops pauloensis,933
Bothrops pauloensis,920
Bothrops pauloensis,865
Bothrops pauloensis,582
Bothrops pauloensis,597
Bothrops pauloensis,592
Bothrops pauloensis,502
Bothrops pauloensis,1092
Bothrops pauloensis,1219
Bothrops pauloensis,635
Bothrops pauloensis,433
Bothrops pauloensis,1193
Bothrops pauloensis,347
Bothrops pauloensis,602
Bothrops pauloensis,587
Bothrops pauloensis,321
Bothrops pauloensis,618
Bothrops pauloensis,626
Bothrops pauloensis,739
Bothrops pauloensis,906
Bothrops pauloensis,610
Bothrops pauloensis,572
Bothrops pauloensis,611
Bothrops pauloensis,199
Calassomys apicalis,1175
Calassomys apicalis,1256
Calassomys apicalis,1230
Callithrix penicillata,853
Callithrix penicillata,934
Callithrix penicillata,611
Callithrix penicillata,1074
Callithrix penicillata,1220
Callithrix penicillata,1215
Callithrix penicillata,1088
Callithrix penicillata,597
Callithrix penicillata,919
Callithrix penicillata,880
Callithrix penicillata,855
Callithrix penicillata,434
Callithrix penicillata,470
Callithrix penicillata,457
Callithrix penicillata,614
Callithrix penicillata,578
Callithrix penicillata,920
Callithrix penicillata,1182
Callithrix penicillata,691
Callithrix penicillata,383
Callithrix penicillata,552
Callithrix penicillata,1190
Callithrix penicillata,665
Callithrix penicillata,1069
Callithrix penicillata,905
Callithrix penicillata,914
Callithrix penicillata,714
Callithrix penicillata,722
Callithrix penicillata,502
