species,latitude,longitude
Dendropsophus rubicundulus,-14.8762,-49.0558
Dendropsophus rubicundulus,-19.1888,-43.645
Dendropsophus rubicundulus,-13,-45
Dendropsophus rubicundulus,-12.7055,-45.0871
Dendropsophus rubicundulus,-12.64,-45.0849
Dendropsophus rubicundulus,-12.6632,-45.0767
Dendropsophus rubicundulus,-12.7415,-44.687
Dendropsophus rubicundulus,-12.6438,-45.085
Dendropsophus rubicundulus,-13.5366,-46.4865
Dendropsophus rubicundulus,-19.9029,-42.9035
Dendropsophus rubicundulus,-19.8175,-43.3215
Dendropsophus rubicundulus,-14.4852,-47.4224
Dendropsophus rubicundulus,-20.071,-44.2488
Dendropsophus rubicundulus,-18.2242,-52.2115
Dendropsophus rubicundulus,-15.8565,-42.8617
Dendropsophus rubicundulus,-16.6026,-48.547
Dendropsophus rubicundulus,-21.1168,-44.1547
Dendropsophus rubicundulus,-18.2981,-45.0691
Dendropsophus rubicundulus,-18.3437,-47.7817
Dendropsophus rubicundulus,-19.0278,-48.3313
Dendropsophus rubicundulus,-16.3754,-46.8194
Dendropsophus rubicundulus,-14.4189,-49.0897
Dendropsophus rubicundulus,-19.7308,-43.9446
Dendropsophus rubicundulus,-6.9022,-47.9216
Dendropsophus tritaeniatus,-15.1355,-55.5182
Dendropsophus tritaeniatus,-18.6399,-53.1967
Dendropsophus tritaeniatus,-15.4485,-55.9354
Dendropsophus tritaeniatus,-16.5197,-54.668
Drymoluber brazili,-24.0667,-55.3333
Drymoluber brazili,-24.1359,-55.3225
Drymoluber brazili,-20.557,-48.568
Drymoluber brazili,-21.289,-50.34
Drymoluber brazili,-22.136,-48.518
Drymoluber brazili,-20.4833,-54.7583
Drymoluber brazili,-20.872,-51.488
Drymoluber brazili,-21.352,-50.281
Drymoluber brazili,-22.1,-48.318
Drymoluber brazili,-21.483,-51.533
Drymoluber brazili,-20.284,-50.246
Drymoluber brazili,-20.025,-48.941
Drymoluber brazili,-11.429,-42.506
Drymoluber brazili,-21.384,-50.211
Drymoluber brazili,-21.028,-51.207
Drymoluber brazili,-21.497,-48.038
Drymoluber brazili,-21.955,-47.997
Drymoluber brazili,-20.433,-51.343
Drymoluber brazili,-21.318,-49.054
Drymoluber brazili,-21.018,-47.764
Drymoluber brazili,-21.603,-48.366
Drymoluber brazili,-7.313,-38.946
Drymoluber brazili,-13.5083,-48.3558
Drymoluber brazili,-13.533,-48.22
Drymoluber brazili,-20.241,-56.378
Drymoluber brazili,-20.731,-48.058
Drymoluber brazili,-11.55,-41.156
Drymoluber brazili,-21.508,-48.151
Drymoluber brazili,-21.468,-49.221
Drymoluber brazili,-20.737,-48.915
Drymoluber brazili,-21.797,-50.89
Drymoluber brazili,-21.685,-51.073
Drymoluber brazili,-21.6833,-51.0667
Drymoluber brazili,-19.4966,-41.0644
Drymoluber brazili,-14.0833,-47.6167
Drymoluber brazili,-14.1335,-47.5104
Drymoluber brazili,-20.8961,-51.3794
Drymoluber brazili,-20.896,-51.379
Drymoluber brazili,-20.8965,-51.3795
Drymoluber brazili,-21.209,-50.433
Drymoluber brazili,-21.2089,-50.4328
Drymoluber brazili,-21.2095,-50.4334
Drymoluber brazili,-21.7944,-48.1756
Drymoluber brazili,-21.794,-48.176
Drymoluber brazili,-21.7945,-48.1764
Drymoluber brazili,-19.5196,-41.0164
Drymoluber brazili,-20.5575,-48.5684
Drymoluber brazili,-19.9333,-43.9333
Drymoluber brazili,-21.2895,-50.3404
Drymoluber brazili,-21.9935,-48.3914
Drymoluber brazili,-15.7099,-48.0224
Drymoluber brazili,-15.7805,-47.9304
Drymoluber brazili,-20.4435,-54.6465
Drymoluber brazili,-20.4333,-54.6333
Drymoluber brazili,-20.4841,-54.79
Drymoluber brazili,-13.5077,-48.3559
Drymoluber brazili,-20.8667,-51.4833
Drymoluber brazili,-20.8725,-51.4885
Drymoluber brazili,-10.9667,-40.7667
Drymoluber brazili,-15.4333,-55.75
Drymoluber brazili,-14.8717,-55.7856
Drymoluber brazili,-15.4528,-55.7392
Drymoluber brazili,-19.5396,-40.6314
Drymoluber brazili,-21.3525,-50.2814
Drymoluber brazili,-20.5612,-55.3049
Drymoluber brazili,-22.1005,-48.3184
Drymoluber brazili,-21.4825,-51.5272
Drymoluber brazili,-21.4835,-51.5335
Drymoluber brazili,-19.8,-47.6
Drymoluber brazili,-20.2833,-50.2333
Drymoluber brazili,-20.0167,-48.9333
Drymoluber brazili,-20.0255,-48.9414
Drymoluber brazili,-11.1,-42.7333
Drymoluber brazili,-16.6667,-49.25
Drymoluber brazili,-16.6795,-49.2544
Drymoluber brazili,-16.55,-42.8833
Drymoluber brazili,-16.7147,-42.5915
Drymoluber brazili,-21.0283,-51.2067
Drymoluber brazili,-21.0285,-51.2075
Drymoluber brazili,-21.42,-50.078
Drymoluber brazili,-21.4975,-48.0384
Drymoluber brazili,-7.5,-63.0167
Drymoluber brazili,-9.6833,-56.8167
Drymoluber brazili,-23.713,-49.2233
Drymoluber brazili,-21.5965,-48.8134
Drymoluber brazili,-10.9829,-40.7701
Drymoluber brazili,-21.9503,-48.3831
Drymoluber brazili,-11.0125,-41.4331
Drymoluber brazili,-11,-41.25
Drymoluber brazili,-21.6,-47.79
Drymoluber brazili,-21.555,-47.704
Drymoluber brazili,-7.3135,-38.9463
Drymoluber brazili,-18.25,-52.8833
Drymoluber brazili,-18.0833,-52.9167
Drymoluber brazili,-20.2407,-56.3786
Drymoluber brazili,-20.2333,-56.3667
Drymoluber brazili,-20.2415,-56.3785
Drymoluber brazili,-21.134,-51.102
Drymoluber brazili,-20.6669,-47.1667
Drymoluber brazili,-11.55,-41.15
Drymoluber brazili,-11.55,-41.1564
Drymoluber brazili,-7.1333,-48.6
Drymoluber brazili,-14.05,-48.3167
Drymoluber brazili,-19.1365,-47.6834
Drymoluber brazili,-21.4685,-49.2214
Drymoluber brazili,-20.7378,-48.9107
Drymoluber brazili,-21.7975,-50.8905
Drymoluber brazili,-20.2569,-47.4767
Drymoluber brazili,-20.25,-47.4667
Drymoluber brazili,-20.2575,-47.4774
Drymoluber brazili,-21.4197,-50.0775
Drymoluber brazili,-21.4205,-50.0784
Drymoluber brazili,-22.5333,-55.7167
Drymoluber brazili,-22.5365,-55.7265
Drymoluber brazili,-15.2167,-59.3333
Drymoluber brazili,-21.55,-49.15
Drymoluber brazili,-22.0667,-48.1667
Drymoluber brazili,-22.06,-48.17
Drymoluber brazili,-21.178,-47.81
Drymoluber brazili,-21.1667,-47.8
Drymoluber brazili,-21.1785,-47.8104
Drymoluber brazili,-19.8833,-43.8
Drymoluber brazili,-19.8865,-43.8074
Drymoluber brazili,-21.2667,-47.8833
Drymoluber brazili,-21.6855,-48.0844
Drymoluber brazili,-19.2333,-43.55
Drymoluber brazili,-11.1088,-42.7237
Drymoluber brazili,-11.0641,-42.4319
Drymoluber brazili,-22.018,-47.891
Drymoluber brazili,-22.0167,-47.8833
Drymoluber brazili,-21.7667,-47.7833
Drymoluber brazili,-13.65,-46.35
Drymoluber brazili,-20.5815,-47.8554
Drymoluber brazili,-21.596,-46.889
Drymoluber brazili,-20.82,-49.379
Drymoluber brazili,-20.8205,-49.3794
Drymoluber brazili,-21.4667,-47.55
Drymoluber brazili,-21.4795,-47.5514
Drymoluber brazili,-15.1368,-48.8721
Drymoluber brazili,-19.3333,-43.5333
Drymoluber brazili,-19.0022,-43.6487
Drymoluber brazili,-19,-43.65
Drymoluber brazili,-7.2,-37.25
Drymoluber brazili,-11.1,-42.7167
Drymoluber brazili,-7.2381,-37.2445
Drymoluber brazili,-20.442,-54.86
Drymoluber brazili,-20.4333,-54.85
Drymoluber brazili,-20.4425,-54.8605
Drymoluber brazili,-20.75,-51.6667
Drymoluber brazili,-20.751,-51.678
Drymoluber brazili,-20.7515,-51.6785
Drymoluber brazili,-23.75,-49.28
Drymoluber brazili,-19.748,-47.932
Drymoluber brazili,-19.7333,-47.9167
Drymoluber brazili,-19.7485,-47.9324
Drymoluber brazili,-20.2465,-50.6434
Drymoluber brazili,-14.525,-49.141
Drymoluber brazili,-13.5,-48.35
Drymoluber brazili,-14.5255,-49.1414
Drymoluber brazili,-21.2285,-50.8684
Drymoluber brazili,-21.6,-46.89
Drymoluber brazili,-22.0675,-48.1764
Drymoluber brazili,-16.7366,-42.5817
Drymoluber brazili,-13.8997,-48.3065
Drymoluber brazili,-12.3996,-48.2485
Drymoluber brazili,-9.75,-48.4
Drymoluber brazili,-22.067,-48.176
Drymoluber brazili,-19.886,-43.807
Drymoluber brazili,-21.685,-48.084
Drymoluber brazili,-13.398,-46.318
Drymoluber brazili,-20.581,-47.855
Drymoluber brazili,-21.479,-47.551
Drymoluber brazili,-10.3338,-48.4963
Drymoluber brazili,-12.1432,-48.466
Drymoluber brazili,-20.246,-50.643
Drymoluber brazili,-21.228,-50.868
Elachistocleis bumbameuboi,-7.3636,-47.4053
Elachistocleis bumbameuboi,-2.5333,-44.3
Elachistocleis matogrosso,-23.7813,-56.2914
Elachistocleis matogrosso,-20.4667,-55.7833
Elachistocleis matogrosso,-19.5755,-57.0215
Elachistocleis matogrosso,-19.5769,-57.0117
Elachistocleis matogrosso,-18.9864,-56.6219
Elachistocleis matogrosso,-19,-57.65
Elachistocleis matogrosso,-19.2333,-57.0167
Elachistocleis matogrosso,-19.0094,-57.6531
Elachistocleis matogrosso,-19.2667,-57.6333
Elachistocleis matogrosso,-18.5,-54.75
Elachistocleis matogrosso,-15.4371,-56.0624
Elachistocleis matogrosso,-15.6,-56.1
Elachistocleis matogrosso,-15.25,-56.7333
Elachistocleis matogrosso,-20.2333,-56.3833
Elachistocleis matogrosso,-21.1333,-55.8167
Elachistocleis matogrosso,-16.5,-56.4167
Elachistocleis matogrosso,-20.5833,-56.8333
Elachistocleis matogrosso,-20.2891,-56.0868
Embernagra longicauda,-19.2833,-43.5667
Embernagra longicauda,-18.1,-43.1333
Embernagra longicauda,-19.4175,-41.7294
Embernagra longicauda,-12.8075,-41.3314
Embernagra longicauda,-19.65,-42.8667
Embernagra longicauda,-20,-43.9667
Embernagra longicauda,-20.0167,-43.9833
Embernagra longicauda,-19.9465,-43.4874
Embernagra longicauda,-19.8167,-43.0833
Embernagra longicauda,-19.8175,-43.9564
Embernagra longicauda,-20.4086,-44.0244
Embernagra longicauda,-16.8667,-43.0167
Embernagra longicauda,-20.1435,-44.2004
Embernagra longicauda,-19.0333,-43.7
Embernagra longicauda,-19.3833,-43.5667
Embernagra longicauda,-19.8805,-43.6704
Embernagra longicauda,-14.0695,-42.4754
Embernagra longicauda,-16.8333,-43.05
Embernagra longicauda,-18.8,-43.8833
Embernagra longicauda,-20.0756,-43.4084
Embernagra longicauda,-16.0833,-42.1
Embernagra longicauda,-16.6667,-42.2833
Embernagra longicauda,-15.8333,-42.3
Embernagra longicauda,-16.45,-43.4
Embernagra longicauda,-17.0875,-42.5354
Embernagra longicauda,-18.5,-43.5167
Embernagra longicauda,-19.2333,-43.5
Embernagra longicauda,-19.0375,-43.4254
Embernagra longicauda,-20.5005,-43.8584
Embernagra longicauda,-21.0245,-44.2234
Embernagra longicauda,-18.0667,-43.4167
Embernagra longicauda,-18.3833,-43.6167
Embernagra longicauda,-18.25,-43.6
Embernagra longicauda,-15.7167,-41
Embernagra longicauda,-19.9,-43.3833
Embernagra longicauda,-20.1667,-43.9667
Embernagra longicauda,-19.9667,-42.95
Embernagra longicauda,-20.05,-43.4333
Embernagra longicauda,-20.2833,-43.45
Embernagra longicauda,-16.5667,-42.9
Embernagra longicauda,-13.4115,-41.2854
Embernagra longicauda,-13.2865,-40.9514
Embernagra longicauda,-20.2535,-43.8014
Embernagra longicauda,-17.05,-43.2667
Embernagra longicauda,-16.65,-41.5833
Embernagra longicauda,-13.8135,-41.2974
Embernagra longicauda,-12.5635,-41.3904
Embernagra longicauda,-14.6825,-42.5084
Embernagra longicauda,-20.3785,-43.4164
Embernagra longicauda,-20.4833,-43.8833
Embernagra longicauda,-17.2167,-42.0833
Embernagra longicauda,-20.3335,-44.0534
Embernagra longicauda,-11.55,-41.15
Embernagra longicauda,-19.2165,-43.3764
Embernagra longicauda,-13.0055,-41.3714
Embernagra longicauda,-19.75,-43.0333
Embernagra longicauda,-19.9865,-43.8474
Embernagra longicauda,-12.5667,-41.45
Embernagra longicauda,-20.5215,-43.6924
Embernagra longicauda,-20.2885,-43.5084
Embernagra longicauda,-12.5295,-41.5594
Embernagra longicauda,-19.9333,-43.8833
Embernagra longicauda,-20.4333,-43.4833
Embernagra longicauda,-18.4,-43.35
Embernagra longicauda,-18.2,-43.3
Embernagra longicauda,-19.0833,-43.55
Embernagra longicauda,-13.1525,-41.7734
Embernagra longicauda,-20.1167,-43.45
Embernagra longicauda,-20.1667,-43.6167
Embernagra longicauda,-20.1,-43.4333
Embernagra longicauda,-17.8,-43.3833
Embernagra longicauda,-20.1,-43.4833
Embernagra longicauda,-20.1,-43.9833
Embernagra longicauda,-20.0885,-43.7894
Embernagra longicauda,-13.5795,-41.8114
Embernagra longicauda,-19.9296,-43.1744
Embernagra longicauda,-19.8865,-43.8074
Embernagra longicauda,-19.9595,-43.4154
Embernagra longicauda,-19.1695,-43.7144
Embernagra longicauda,-19.8265,-43.3624
Embernagra longicauda,-20.0667,-43.7333
Embernagra longicauda,-20.2833,-43.95
Embernagra longicauda,-19.8167,-43.6667
Embernagra longicauda,-13.5333,-41.9
Embernagra longicauda,-21.1,-44.1667
Embernagra longicauda,-18.1,-43.0333
Embernagra longicauda,-16.5,-42.9
Embernagra longicauda,-20.25,-43.5333
Embernagra longicauda,-17.7,-44.2667
Embernagra longicauda,-20.4333,-41.7833
Embernagra longicauda,-20.0833,-43.4667
Embernagra longicauda,-19.2333,-43.55
Embernagra longicauda,-19.95,-43.9
Embernagra longicauda,-18.4333,-43.4167
Embernagra longicauda,-19.7167,-42.7167
Embernagra longicauda,-21.1333,-44.25
Embernagra longicauda,-15.7167,-41.6333
Embernagra longicauda,-20.4833,-43.6833
Embernagra longicauda,-15.05,-42.6667
Embernagra longicauda,-13,-41.3667
Embernagra longicauda,-18.0667,-43.1333
Embernagra longicauda,-17.0333,-43.3333
Embernagra longicauda,-20.1833,-43.85
Embernagra longicauda,-18.6055,-43.3794
Embernagra longicauda,-16.55,-43.4
Embernagra longicauda,-21.1105,-44.1784
Embernagra longicauda,-19.3333,-43.5167
Enyalius capetinga*,-16.0111,-47.9436
Enyalius capetinga*,-15.7099,-48.0224
Enyalius capetinga*,-15.9467,-47.8686
Enyalius capetinga*,-14.7572,-47.9761
Enyalius capetinga*,-16.3372,-48.1936
Epicrates crassus,-27.3833,-55.5833
Epicrates crassus,-26.4167,-54.6167
Epicrates crassus,-26,-54.5833
Epicrates crassus,-25.9167,-54.601
Epicrates crassus,-25.65,-54.585
Epicrates crassus,-25.6217,-54.5554
Epicrates crassus,-25.6,-54.5833
Epicrates crassus,-27.2667,-55.5333
Epicrates crassus,-14.2,-66.6167
Epicrates crassus,-25.6167,-56.6667
Epicrates crassus,-24.0667,-55.3333
Epicrates crassus,-25.5333,-54.6167
Epicrates crassus,-20.448,-52.878
Epicrates crassus,-16.0306,-48.6586
Epicrates crassus,-21.026,-47.374
Epicrates crassus,-20.896,-51.379
Epicrates crassus,-22.1481,-55.8696
Epicrates crassus,-19.9331,-51.0277
Epicrates crassus,-20.0044,-51.0133
Epicrates crassus,-20.1933,-51.0533
Epicrates crassus,-20.1498,-51.0408
Epicrates crassus,-20.2869,-51.2242
Epicrates crassus,-20.2782,-51.1524
Epicrates crassus,-20.2865,-51.2327
Epicrates crassus,-20.0078,-51.015
Epicrates crassus,-20.3128,-51.296
Epicrates crassus,-19.9422,-51.0215
Epicrates crassus,-20.289,-51.2016
Epicrates crassus,-20.1886,-51.0662
Epicrates crassus,-23.55,-51.45
Epicrates crassus,-7.191,-48.207
Epicrates crassus,-24.158,-49.827
Epicrates crassus,-21.8,-48.1667
Epicrates crassus,-21.794,-48.176
Epicrates crassus,-19.9333,-43.9333
Epicrates crassus,-21.993,-48.391
Epicrates crassus,-20.557,-48.568
Epicrates crassus,-17.108,-43.815
Epicrates crassus,-23.102,-48.258
Epicrates crassus,-22.886,-48.445
Epicrates crassus,-15.78,-47.93
Epicrates crassus,-22.284,-48.127
Epicrates crassus,-15.6333,-46.4167
Epicrates crassus,-16.125,-47.2917
Epicrates crassus,-23.101,-45.707
Epicrates crassus,-16.071,-57.679
Epicrates crassus,-21.832,-51.998
Epicrates crassus,-17.744,-48.626
Epicrates crassus,-13.79,-48.571
Epicrates crassus,-22.906,-47.061
Epicrates crassus,-19.761,-48.572
Epicrates crassus,-22.739,-45.591
Epicrates crassus,-21.774,-47.086
Epicrates crassus,-18.17,-47.942
Epicrates crassus,-22.8208,-51.5708
Epicrates crassus,-22.8167,-51.6
Epicrates crassus,-14.8667,-55.7928
Epicrates crassus,-23.65,-52.6
Epicrates crassus,-13.7337,-59.7178
Epicrates crassus,-19.633,-43.983
Epicrates crassus,-19.4667,-57.4167
Epicrates crassus,-22.6167,-52.8667
Epicrates crassus,-23.3833,-53.2917
Epicrates crassus,-23.649,-46.852
Epicrates crassus,-22.488,-47.215
Epicrates crassus,-18.75,-44.9
Epicrates crassus,-25.55,-54.5833
Epicrates crassus,-25.548,-54.588
Epicrates crassus,-25.4833,-54.6
Epicrates crassus,-17.3167,-44.2333
Epicrates crassus,-20.268,-49.199
Epicrates crassus,-13.242,-53.08
Epicrates crassus,-16.679,-49.254
Epicrates crassus,-16.7333,-42.5667
Epicrates crassus,-16.559,-42.89
Epicrates crassus,-24.1,-54.3
Epicrates crassus,-24.08,-54.256
Epicrates crassus,-21.261,-50.643
Epicrates crassus,-21.497,-48.038
Epicrates crassus,-11.729,-49.069
Epicrates crassus,-20.433,-51.343
Epicrates crassus,-20.3817,-51.3342
Epicrates crassus,-20.3833,-51.0678
Epicrates crassus,-22.174,-51.252
Epicrates crassus,-17.722,-48.16
Epicrates crassus,-23.35,-47.689
Epicrates crassus,-20.657,-49.387
Epicrates crassus,-21.571,-51.345
Epicrates crassus,-8.392,-47.768
Epicrates crassus,-22.6167,-51.9667
Epicrates crassus,-19.909,-49.381
Epicrates crassus,-23.592,-48.053
Epicrates crassus,-22.253,-47.823
Epicrates crassus,-23.264,-47.299
Epicrates crassus,-24.251,-49.706
Epicrates crassus,-24.175,-49.6667
Epicrates crassus,-21.018,-47.764
Epicrates crassus,-17.75,-46.1667
Epicrates crassus,-21.515,-51.434
Epicrates crassus,-23.6167,-52.4667
Epicrates crassus,-9.751,-48.358
Epicrates crassus,-17.887,-44.578
Epicrates crassus,-21.679,-49.743
Epicrates crassus,-21.555,-47.704
Epicrates crassus,-14.488,-46.113
Epicrates crassus,-23.425,-51.939
Epicrates crassus,-23.4167,-51.9333
Epicrates crassus,-21.603,-48.366
Epicrates crassus,-20,-44.4
Epicrates crassus,-13.533,-48.22
Epicrates crassus,-23.1667,-52.7333
Epicrates crassus,-20.241,-56.378
Epicrates crassus,-20.1082,-56.7961
Epicrates crassus,-22.292,-51.906
Epicrates crassus,-22.432,-46.958
Epicrates crassus,-16.735,-43.862
Epicrates crassus,-20.731,-48.058
Epicrates crassus,-11.71,-47.723
Epicrates crassus,-14.474,-48.46
Epicrates crassus,-22.233,-53.343
Epicrates crassus,-14.673,-52.353
Epicrates crassus,-20.001,-50.372
Epicrates crassus,-19.8772,-50.3623
Epicrates crassus,-10.167,-48.333
Epicrates crassus,-21.356,-51.86
Epicrates crassus,-17.222,-46.875
Epicrates crassus,-22.413,-50.576
Epicrates crassus,-19.677,-51.191
Epicrates crassus,-9.665,-56.477
Epicrates crassus,-21.783,-50.793
Epicrates crassus,-20.719,-46.61
Epicrates crassus,-19.618,-44.043
Epicrates crassus,-12.025,-48.539
Epicrates crassus,-21.42,-50.078
Epicrates crassus,-20.0072,-52.9957
Epicrates crassus,-20.431,-52.8691
Epicrates crassus,-16.1208,-48.4856
Epicrates crassus,-21.0256,-47.3739
Epicrates crassus,-22.1833,-55.9333
Epicrates crassus,-16.095,-49.338
Epicrates crassus,-19.7557,-55.8634
Epicrates crassus,-15.8833,-52.2167
Epicrates crassus,-24.1453,-49.8188
Epicrates crassus,-21.1333,-43.4
Epicrates crassus,-22.662,-50.412
Epicrates crassus,-22.65,-50.4
Epicrates crassus,-22.5739,-50.4103
Epicrates crassus,-15.89,-52.2567
Epicrates crassus,-13.4,-55.4167
Epicrates crassus,-12.0798,-45.6866
Epicrates crassus,-20.5572,-48.5678
Epicrates crassus,-21.9949,-48.3915
Epicrates crassus,-23.0982,-48.2588
Epicrates crassus,-15.7099,-48.0224
Epicrates crassus,-15.8984,-48.0089
Epicrates crassus,-21.996,-47.426
Epicrates crassus,-15.847,-47.9355
Epicrates crassus,-15.8209,-47.8162
Epicrates crassus,-22.2842,-48.1267
Epicrates crassus,-21.6667,-48.2333
Epicrates crassus,-23.1008,-45.7069
Epicrates crassus,-16.0667,-57.6667
Epicrates crassus,-21.8317,-51.9983
Epicrates crassus,-17.7333,-48.6167
Epicrates crassus,-22.9056,-47.0608
Epicrates crassus,-19.75,-48.5667
Epicrates crassus,-22.7394,-45.5914
Epicrates crassus,-13.5077,-48.3559
Epicrates crassus,-7.195,-47.2353
Epicrates crassus,-21.7667,-47.0833
Epicrates crassus,-18.15,-47.9333
Epicrates crassus,-21.9333,-47.3667
Epicrates crassus,-15.4333,-55.75
Epicrates crassus,-14.8717,-55.7856
Epicrates crassus,-15.3,-55.85
Epicrates crassus,-14.1667,-48.0667
Epicrates crassus,-19.6167,-43.9667
Epicrates crassus,-19.7764,-55.2448
Epicrates crassus,-19.8233,-54.8293
Epicrates crassus,-19.8833,-54.8667
Epicrates crassus,-21.05,-48.3164
Epicrates crassus,-19.4,-57.4
Epicrates crassus,-17.8306,-57.5547
Epicrates crassus,-19.3067,-57.5936
Epicrates crassus,-19.2167,-57.55
Epicrates crassus,-19.0175,-57.644
Epicrates crassus,-19.0167,-57.6167
Epicrates crassus,-19.0109,-57.6523
Epicrates crassus,-19.0076,-57.6249
Epicrates crassus,-17.8,-57.6667
Epicrates crassus,-19.3914,-54.4016
Epicrates crassus,-19.2333,-57.8333
Epicrates crassus,-19.2036,-57.5732
Epicrates crassus,-17.8308,-57.5517
Epicrates crassus,-15.5989,-56.0949
Epicrates crassus,-15.5833,-56.0833
Epicrates crassus,-20.7609,-55.1127
Epicrates crassus,-8.8833,-44.9667
Epicrates crassus,-23.6486,-46.8522
Epicrates crassus,-17.12,-43.82
Epicrates crassus,-19.8,-47.6
Epicrates crassus,-22.5588,-52.5923
Epicrates crassus,-20.2833,-50.2333
Epicrates crassus,-25.5667,-54.5667
Epicrates crassus,-25.5469,-54.5882
Epicrates crassus,-20.2667,-49.1833
Epicrates crassus,-16.6667,-49.25
Epicrates crassus,-16.55,-42.8833
Epicrates crassus,-20.0833,-56.75
Epicrates crassus,-20.0833,-56.9667
Epicrates crassus,-25.25,-50
Epicrates crassus,-25.2417,-49.975
Epicrates crassus,-24.0667,-54.25
Epicrates crassus,-21.2608,-50.6428
Epicrates crassus,-11.7167,-49.0667
Epicrates crassus,-7.2,-62.9
Epicrates crassus,-20.3833,-51.4667
Epicrates crassus,-20.5004,-51.4199
Epicrates crassus,-22.536,-55.726
Epicrates crassus,-20.4328,-51.3425
Epicrates crassus,-22.1744,-51.2517
Epicrates crassus,-19.98,-50.2897
Epicrates crassus,-17.7219,-48.1597
Epicrates crassus,-23.3579,-47.6937
Epicrates crassus,-20.653,-49.3875
Epicrates crassus,-21.5714,-51.3544
Epicrates crassus,-23.5833,-48.05
Epicrates crassus,-22.2537,-47.8229
Epicrates crassus,-22.25,-47.8167
Epicrates crassus,-22.2167,-47.8833
Epicrates crassus,-23.25,-47.2833
Epicrates crassus,-23.2642,-47.2992
Epicrates crassus,-24.2511,-49.7058
Epicrates crassus,-21.4408,-56.44
Epicrates crassus,-21.5489,-56.6672
Epicrates crassus,-17.7333,-46.1667
Epicrates crassus,-17.7167,-46.1667
Epicrates crassus,-17.3833,-46.1333
Epicrates crassus,-20.7833,-51.65
Epicrates crassus,-8.4,-47.77
Epicrates crassus,-11.5224,-50.6629
Epicrates crassus,-19.6272,-43.8897
Epicrates crassus,-15.324,-57.228
Epicrates crassus,-21.854,-47.479
Epicrates crassus,-9.75,-48.35
Epicrates crassus,-17.8833,-44.5667
Epicrates crassus,-23.3103,-51.1628
Epicrates crassus,-21.6,-47.79
Epicrates crassus,-16.25,-47.95
Epicrates crassus,-14.4833,-46.1
Epicrates crassus,-14.75,-43.9167
Epicrates crassus,-5.6031,-49.1889
Epicrates crassus,-10.3338,-48.4963
Epicrates crassus,-10.7333,-46.7833
Epicrates crassus,-11.2167,-50.6667
Epicrates crassus,-18.25,-52.8833
Epicrates crassus,-20.2667,-56.25
Epicrates crassus,-20.0767,-56.7675
Epicrates crassus,-20.1015,-56.7943
Epicrates crassus,-20.0861,-56.6164
Epicrates crassus,-16.7167,-43.8667
Epicrates crassus,-7.3,-46.6217
Epicrates crassus,-11.7,-47.7167
Epicrates crassus,-14.05,-48.3167
Epicrates crassus,-15.8315,-56.5281
Epicrates crassus,-22.2333,-53.3431
Epicrates crassus,-20.2,-51.0167
Epicrates crassus,-10.3,-48.35
Epicrates crassus,-10.2128,-48.3603
Epicrates crassus,-17.2167,-46.8667
Epicrates crassus,-19.6667,-51.1833
Epicrates crassus,-20.7167,-46.6167
Epicrates crassus,-18.5833,-46.5
Epicrates crassus,-21.537,-49.858
Epicrates crassus,-19.5167,-43.9667
Epicrates crassus,-19.482,-44.155
Epicrates crassus,-19.6167,-44.0333
Epicrates crassus,-12.0167,-48.5333
Epicrates crassus,-16.0833,-49.3333
Epicrates crassus,-8.1,-47.1833
Epicrates crassus,-21.9833,-47.4167
Epicrates crassus,-15.85,-48.95
Epicrates crassus,-16.25,-56.6167
Epicrates crassus,-22.5333,-55.7167
Epicrates crassus,-15.6507,-57.2209
Epicrates crassus,-10.7081,-48.4172
Epicrates crassus,-10.708,-48.417
Epicrates crassus,-22.229,-50.893
Epicrates crassus,-21.8667,-51.8333
Epicrates crassus,-21.65,-49.85
Epicrates crassus,-22.248,-50.698
Epicrates crassus,-22.2333,-50.6833
Epicrates crassus,-20.4431,-53.7592
Epicrates crassus,-21.1667,-47.8
Epicrates crassus,-15.7,-44.6
Epicrates crassus,-14.8333,-56.4167
Epicrates crassus,-19.8833,-47.45
Epicrates crassus,-19.8584,-47.4525
Epicrates crassus,-11.5,-50.25
Epicrates crassus,-11.5667,-50.6667
Epicrates crassus,-9.5427,-50.6268
Epicrates crassus,-23.7269,-51.7859
Epicrates crassus,-11.6219,-50.6714
Epicrates crassus,-15.9446,-44.854
Epicrates crassus,-19.4,-54.5667
Epicrates crassus,-19.1691,-54.4838
Epicrates crassus,-14.7,-47.5167
Epicrates crassus,-23.5333,-46.6333
Epicrates crassus,-23.4522,-51.8527
Epicrates crassus,-20.443,-53.759
Epicrates crassus,-17.6182,-54.8278
Epicrates crassus,-13.5667,-47.1667
Epicrates crassus,-22.7097,-52.6202
Epicrates crassus,-20.75,-51.6667
Epicrates crassus,-21.178,-47.81
Epicrates crassus,-20.7511,-51.6783
Epicrates crassus,-20.7598,-51.6951
Epicrates crassus,-20.5983,-52.218
Epicrates crassus,-18.9113,-48.2622
Epicrates crassus,-16.35,-46.9
Epicrates crassus,-17.5946,-44.7245
Epicrates crassus,-17.9898,-46.8998
Epicrates crassus,-19.6645,-48.3082
Epicrates crassus,-12.7333,-60.1333
Epicrates crassus,-21.3,-52.8167
Epicrates crassus,-20.081,-47.421
Epicrates crassus,-21.025,-44.3167
Epicrates crassus,-20.179,-51.002
Epicrates crassus,-19.865,-47.44
Epicrates crassus,-19.8667,-47.45
