species,voucher,series,locality,municipality,state,country,latitude,longitude,elevation
Bothrops moojeni,,,,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,,,,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,,,,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,,,,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,,,,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,,,,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,,,,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,,,,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,,,,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,,,,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,,,,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,IB9870,,Campinas,Goiania,GO,Brazil,-16.6667,-49.25,778
Bothrops moojeni,IB48888,,Goiania,Goiania,GO,Brazil,-16.6667,-49.25,778
Bothrops moojeni,IB49407,,Goiania,Goiania,GO,Brazil,-16.6667,-49.25,778
Bothrops moojeni,IB49408,,Goiania,Goiania,GO,Brazil,-16.6667,-49.25,778
Bothrops moojeni,IB49409,,Goiania,Goiania,GO,Brazil,-16.6667,-49.25,778
Bothrops moojeni,IB49410,,Goiania,Goiania,GO,Brazil,-16.6667,-49.25,778
Bothrops moojeni,IB49411,,Goiania,Goiania,GO,Brazil,-16.6667,-49.25,778
Bothrops moojeni,IB49412,,Goiania,Goiania,GO,Brazil,-16.6667,-49.25,778
Bothrops moojeni,IB49413,,Goiania,Goiania,GO,Brazil,-16.6667,-49.25,778
Bothrops moojeni,IB49414,,Goiania,Goiania,GO,Brazil,-16.6667,-49.25,778
Bothrops moojeni,IB49415,,Goiania,Goiania,GO,Brazil,-16.6667,-49.25,778
Bothrops moojeni,IB49416,,Goiania,Goiania,GO,Brazil,-16.6667,-49.25,778
Bothrops moojeni,IB49417,,Goiania,Goiania,GO,Brazil,-16.6667,-49.25,778
Bothrops moojeni,IB49418,,Goiania,Goiania,GO,Brazil,-16.6667,-49.25,778
Bothrops moojeni,IB49419,,Goiania,Goiania,GO,Brazil,-16.6667,-49.25,778
Bothrops moojeni,IB49420,,Goiania,Goiania,GO,Brazil,-16.6667,-49.25,778
Bothrops moojeni,IB49421,,Goiania,Goiania,GO,Brazil,-16.6667,-49.25,778
Bothrops moojeni,IB49422,,Goiania,Goiania,GO,Brazil,-16.6667,-49.25,778
Bothrops moojeni,IB49423,,Goiania,Goiania,GO,Brazil,-16.6667,-49.25,778
Bothrops moojeni,IB49424,,Goiania,Goiania,GO,Brazil,-16.6667,-49.25,778
Bothrops moojeni,IB49425,,Goiania,Goiania,GO,Brazil,-16.6667,-49.25,778
Bothrops moojeni,IB5543,,"Goiania,  Campinas","Goiania,  Campinas",GO,Brazil,-16.6667,-49.25,778
Bothrops moojeni,IB5913,,"Goiania,  Campinas","Goiania,  Campinas",GO,Brazil,-16.6667,-49.25,778
Bothrops moojeni,IB5974,,"Goiania,  Campinas","Goiania,  Campinas",GO,Brazil,-16.6667,-49.25,778
Bothrops moojeni,IB5975,,"Goiania,  Campinas","Goiania,  Campinas",GO,Brazil,-16.6667,-49.25,778
Bothrops moojeni,IB6188,,"Goiania,  Campinas","Goiania,  Campinas",GO,Brazil,-16.6667,-49.25,778
Bothrops moojeni,IB15296,,Goias,Goias,GO,Brazil,-15.9333,-50.1333,529
Bothrops moojeni,IBSP.56389,,,Grao Mogol,MG,Brazil,-16.5667,-42.9,748
Bothrops moojeni,MHNCI.660-8; 3837,,"rio Parana,  extinto Parque Nacional de Sete Quedas",Guaira,PR,Brazil,-24.1,-54.3,214
Bothrops moojeni,MHNCI.950; 2659; 3569; 3588; 3613; 3849,,,Guaira,PR,Brazil,-24.0833,-54.25,245
Bothrops moojeni,IBSP.56279,,,Guaira,SP,Brazil,-20.3167,-48.3167,558
Bothrops moojeni,IBSP.16323,,estacao Pioneiros,Guara,SP,Brazil,-20.51,-47.8456,603
Bothrops moojeni,IBSP.15676; MCP.427,,,Guararapes,SP,Brazil,-21.25,-50.65,408
Bothrops moojeni,MHNCI.693,,,Guatapara,SP,Brazil,-21.5,-48.0333,572
Bothrops moojeni,IBSP.10884,,estacao Tamoio,Ibate,SP,Brazil,-21.9167,-48.05,730
Bothrops moojeni,IBSP.30827; 60880,,,Iepe,SP,Brazil,-22.6667,-51.0833,391
Bothrops moojeni,IB60880,,Iepe,Iepe,SP,Brazil,-22.65,-51.0667,415
Bothrops moojeni,IB59627,,Igarapava,Igarapava,SP,Brazil,-20.0333,-47.7333,611
Bothrops moojeni,IB35548,,Ilha Solteira,Ilha Solteira,SP,Brazil,-20.433,-51.343,311
Bothrops moojeni,IB35549,,Ilha Solteira,Ilha Solteira,SP,Brazil,-20.433,-51.343,311
Bothrops moojeni,IB35550,,Ilha Solteira,Ilha Solteira,SP,Brazil,-20.433,-51.343,311
Bothrops moojeni,IB36490,,Ilha Solteira,Ilha Solteira,SP,Brazil,-20.4328,-51.3425,311
Bothrops moojeni,IB36532,,Ilha Solteira,Ilha Solteira,SP,Brazil,-20.4328,-51.3425,311
Bothrops moojeni,IB36533,,Ilha Solteira,Ilha Solteira,SP,Brazil,-20.4328,-51.3425,311
Bothrops moojeni,IB36714,,Ilha Solteira,Ilha Solteira,SP,Brazil,-20.4328,-51.3425,311
Bothrops moojeni,IB36902,,Ilha Solteira,Ilha Solteira,SP,Brazil,-20.4328,-51.3425,311
Bothrops moojeni,IB36903,,Ilha Solteira,Ilha Solteira,SP,Brazil,-20.4328,-51.3425,311
Bothrops moojeni,IB36904,,Ilha Solteira,Ilha Solteira,SP,Brazil,-20.4328,-51.3425,311
Bothrops moojeni,IB37124,,Ilha Solteira,Ilha Solteira,SP,Brazil,-20.4328,-51.3425,311
Bothrops moojeni,IB37125,,Ilha Solteira,Ilha Solteira,SP,Brazil,-20.4328,-51.3425,311
Bothrops moojeni,IB37126,,Ilha Solteira,Ilha Solteira,SP,Brazil,-20.4328,-51.3425,311
Bothrops moojeni,IBSP.37200,,"rio Parana,  UHE Ilha Solteira,  2 km da barragem",Ilha Solteira,SP,Brazil,-20.375,-51.3333,307
Bothrops moojeni,IBSP.38082,,"rio Parana,  UHE Ilha Solteira,  8 km da barragem",Ilha Solteira,SP,Brazil,-20.3417,-51.2833,309
Bothrops moojeni,IBSP.35507-22; 35540-1; 35548-50,,"rio Parana,  UHE Ilha Solteira,  17-18 km da barragem",Ilha Solteira,SP,Brazil,-20.3333,-51.2,315
Bothrops moojeni,,,Aterro - margem direita - Rio ParanaIlha SolteiraSP,Ilha Solteira,SP,Brazil,-20.4042,-51.3036,307
Bothrops moojeni,,,,Ilha SolteiraIlha Solteira,SP,Brazil,-20.3833,-51.4667,314
Bothrops moojeni,,,Ilha SolteiraPorto Itamaraty - 68 km da barragem de Ilha Solteira - montanteIlha SolteiraSP,Ilha SolteiraIlha Solteira,SP,Brazil,-20.3833,-51.4667,314
Bothrops moojeni,,,Ilha SolteiraPorto Itamaraty - km 60/70 - prox.a Nova RubineiaIlha SolteiraSP,Ilha SolteiraIlha Solteira,SP,Brazil,-20.3833,-51.4667,314
Bothrops moojeni,,,Ilha SolteiraPorto Itamaraty - km 60/70 - prox.a Nova RubineiaIlha SolteiraSP,Ilha SolteiraIlha Solteira,SP,Brazil,-20.3833,-51.4667,314
Bothrops moojeni,,,Ilha SolteiraPorto Itamaraty - km 60/70 Rio Parana - prox.a Nova RubineiaIlha SolteiraSP,Ilha SolteiraIlha Solteira,SP,Brazil,-20.3833,-51.4667,314
Bothrops moojeni,,,"rio Parana,  UHE Ilha Solteira,  2 km da barragemIlha SolteiraSP",Ilha SolteiraIlha Solteira,SP,Brazil,-20.375,-51.3333,307
Bothrops moojeni,,,"rio Parana,  UHE Ilha Solteira,  8 km da barragemIlha SolteiraSP",Ilha SolteiraIlha Solteira,SP,Brazil,-20.3417,-51.2833,309
Bothrops moojeni,,,"rio Parana,  UHE Ilha Solteira,  17-18 km da barragemIlha SolteiraSP",Ilha SolteiraIlha Solteira,SP,Brazil,-20.3333,-51.2,315
Bothrops moojeni,,,,Inocencia,MS,Brazil,-19.5703,-51.8961,560
Bothrops moojeni,IB16930,,Itahum,Itahum,MT,Brazil,-22,-55.3333,424
Bothrops moojeni,IB16931,,Itahum,Itahum,MT,Brazil,-22,-55.3333,424
Bothrops moojeni,IBSP.10667,,fazenda Campo Largo,Itapetininga,SP,Brazil,-23.7333,-47.9167,774
Bothrops moojeni,IB10667,,Itapetininga,Itapetininga,SP,Brazil,-23.5833,-48.05,670
Bothrops moojeni,IB24566,,Itapetininga,Itapetininga,SP,Brazil,-23.5833,-48.05,670
Bothrops moojeni,IBSP.26456,,Morro do Alto,Itapetininga,SP,Brazil,-23.475,-47.9583,612
Bothrops moojeni,,,,Itapetininga,SP,Brazil,-23.5833,-48.05,670
Bothrops moojeni,,,,Itapetininga,SP,Brazil,-23.5833,-48.05,670
Bothrops moojeni,IB22620,,Itirapina,Itirapina,SP,Brazil,-22.25,-47.8167,890
Bothrops moojeni,IB53139,,Itirapina,Itirapina,SP,Brazil,-22.25,-47.8167,890
Bothrops moojeni,IB61698,I13,Itirapina,Itirapina,SP,Brazil,-22.25,-47.8167,890
Bothrops moojeni,IBSP.53139,,,Itirapina,SP,Brazil,-22.25,-47.8167,890
Bothrops moojeni,Sawaya et al. (2008),,Estacao Ecologica de Itirapina,Itirapina,SP,Brazil,-22.2333,-47.8833,883
Bothrops moojeni,,,Estacao Ecologica de Itirapina,Itirapina,SP,Brazil,-22.2167,-47.8833,867
Bothrops moojeni,MHNCI.12262-3,,"rio Tejuco,  PCH Cruz Velha",Ituiutaba,MG,Brazil,-18.9417,-49.2583,605
Bothrops moojeni,MHNCI.12685,,"rio Tejuco,  PCH Mosquito",Ituiutaba,MG,Brazil,-18.8375,-49.7833,546
Bothrops moojeni,IB42782,,Itumbiara,Itumbiara,GO,Brazil,-18.4167,-49.2,546
Bothrops moojeni,IB42828,,Itumbiara,Itumbiara,GO,Brazil,-18.4167,-49.2,546
Bothrops moojeni,IB42856,,Itumbiara,Itumbiara,GO,Brazil,-18.4167,-49.2,546
Bothrops moojeni,IB61134,,Iturama,Iturama,MG,Brazil,-19.7333,-50.1833,403
Bothrops moojeni,IB61135,,Iturama,Iturama,MG,Brazil,-19.7333,-50.1833,403
Bothrops moojeni,IB61136,,Iturama,Iturama,MG,Brazil,-19.7333,-50.1833,403
Bothrops moojeni,IB61137,,Iturama,Iturama,MG,Brazil,-19.7333,-50.1833,403
Bothrops moojeni,IB61660,2561,Iturama,Iturama,MG,Brazil,-19.7333,-50.1833,403
Bothrops moojeni,IB61661,2581,Iturama,Iturama,MG,Brazil,-19.7333,-50.1833,403
Bothrops moojeni,IB61680,CP2560,Iturama,Iturama,MG,Brazil,-19.7333,-50.1833,403
Bothrops moojeni,IBSP.61134-7; 62865,,,Iturama,MG,Brazil,-19.7333,-50.2,402
Bothrops moojeni,,,,Ivinhema,MS,Brazil,-22.4381,-53.5781,268
Bothrops moojeni,,,,Ivinhema,MS,Brazil,-22.4346,-53.9205,393
Bothrops moojeni,IBSP.10869,,,Jacarezinho,PR,Brazil,-23.1667,-49.9833,617
Bothrops moojeni,,,,"Goiania,  CampinasGoiania,  CampinasGO",,,-16.6667,-49.25,778
Bothrops moojeni,2379,,,Jaciara,MT,Brazil,-15.9029,-55.1104,533
Bothrops moojeni,IB15605,,"catalao,  Jandira","Jandira,  Catalao",GO,Brazil,-18.15,-47.9333,904
Bothrops moojeni,6302,,Km55,Jangada,MT,Brazil,-15.33,-56.5497,230
Bothrops moojeni,MZUFV.1087,,"Fabiao,  divisa com Itacarambi",Januaria,MG,Brazil,-15.175,-44.2167,569
Bothrops moojeni,MZUFV.1167,,Parque Nacional Cavernas do Peruacu,Januaria,MG,Brazil,-15.1167,-44.25,699
Bothrops moojeni,MNRJ 22887,,,Japira,PR,Brazil,-23.8,-50.1333,615
Bothrops moojeni,,,Chacara Joao de Barro,Jaraguari,MS,Brazil,-20.1338,-54.4456,607
Bothrops moojeni,,,,"Goiania,  CampinasGoiania,  CampinasGO",,,-16.6667,-49.25,778
Bothrops moojeni,IB60445,C 716,Jatai,Jatai,GO,Brazil,-17.8667,-51.7,720
Bothrops moojeni,,,,"Goiania,  CampinasGoiania,  CampinasGO",,,-16.6667,-49.25,778
Bothrops moojeni,IB37273,,"JauruIgara,  Fz. - Rio Vermelho - afluente do Cabacais - Sao Luiz de Caceres",Jauru,MT,Brazil,-15.3333,-58.85,419
Bothrops moojeni,IB37285,,"JauruIgara,  Fz. - Rio Vermelho - afluente do Cabacais - Sao Luiz de Caceres",Jauru,MT,Brazil,-15.3333,-58.85,419
Bothrops moojeni,IB37293,,"JauruIgara,  Fz. - Rio Vermelho - afluente do Cabacais - Sao Luiz de Caceres",Jauru,MT,Brazil,-15.3333,-58.85,419
Bothrops moojeni,IB37297,,"JauruIgara,  Fz. - Rio Vermelho - afluente do Cabacais - Sao Luiz de Caceres",Jauru,MT,Brazil,-15.3333,-58.85,419
Bothrops moojeni,IB37301,,"JauruIgara,  Fz. - Rio Vermelho - afluente do Cabacais - Sao Luiz de Caceres",Jauru,MT,Brazil,-15.3333,-58.85,419
Bothrops moojeni,3319,,"PCH/Ombreiras, margem direita rio Jauru, setor 1, Coord:UTM",Jauru,MT,Brazil,-15.3173,-58.8619,459
Bothrops moojeni,IB37300,,Igara - Fz. Agro - Pecuaria - Rio Vermelho - afluente do Rio cabacais - Sao Luiz de Caceres,Jauru,MT,Brazil,-15.3333,-58.85,419
Bothrops moojeni,IB37300,,"JauruIgara,  Fz. - Rio Vermelho - afluente do Cabacais - Sao Luiz de Caceres",Jauru,MT,Brazil,-15.3333,-58.85,419
Bothrops moojeni,,,"JauruIgara,  Fz. - Rio Vermelho - afluente do Cabacais - Sao Luiz de CaceresJauruMT",Jauru,MT,Brazil,-15.3333,-58.85,419
Bothrops moojeni,,,"JauruIgara,  Fz. - Rio Vermelho - afluente do Cabacais - Sao Luiz de CaceresJauruMT",Jauru,MT,Brazil,-15.3333,-58.85,419
Bothrops moojeni,,,"JauruIgara,  Fz. - Rio Vermelho - afluente do Cabacais - Sao Luiz de CaceresJauruMT",Jauru,MT,Brazil,-15.3333,-58.85,419
Bothrops moojeni,,,"JauruIgara,  Fz. - Rio Vermelho - afluente do Cabacais - Sao Luiz de CaceresJauruMT",Jauru,MT,Brazil,-15.3333,-58.85,419
Bothrops moojeni,,,"JauruIgara,  Fz. - Rio Vermelho - afluente do Cabacais - Sao Luiz de CaceresJauruMT",Jauru,MT,Brazil,-15.3333,-58.85,419
Bothrops moojeni,,,"JauruIgara,  Fz. - Rio Vermelho - afluente do Cabacais - Sao Luiz de CaceresJauruMT",Jauru,MT,Brazil,-15.3333,-58.85,419
Bothrops moojeni,IBSP.58803-4,,,Jeriquara,SP,Brazil,-20.3083,-47.5833,880
Bothrops moojeni,,,,"Goiania,  CampinasGoiania,  CampinasGO",,,-16.6667,-49.25,778
Bothrops moojeni,MNRJ 15129,,Fazenda Vale dos Buritis,Joao Pinheiro,MG,Brazil,-17.7802,-46.112,778
Bothrops moojeni,MNRJ 15153,,Fazenda Vale dos Buritis,Joao Pinheiro,MG,Brazil,-17.7802,-46.112,778
Bothrops moojeni,MNRJ 14993,,"Brejo proximo Ã  Fazenda Morena, ",Joao Pinheiro,MG,Brazil,-17.75,-46.1667,700
Bothrops moojeni,MNRJ 19993,,Capao da igua Limpa,Joao Pinheiro,MG,Brazil,-17.75,-46.1667,700
Bothrops moojeni,MNRJ 14994,,"Mata Ciliar do Rio do Cachimbo, Fazenda Lajes",Joao Pinheiro,MG,Brazil,-17.75,-46.1667,700
Bothrops moojeni,MNRJ 20235,,"Estrada para o Taua, Margem do Corrego das Pontas",Joao Pinheiro,MG,Brazil,-17.7333,-46.1667,682
Bothrops moojeni,MNRJ 19995,,"Fazenda Veredas , Rural Minas I",Joao Pinheiro,MG,Brazil,-17.7333,-46.1667,682
Bothrops moojeni,MNRJ 17809,,"Fazenda Veredas, Ruralminas I",Joao Pinheiro,MG,Brazil,-17.7333,-46.1667,682
Bothrops moojeni,MNRJ 17810,,"Fazenda Veredas, Ruralminas I",Joao Pinheiro,MG,Brazil,-17.7333,-46.1667,682
Bothrops moojeni,MNRJ 17811,,"Fazenda Veredas, Ruralminas I",Joao Pinheiro,MG,Brazil,-17.7333,-46.1667,682
Bothrops moojeni,MNRJ 17812,,"Fazenda Veredas, Ruralminas I",Joao Pinheiro,MG,Brazil,-17.7333,-46.1667,682
Bothrops moojeni,MNRJ 14896,,,Joao Pinheiro,MG,Brazil,-17.7333,-46.1667,682
Bothrops moojeni,IBSP.56240,,,Joao Pinheiro,MG,Brazil,-17.7333,-46.1833,675
Bothrops moojeni,MNRJ 17245,,"Posto de Coleta I, Fazenda Fruta Danta",Joao Pinheiro,MG,Brazil,-17.7167,-46.1667,672
Bothrops moojeni,MNRJ 17171,,"Posto de Coleta II, Fazenda Fruta Danta",Joao Pinheiro,MG,Brazil,-17.7167,-46.1667,672
Bothrops moojeni,MNRJ 20026,,Fazenda Fruta Danta,Joao Pinheiro,MG,Brazil,-17.3833,-46.1333,594
Bothrops moojeni,MNRJ 15302,,Fazenda Vale dos Buritis,Joao Pinheiro,MG,Brazil,-15.6167,-46.4167,597
Bothrops moojeni,MNRJ 15303,,Fazenda Vale dos Buritis,Joao Pinheiro,MG,Brazil,-15.6167,-46.4167,597
Bothrops moojeni,MNRJ 15310,,Fazenda Vale dos Buritis,Joao Pinheiro,MG,Brazil,-15.6167,-46.4167,597
Bothrops moojeni,MNRJ 17212,,Fazenda Vale dos Buritis,Joao Pinheiro,MG,Brazil,-15.6167,-46.4167,597
Bothrops moojeni,MNRJ 17213,,Fazenda Vale dos Buritis,Joao Pinheiro,MG,Brazil,-15.6167,-46.4167,597
Bothrops moojeni,MNRJ 20279,,Fazenda Vale dos Buritis,Joao Pinheiro,MG,Brazil,-15.6167,-46.4167,597
Bothrops moojeni,MNRJ 20280,,Fazenda Vale dos Buritis,Joao Pinheiro,MG,Brazil,-15.6167,-46.4167,597
Bothrops moojeni,,,,"Goiania,  CampinasGoiania,  CampinasGO",,,-16.6667,-49.25,778
Bothrops moojeni,MCP.872,,,Junqueiropolis,SP,Brazil,-21.5167,-51.4333,308
Bothrops moojeni,IB21399,,Jupia,Jupia,MS,Brazil,-20.7833,-51.65,278
Bothrops moojeni,IB21400,,Jupia,Jupia,MS,Brazil,-20.7833,-51.65,278
Bothrops moojeni,IB21401,,Jupia,Jupia,MS,Brazil,-20.7833,-51.65,278
Bothrops moojeni,IB21402,,Jupia,Jupia,MS,Brazil,-20.7833,-51.65,278
Bothrops moojeni,IB21510,,Jupia,Jupia,MS,Brazil,-20.7833,-51.65,278
Bothrops moojeni,IB21511,,Jupia,Jupia,MS,Brazil,-20.7833,-51.65,278
Bothrops moojeni,IB21512,,Jupia,Jupia,MS,Brazil,-20.7833,-51.65,278
Bothrops moojeni,IB21556,,Jupia,Jupia,MS,Brazil,-20.7833,-51.65,278
Bothrops moojeni,IB21557,,Jupia,Jupia,MS,Brazil,-20.7833,-51.65,278
Bothrops moojeni,IB21558,,Jupia,Jupia,MS,Brazil,-20.7833,-51.65,278
Bothrops moojeni,IB21732,,Jupia,Jupia,MS,Brazil,-20.7833,-51.65,278
Bothrops moojeni,IB21979,,Jupia,Jupia,MS,Brazil,-20.7833,-51.65,278
Bothrops moojeni,IB22064,,Jupia,Jupia,MS,Brazil,-20.7833,-51.65,278
Bothrops moojeni,IB22065,,Jupia,Jupia,MS,Brazil,-20.7833,-51.65,278
Bothrops moojeni,IB22159,,Jupia,Jupia,MS,Brazil,-20.7833,-51.65,278
Bothrops moojeni,IB22275,,Jupia,Jupia,MS,Brazil,-20.7833,-51.65,278
Bothrops moojeni,IB22276,,Jupia,Jupia,MS,Brazil,-20.7833,-51.65,278
Bothrops moojeni,IB22380,,Jupia,Jupia,MS,Brazil,-20.7833,-51.65,278
Bothrops moojeni,IB22482,,Jupia,Jupia,MS,Brazil,-20.7833,-51.65,278
Bothrops moojeni,,,,GoianiaGoianiaGO,,,-16.6667,-49.25,778
Bothrops moojeni,,,,GoianiaGoianiaGO,,,-16.6667,-49.25,778
Bothrops moojeni,,,,GoianiaGoianiaGO,,,-16.6667,-49.25,778
Bothrops moojeni,,,,GoianiaGoianiaGO,,,-16.6667,-49.25,778
Bothrops moojeni,,,,GoianiaGoianiaGO,,,-16.6667,-49.25,778
Bothrops moojeni,,,,GoianiaGoianiaGO,,,-16.6667,-49.25,778
Bothrops moojeni,,,,GoianiaGoianiaGO,,,-16.6667,-49.25,778
Bothrops moojeni,,,,GoianiaGoianiaGO,,,-16.6667,-49.25,778
Bothrops moojeni,,,,GoianiaGoianiaGO,,,-16.6667,-49.25,778
Bothrops moojeni,,,,GoianiaGoianiaGO,,,-16.6667,-49.25,778
Bothrops moojeni,,,,GoianiaGoianiaGO,,,-16.6667,-49.25,778
Bothrops moojeni,,,,GoianiaGoianiaGO,,,-16.6667,-49.25,778
Bothrops moojeni,,,,GoianiaGoianiaGO,,,-16.6667,-49.25,778
Bothrops moojeni,,,,GoianiaGoianiaGO,,,-16.6667,-49.25,778
Bothrops moojeni,,,,GoianiaGoianiaGO,,,-16.6667,-49.25,778
Bothrops moojeni,,,,GoianiaGoianiaGO,,,-16.6667,-49.25,778
Bothrops moojeni,,,,GoianiaGoianiaGO,,,-16.6667,-49.25,778
Bothrops moojeni,,,,GoianiaGoianiaGO,,,-16.6667,-49.25,778
Bothrops moojeni,,,,GoianiaGoianiaGO,,,-16.6667,-49.25,778
Bothrops moojeni,,,,GoianiaGoianiaGO,,,-16.6667,-49.25,778
Bothrops moojeni,,,,GoiasGoiasGO,,,-15.9333,-50.1333,529
Bothrops moojeni,MZUFV.1047,,Serra do Cabral,Lassance,MG,Brazil,-17.8833,-44.4833,951
Bothrops moojeni,IB15533,,Lassance,Lassance,MG,Brazil,-17.8833,-44.5667,543
Bothrops moojeni,IBSP.10752; 16946,,,Lavinia,SP,Brazil,-21.1667,-51.0417,390
Bothrops moojeni,IBSP.12307; 55097,,,Lencois Paulista,SP,Brazil,-22.6,-48.8,542
Bothrops moojeni,IB9425,,Leopoldo Bulhoes,Leopoldo Bulhoes,GO,Brazil,-16.6167,-48.7333,912
Bothrops moojeni,IB9435,,Leopoldo Bulhoes,Leopoldo Bulhoes,GO,Brazil,-16.6167,-48.7333,912
Bothrops moojeni,MZ7996,,,Grao Mogol,,,-16.559,-42.89,856
Bothrops moojeni,,,,Grao Mogol,,,-16.559,-42.89,856
Bothrops moojeni,IB60426,SP 173,EEJatai,Luis Antonio,SP,Brazil,-21.6,-47.79,587
Bothrops moojeni,IB60717,PCD 139,EEJatai,Luis Antonio,SP,Brazil,-21.6,-47.79,587
Bothrops moojeni,IB60719,PCD 127,EEJatai,Luis Antonio,SP,Brazil,-21.6,-47.79,587
Bothrops moojeni,IB60720,PCD 161,EEJatai,Luis Antonio,SP,Brazil,-21.6,-47.79,587
Bothrops moojeni,IB61313,PCD 171/-SP182,EEJatai,Luis Antonio,SP,Brazil,-21.6,-47.79,587
Bothrops moojeni,LMZ.116,,caminho para Estacao Ecologica de Jatai,Luis Antonio,SP,Brazil,-21.5778,-47.7861,597
Bothrops moojeni,IBSP.60426; 61575,,,Luis Antonio,SP,Brazil,-21.55,-47.7,624
Bothrops moojeni,IBSP.10674; 10885,,estacao Gironda,Luis Antonio,SP,Brazil,-21.5125,-47.7292,610
Bothrops moojeni,IB61570,PCD 243,EEJatai,Luis Antonio,SP,Brazil,-21.6,-47.79,587
Bothrops moojeni,IB61570,PCD 243,EEJatai,Luis Antonio,SP,Brazil,-21.6,-47.79,587
Bothrops moojeni,IB61571,PCD 240,EEJatai,Luis Antonio,SP,Brazil,-21.6,-47.79,587
Bothrops moojeni,IB61571,PCD 240,EEJatai,Luis Antonio,SP,Brazil,-21.6,-47.79,587
Bothrops moojeni,IB61572,PCD 211,EEJatai,Luis Antonio,SP,Brazil,-21.6,-47.79,587
Bothrops moojeni,IB61572,PCD 211,EEJatai,Luis Antonio,SP,Brazil,-21.6,-47.79,587
Bothrops moojeni,IB61573,PCD 208,EEJatai,Luis Antonio,SP,Brazil,-21.6,-47.79,587
Bothrops moojeni,IB61573,PCD 208,EEJatai,Luis Antonio,SP,Brazil,-21.6,-47.79,587
Bothrops moojeni,IB61575,PCD 205,EEJatai,Luis Antonio,SP,Brazil,-21.6,-47.79,587
Bothrops moojeni,IB61575,PCD 205,EEJatai,Luis Antonio,SP,Brazil,-21.6,-47.79,587
Bothrops moojeni,IB61576,PCD 244,EEJatai,Luis Antonio,SP,Brazil,-21.6,-47.79,587
Bothrops moojeni,IB61576,PCD 244,EEJatai,Luis Antonio,SP,Brazil,-21.6,-47.79,587
Bothrops moojeni,,,Estacao Ecologica de Jatai,Luis Antonio,SP,Brazil,-21.5778,-47.7861,597
Bothrops moojeni,IB60412,C 401,Luziania,Luziania,GO,Brazil,-16.25,-47.95,932
Bothrops moojeni,IB60416,C 400,Luziania,Luziania,GO,Brazil,-16.25,-47.95,932
Bothrops moojeni,IB60421,C 618,Luziania,Luziania,GO,Brazil,-16.25,-47.95,932
Bothrops moojeni,IB60422,C 387,Luziania,Luziania,GO,Brazil,-16.25,-47.95,932
Bothrops moojeni,IB61670,,Luziania,Luziania,GO,Brazil,-16.25,-47.95,932
Bothrops moojeni,IB61678,614,Luziania,Luziania,GO,Brazil,-16.25,-47.95,932
Bothrops moojeni,IB61685,,Luziania,Luziania,GO,Brazil,-16.25,-47.95,932
Bothrops moojeni,IB61694,C622,Luziania,Luziania,GO,Brazil,-16.25,-47.95,932
Bothrops moojeni,IB61700,C407,Luziania,Luziania,GO,Brazil,-16.25,-47.95,932
Bothrops moojeni,,,,Grao MogolMG,,,-16.5667,-42.9,748
Bothrops moojeni,,,,GuairaPR,,,-24.0833,-54.25,245
Bothrops moojeni,,,,GuairaSP,,,-20.3167,-48.3167,558
Bothrops moojeni,MHNCI.6729-30,,fazenda Serrana,Maracaju,MS,Brazil,-21.5833,-55.6,612
Bothrops moojeni,,,Fazenda Serrana,Maracaju,MS,Brazil,-21.6333,-55.35,483
Bothrops moojeni,MHNCI.7251,,,Maringa,PR,Brazil,-23.4167,-51.9333,445
Bothrops moojeni,MZ12709,,,Guarai,,,-8.834,-48.51,292
Bothrops moojeni,IBSP.16957,,estacao Laranja Doce,Martinopolis,SP,Brazil,-22.1833,-51.0806,555
Bothrops moojeni,IBSP.10684,,,Martinopolis,SP,Brazil,-22.15,-51.1667,504
Bothrops moojeni,MZ12710,,,Guarai,,,-8.834,-48.51,292
Bothrops moojeni,,,EE Serra Geral Tocantins,mateiros,TO,Brazil,-10.7333,-46.7833,454
Bothrops moojeni,UFMG.226,,Serra da Mesa,Minacu,GO,Brazil,-13.8333,-48.3,372
Bothrops moojeni,MZ12711,,,Guarai,,,-8.834,-48.51,292
Bothrops moojeni,,,,Guarai,,,-8.834,-48.51,292
Bothrops moojeni,,,,Guarai,,,-8.834,-48.51,292
Bothrops moojeni,,,,Guarai,,,-8.834,-48.51,292
Bothrops moojeni,,,,GuararapesSP,,,-21.25,-50.65,408
Bothrops moojeni,,,,GuataparaSP,,,-21.5,-48.0333,572
Bothrops moojeni,IB60415,E 213,PN Emas,Mineiros,GO,Brazil,-18.25,-52.8833,771
Bothrops moojeni,IB61671,E156,PN Emas,Mineiros,GO,Brazil,-18.25,-52.8833,771
