species,voucher,series,locality,municipality,state,country,latitude,longitude,elevation
Cyanocorax cristatellus,WikiAves,,,Cataguases,MG,Brazil,-21.3895,-42.6974,310
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Cataguases/MG,MG,Brazil,-21.3895,-42.6974,310
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Catalão,GO,Brazil,-18.1667,-47.95,876
Cyanocorax cristatellus,WikiAves,,,Cavalcante,GO,Brazil,-13.7985,-47.4584,901
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Cavalcante/GO,GO,Brazil,-13.7985,-47.4584,901
Cyanocorax cristatellus,WikiAves,,,Caxambu,MG,Brazil,-21.9776,-44.9334,919
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Caxambu/MG,MG,Brazil,-21.9776,-44.9334,919
Cyanocorax cristatellus,WikiAves,,,Caxias,MA,Brazil,-4.8595,-43.3564,70
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Caxias/MA,MA,Brazil,-4.8595,-43.3564,70
Cyanocorax cristatellus,WikiAves,,,Cedral,SP,Brazil,-20.9035,-49.2684,475
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Cedral/SP,SP,Brazil,-20.9035,-49.2684,475
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Cemiterio do Lambari, Alambari",SP,Brazil,-23.5667,-47.9,607
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Centro de ensino e desenvolvimento Agrario de Florestal, Florestal",MG,Brazil,-19.8667,-44.4333,845
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Cerradão Pequenho, Fazenda Flamboia, São Carlos",SP,Brazil,-21.8,-47.9,632
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Cerradão, Represa Santana",SP,Brazil,-22.1167,-48.0333,705
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Cerradão, São Simão",SP,Brazil,-21.4167,-47.6,622
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Cerrado dos Indianos,PI,Brazil,-6.7833,-43.8333,216
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Cerrados, interfluvio Tocantins – Paraná",TO,Brazil,-12.6,-48.1,304
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Cerrados, vale do Rio Palmeiras",TO,Brazil,-12.1833,-46.8,498
Cyanocorax cristatellus,WikiAves,,,Cesário Lange,SP,Brazil,-23.2276,-47.9534,610
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Chapada do Catuni, Francisco Sa e Grao Mogol",MG,Brazil,-16.45,-43.4,961
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Chapada dos Guimaraes,MT,Brazil,-15.4167,-55.8,757
Cyanocorax cristatellus,WikiAves,,,Chapada dos Guimarães,MT,Brazil,-15.4615,-55.7505,740
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Chapada dos Guimarães/MT,MT,Brazil,-15.4615,-55.7505,740
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Chapada dos Guimarães/MT,MT,Brazil,-15.4615,-55.7505,740
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Chapada dos Parecis, Alto Rio Juruena",MT,Brazil,-12.85,-58.9333,357
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Chapada dos Veadeiros, Parque Nacional da Chapada dos Veadeiros",GO,Brazil,-14.1167,-47.5167,1123
Cyanocorax cristatellus,WikiAves,,,Chapada Gaúcha,MG,Brazil,-15.3065,-45.6184,821
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Chapada Gaúcha/MG,MG,Brazil,-15.3065,-45.6184,821
Cyanocorax cristatellus,WikiAves,,,Chapadão do Céu,GO,Brazil,-18.4085,-52.5494,688
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Chapadão do Céu/GO,GO,Brazil,-18.4085,-52.5494,688
Cyanocorax cristatellus,WikiAves,,,Chapadão do Sul,MS,Brazil,-18.7945,-52.6235,743
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Chapadão do Sul/MS,MS,Brazil,-18.7945,-52.6235,743
Cyanocorax cristatellus,WikiAves,,,Chiador,MG,Brazil,-22.0035,-43.0584,591
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Chiador/MG,MG,Brazil,-22.0035,-43.0584,591
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Claudio,MG,Brazil,-20.4167,-44.1,917
Cyanocorax cristatellus,WikiAves,,,Cláudio,MG,Brazil,-20.4435,-44.7664,914
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Cláudio/MG,MG,Brazil,-20.4435,-44.7664,914
Cyanocorax cristatellus,WikiAves,,,Cocalinho,MT,Brazil,-14.3975,-50.9964,243
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Cocalinho/MT,MT,Brazil,-14.3975,-50.9964,243
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Cocalinho/MT,MT,Brazil,-14.3975,-50.9964,243
Cyanocorax cristatellus,WikiAves,,,Cocalzinho de Goiás,GO,Brazil,-15.7945,-48.7764,1037
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Cocalzinho de Goiás/GO,GO,Brazil,-15.7945,-48.7764,1037
Cyanocorax cristatellus,WikiAves,,,Coimbra,MG,Brazil,-20.8575,-42.8034,788
Cyanocorax cristatellus,WikiAves,,,Comendador Gomes,MG,Brazil,-19.6985,-49.0814,610
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Comendador Gomes/MG,MG,Brazil,-19.6985,-49.0814,610
Cyanocorax cristatellus,WikiAves,,,Conceição das Alagoas,MG,Brazil,-19.9155,-48.3884,588
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Conceição das Alagoas/MG,MG,Brazil,-19.9155,-48.3884,588
Cyanocorax cristatellus,WikiAves,,,Conceição das Pedras,MG,Brazil,-22.1605,-45.4554,1221
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Conceição das Pedras/MG,MG,Brazil,-22.1605,-45.4554,1221
Cyanocorax cristatellus,WikiAves,,,Conceição do Rio Verde,MG,Brazil,-21.8815,-45.0854,892
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Conceição do Rio Verde/MG,MG,Brazil,-21.8815,-45.0854,892
Cyanocorax cristatellus,WikiAves,,,Conceição dos Ouros,MG,Brazil,-22.4135,-45.7984,911
Cyanocorax cristatellus,WikiAves,,,Conchal,SP,Brazil,-22.3305,-47.1734,610
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Conchal/SP,SP,Brazil,-22.3305,-47.1734,610
Cyanocorax cristatellus,WikiAves,,,Conchas,SP,Brazil,-23.0155,-48.0114,507
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Conchas/SP,SP,Brazil,-23.0155,-48.0114,507
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Congonhas,MG,Brazil,-20.5,-43.8667,913
Cyanocorax cristatellus,WikiAves,,,Congonhas,MG,Brazil,-20.5005,-43.8584,897
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Congonhas/MG,MG,Brazil,-20.5005,-43.8584,897
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Conselheiro Lafaiete,MG,Brazil,-20.6667,-43.8,915
Cyanocorax cristatellus,WikiAves,,,Conselheiro Lafaiete,MG,Brazil,-20.6605,-43.7864,922
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Conselheiro Lafaiete/MG,MG,Brazil,-20.6605,-43.7864,922
Cyanocorax cristatellus,WikiAves,,,Contagem,MG,Brazil,-19.9325,-44.0544,878
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Contagem/MG,MG,Brazil,-19.9325,-44.0544,878
Cyanocorax cristatellus,WikiAves,,,Cordeiro,RJ,Brazil,-22.0296,-42.3614,616
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Cordeiro/RJ,RJ,Brazil,-22.0296,-42.3614,616
Cyanocorax cristatellus,WikiAves,,,Corguinho,MS,Brazil,-19.8325,-54.8295,277
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Corguinho/MS,MS,Brazil,-19.8325,-54.8295,277
Cyanocorax cristatellus,WikiAves,,,Cornélio Procópio,PR,Brazil,-23.1815,-50.6474,610
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Cornélio Procópio/PR,PR,Brazil,-23.1815,-50.6474,610
Cyanocorax cristatellus,WikiAves,,,Coronel Xavier Chaves,MG,Brazil,-21.0245,-44.2234,926
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Coronel Xavier Chaves/MG,MG,Brazil,-21.0245,-44.2234,926
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Corrego Boa Sorte, Luis Antonio",SP,Brazil,-21.5833,-47.85,597
Cyanocorax cristatellus,WikiAves,,,Córrego Danta,MG,Brazil,-19.8245,-45.9044,877
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Corrego das Cabeças – Mata ciliar e cerrado, Luis Antonio",SP,Brazil,-21.5833,-47.7667,598
Cyanocorax cristatellus,WikiAves,,,Córrego do Bom Jesus,MG,Brazil,-22.6306,-46.0204,960
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Corrego do Geraldo, São Carlos",SP,Brazil,-22.2,-47.8667,848
Cyanocorax cristatellus,WikiAves,,,Corumbá,MS,Brazil,-19.0095,-57.6535,92
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Corumbá/MS,MS,Brazil,-19.0095,-57.6535,92
Cyanocorax cristatellus,WikiAves,,,Corumbataí,SP,Brazil,-22.2205,-47.6264,607
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Corumbataí/SP,SP,Brazil,-22.2205,-47.6264,607
Cyanocorax cristatellus,WikiAves,,,Costa Rica,MS,Brazil,-18.5445,-53.1295,613
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Costa Rica/MS,MS,Brazil,-18.5445,-53.1295,613
Cyanocorax cristatellus,WikiAves,,,Coxim,MS,Brazil,-18.5075,-54.7605,246
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Coxim = Fazenda Monte Verde,MS,Brazil,-18.5,-54.75,285
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Coxim/MS,MS,Brazil,-18.5075,-54.7605,246
Cyanocorax cristatellus,WikiAves,,,Cravinhos,SP,Brazil,-21.3405,-47.7294,614
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Cravinhos/SP,SP,Brazil,-21.3405,-47.7294,614
Cyanocorax cristatellus,WikiAves,,,Cristais Paulista,SP,Brazil,-20.3975,-47.4204,915
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Cristais Paulista/SP,SP,Brazil,-20.3975,-47.4204,915
Cyanocorax cristatellus,WikiAves,,,Cristalina,GO,Brazil,-16.7695,-47.6144,1210
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Cristalina/GO,GO,Brazil,-16.7695,-47.6144,1210
Cyanocorax cristatellus,WikiAves,,,Cristina,MG,Brazil,-22.2125,-45.2644,1196
Cyanocorax cristatellus,WikiAves,,,Cruzeiro,SP,Brazil,-22.5765,-44.9634,462
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Cruzeiro/SP,SP,Brazil,-22.5765,-44.9634,462
Cyanocorax cristatellus,WikiAves,,,Cuiabá,MT,Brazil,-15.5965,-56.0975,173
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Cuiabá/MT,MT,Brazil,-15.5965,-56.0975,173
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Cuiabá/MT,MT,Brazil,-15.5965,-56.0975,173
Cyanocorax cristatellus,WikiAves,,,Cunha,SP,Brazil,-23.0746,-44.9604,918
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Cunha/SP,SP,Brazil,-23.0746,-44.9604,918
Cyanocorax cristatellus,WikiAves,,,Curvelo,MG,Brazil,-18.7565,-44.4314,613
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Curvelo/MG,MG,Brazil,-18.7565,-44.4314,613
Cyanocorax cristatellus,WikiAves,,,Davinópolis,GO,Brazil,-18.1535,-47.5624,659
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Davinópolis/GO,GO,Brazil,-18.1535,-47.5624,659
Cyanocorax cristatellus,WikiAves,,,Delfim Moreira,MG,Brazil,-22.5096,-45.2804,1474
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Delfim Moreira/MG,MG,Brazil,-22.5096,-45.2804,1474
Cyanocorax cristatellus,WikiAves,,,Delfinópolis,MG,Brazil,-20.3445,-46.8544,706
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Delfinópolis/MG,MG,Brazil,-20.3445,-46.8544,706
Cyanocorax cristatellus,WikiAves,,,Delta,MG,Brazil,-19.9775,-47.7714,599
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Delta/MG,MG,Brazil,-19.9775,-47.7714,599
Cyanocorax cristatellus,WikiAves,,,Descalvado,SP,Brazil,-21.9045,-47.6194,640
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Descalvado/SP,SP,Brazil,-21.9045,-47.6194,640
Cyanocorax cristatellus,WikiAves,,,Descoberto,MG,Brazil,-21.4606,-42.9684,604
Cyanocorax cristatellus,WikiAves,,,Desterro de Entre Rios,MG,Brazil,-20.6605,-44.3334,935
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Diamantina,MG,Brazil,-18.25,-43.6,1199
Cyanocorax cristatellus,WikiAves,,,Diamantina,MG,Brazil,-18.2495,-43.6004,1200
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Diamantina/MG,MG,Brazil,-18.2495,-43.6004,1200
Cyanocorax cristatellus,WikiAves,,,Diamantino,MT,Brazil,-14.4095,-56.4465,280
Cyanocorax cristatellus,WikiAves,,,Divino,MG,Brazil,-20.6145,-42.1494,906
Cyanocorax cristatellus,WikiAves,,,Dois Córregos,SP,Brazil,-22.3665,-48.3804,720
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Dois Córregos/SP,SP,Brazil,-22.3665,-48.3804,720
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Dores de Guanhaes,MG,Brazil,-19.05,-42.9167,445
Cyanocorax cristatellus,WikiAves,,,Dores do Indaiá,MG,Brazil,-19.4635,-45.6024,758
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Dores do Indaiá/MG,MG,Brazil,-19.4635,-45.6024,758
Cyanocorax cristatellus,WikiAves,,,Dourado,SP,Brazil,-22.1005,-48.3184,619
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Dourado/SP,SP,Brazil,-22.1005,-48.3184,619
Cyanocorax cristatellus,WikiAves,,,Doverlândia,GO,Brazil,-16.7205,-52.3194,541
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Dracena,SP,Brazil,-21.5167,-51.4667,306
Cyanocorax cristatellus,WikiAves,,,Duas Barras,RJ,Brazil,-22.0516,-42.5224,760
Cyanocorax cristatellus,WikiAves,,,Dumont,SP,Brazil,-21.2365,-47.9734,612
Cyanocorax cristatellus,WikiAves,,,Duque de Caxias,RJ,Brazil,-22.7866,-43.3124,7
Cyanocorax cristatellus,WikiAves,,,Edealina,GO,Brazil,-17.4265,-49.6654,576
Cyanocorax cristatellus,WikiAves,,,Eldorado,MS,Brazil,-23.7875,-54.2845,310
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Eldorado/MS,MS,Brazil,-23.7875,-54.2845,310
Cyanocorax cristatellus,WikiAves,,,Elias Fausto,SP,Brazil,-23.0436,-47.3744,610
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Encosta da Serra Trairas, florestas semideciduas, interfluvio Tocantins – Paraná",GO,Brazil,-13.3333,-47.65,424
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"ESALQ, Piracicaba",SP,Brazil,-22.7,-47.6333,507
Cyanocorax cristatellus,WikiAves,,,Esmeraldas,MG,Brazil,-19.7635,-44.3144,862
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Esmeraldas/MG,MG,Brazil,-19.7635,-44.3144,862
Cyanocorax cristatellus,WikiAves,,,Espírito Santo do Pinhal,SP,Brazil,-22.1915,-46.7414,912
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Espírito Santo do Pinhal/SP,SP,Brazil,-22.1915,-46.7414,912
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Estação conde do Pinhal, São Carlos",SP,Brazil,-22.1,-47.85,855
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Estação de Pesquisa e desenvolvimento ambiental de PETI,MG,Brazil,-19.9,-43.3833,711
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Estação Ecologica de Aguas Emendadas, Planaltina",DF,Brazil,-15.5333,-47.6167,1049
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Estação ecologica de Itapeva, Itapeva",SP,Brazil,-23.9667,-48.8667,824
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Estação Ecologica de Pirapitinga, morada Nova de Minas",MG,Brazil,-18.3667,-45.3,567
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Estação Ecologica de São Carlos e Brotas,SP,Brazil,-22.1,-48.05,635
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Estação Ecologica do Jardim Botanico de Brasília,DF,Brazil,-15.9167,-47.8667,1095
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Estação Ecologica Urucui – Una, Ribeiro Gonçalves",PI,Brazil,-8.8667,-44.9667,310
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Estação Experimental de Itapetininga, Itapetininga",SP,Brazil,-23.5833,-48.1667,638
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Estação Experimental de Jatai, Luis Antonio",SP,Brazil,-21.5,-47.6667,840
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Estação Experimental de Recursos Naturais Renovaveis, Anhembí",SP,Brazil,-22.7167,-48.1667,450
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Estação Experimental, Itarare",SP,Brazil,-24.2833,-49.2167,903
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Estação Experimental, Sertaozinho",SP,Brazil,-21.15,-48.0833,559
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Estação Ferroviaria Mangueiras, Altinopolis",SP,Brazil,-21.0833,-47.4,747
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Estação Rio Verde, Itarare",SP,Brazil,-24.0833,-49.2,745
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Estiva, Alto Parnaíba",MA,Brazil,-9.5833,-46.4167,564
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Estrada do Paranoa, Brasília",DF,Brazil,-15.7833,-47.9167,1087
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Estrada para Piedade do Paraopeba, frente ao Alphaville",MG,Brazil,-20.1667,-43.9667,1242
Cyanocorax cristatellus,WikiAves,,,Estrela do Indaiá,MG,Brazil,-19.5225,-45.7884,828
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Estrela do Indaiá/MG,MG,Brazil,-19.5225,-45.7884,828
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Estrela do Sul/MG,MG,Brazil,-18.7465,-47.6934,851
Cyanocorax cristatellus,WikiAves,,,Eugenópolis,MG,Brazil,-21.0996,-42.1874,450
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Eugenópolis/MG,MG,Brazil,-21.0996,-42.1874,450
Cyanocorax cristatellus,WikiAves,,,Extrema,MG,Brazil,-22.8556,-46.3184,1085
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Extrema/MG,MG,Brazil,-22.8556,-46.3184,1085
Cyanocorax cristatellus,WikiAves,,,Fartura,SP,Brazil,-23.3885,-49.5104,580
Cyanocorax cristatellus,WikiAves,,,Fátima do Sul,MS,Brazil,-22.3745,-54.5145,306
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Fátima do Sul/MS,MS,Brazil,-22.3745,-54.5145,306
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Fazenda Agua Limpa, Brasília",DF,Brazil,-15.95,-47.9333,1112
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Fazenda Americana, Grao Mogol",MG,Brazil,-16.2667,-42.9167,900
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Fazenda Areao, Bom Jardim de Minas, Campo das Vertentes",MG,Brazil,-21.8667,-44.1167,1189
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Fazenda Aretuzina, São Simão",SP,Brazil,-21.4333,-47.5833,654
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Fazenda Bandeirantes, Baliza",GO,Brazil,-16.25,-52.4167,623
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Fazenda Barreiro Rico – sede, Anhembi",SP,Brazil,-22.6833,-48.1167,458
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Fazenda Barroca, Itirapina",SP,Brazil,-22.3,-47.9167,926
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Fazenda Beija-Flor e Jose Mendes, margem esquerda do Rio Sucuriu, Tres lagoas",MS,Brazil,-20.4833,-51.7833,314
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Fazenda Bonito, Castelo de Piaui",PI,Brazil,-5.3167,-41.55,252
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Fazenda Bonsucesso, Caldazinha",GO,Brazil,-16.7167,-49,858
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Fazenda Brasil Suzanopolis,SP,Brazil,-20.4667,-51.0167,360
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Fazenda Brejão, Brasilandia de Minas",MG,Brazil,-17.0667,-45.9,557
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Fazenda Brejão, Pedro Alfonso",TO,Brazil,-9.2667,-48.15,170
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Fazenda Cabeceira do Prata, Rios da Prata e Olho D'Agua, Jardim",MS,Brazil,-21.45,-56.4333,286
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Fazenda Cachoeira, Flores de Goiás",GO,Brazil,-14.3,-46.9833,424
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Fazenda Cachoeira, Paraibuna",SP,Brazil,-23.5167,-45.6667,928
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Fazenda Campininha, Mogi Guacu",SP,Brazil,-22.2667,-47.1667,610
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Fazenda Campo Grande, Itapetininga",SP,Brazil,-23.6333,-47.9667,688
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Fazenda Capao Bonita, Vacaria",MS,Brazil,-21.2833,-54.8167,327
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Fazenda Castelo da Jaguara, Matozinhos",MG,Brazil,-19.4833,-44,711
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Fazenda Cauaia, Matozinhos",MG,Brazil,-19.4667,-44.05,761
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Fazenda Chapada de Santo Antonio e Rio das Perdizes,PR,Brazil,-24.25,-49.8,943
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Fazenda Colorado, patrocinio Paulista",SP,Brazil,-20.8167,-47.3667,737
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Fazenda Corredor, engenheiro Navarro",MG,Brazil,-17.3833,-43.8833,916
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Fazenda Correntinho, 30 Km N de Caixas",MA,Brazil,-4.6,-43.4,91
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Fazenda Cortado, Batatais",SP,Brazil,-20.7833,-47.7,674
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Fazenda COSIPA, São Domingos",GO,Brazil,-13.4,-46.3167,633
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Fazenda Cruzeiro, Iepe",SP,Brazil,-22.5167,-51.0667,459
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Fazenda da Mata, Araguari",MG,Brazil,-18.55,-48.0667,764
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Fazenda do Acude, Paraopeba",MG,Brazil,-19.3,-44.4167,891
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Fazenda do Sr. G.C. Fonseca, Lima Duarte, Campo das Vertentes",MG,Brazil,-21.7167,-44,1200
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Fazenda do Sr. P.S. Almeida, Santana do Garabeu, Campos das Vertentes",MG,Brazil,-21.7167,-44.0833,1044
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Fazenda dos Alpes, Santa Lucia",SP,Brazil,-21.65,-48,576
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Fazenda Esperança, Rio Uru",GO,Brazil,-15.4,-49.6,572
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Fazenda Experimental santa Barbara do Rio Pardo, Aguas de santa Barbara",SP,Brazil,-22.8833,-49.25,599
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Fazenda Formiga, Rio da Almas",GO,Brazil,-15.5333,-49.45,650
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Fazenda Funil, mg. Esq. Tocantins, Peixe",TO,Brazil,-11.85,-48.6167,238
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Fazenda Imperio, Lagoa Santa",MG,Brazil,-19.4667,-43.9333,691
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Fazenda Inhuma, Alto Rio Parnaíba",MA,Brazil,-8.75,-45.9667,326
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Fazenda Invernada, Chapada dos Guimaraes",MT,Brazil,-15.2333,-55.5333,362
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Fazenda Lagoa – Cerrado, Brotas",SP,Brazil,-22.2833,-48,858
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Fazenda Lagoa, Monte Belo",MG,Brazil,-21.3167,-46.3667,902
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Fazenda Lamarao, Catutiba, Jose Gonçalves de Minas",MG,Brazil,-16.8167,-42.6333,826
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Fazenda Moquem, Porangaba",SP,Brazil,-23.05,-48.0833,532
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Fazenda Mutum, diamantino",MT,Brazil,-16.5167,-53.2167,611
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Fazenda Olhos D'Agua, Curvelo",MG,Brazil,-19,-44.5,793
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Fazenda Palmeiras, Monte Alegre",MT,Brazil,-15.9167,-55.4667,594
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Fazenda Pedroes, Tres Marias",MG,Brazil,-18.1833,-45.4167,807
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,"Fazenda Pirapitinga, Canapolis",MG,Brazil,-18.8,-49.1333,645
Cyanocorax cristatellus,"Esteves-Lopes, 2005",,,Fazenda Recanto Passargada,MT,Brazil,-15.7333,-56.0833,152
