Species,Latitude,Longitude,alt
Physalaemus marmoratus,-17.6049,-45.9343,616
Physalaemus marmoratus,-17.284,-46.1864,573
Physalaemus marmoratus,-19.63,-43.88,940
Physalaemus marmoratus,-16.4812,-47.9918,902
Physalaemus marmoratus,-14.412,-46.0654,759
Physalaemus marmoratus,-13.4983,-48.3484,465
Physalaemus marmoratus,-17.6134,-52.7643,824
Physalaemus marmoratus,-15.8358,-56.5254,187
Physalaemus marmoratus,-21.0666,-49.5333,460
Physalaemus marmoratus,-22.8281,-50.2203,521
Physalaemus marmoratus,-20.2065,-47.4384,921
Physalaemus marmoratus,-19.6399,-44.0526,863
Physalaemus marmoratus,-23.1861,-49.3657,504
Physalaemus marmoratus,-17.3992,-44.8672,609
Physalaemus marmoratus,-21.9951,-47.3895,610
Physalaemus marmoratus,-16.7843,-56.9485,111
Physalaemus marmoratus,-17.5297,-49.5375,624
Physalaemus marmoratus,-23.173,-48.1168,586
Physalaemus marmoratus,-20.0609,-47.4413,603
Physalaemus marmoratus,-22.4166,-47.55,609
Physalaemus marmoratus,-22.3728,-47.5791,596
Physalaemus marmoratus,-17.739,-51.0378,796
Physalaemus marmoratus,-18.2543,-43.0555,816
Physalaemus marmoratus,-17.31,-53.17,641
Physalaemus marmoratus,-19.1888,-43.645,1231
Physalaemus marmoratus,-13,-45,726
Physalaemus marmoratus,-12.975,-44.6531,665
Physalaemus marmoratus,-20.4382,-52.2111,306
Physalaemus marmoratus,-19.7308,-43.9446,897
Physalaemus nattereri,-15.1775,-56.3183,208
Physalaemus nattereri,-14.0344,-52.2519,481
Physalaemus nattereri,-14.0502,-52.1583,491
Physalaemus nattereri,-19.3298,-52.7088,439
Physalaemus nattereri,-6.4872,-47.513,140
Physalaemus nattereri,-16.0886,-48.4819,920
Physalaemus nattereri,-16.1479,-48.57,914
Physalaemus nattereri,-16.1473,-48.5781,913
Physalaemus nattereri,-17.4236,-53.4838,596
Physalaemus nattereri,-17.4445,-53.4683,610
Physalaemus nattereri,-17.51,-53.25,655
Physalaemus nattereri,-18.04,-53.17,782
Physalaemus nattereri,-17.71,-53.27,707
Physalaemus nattereri,-14.5659,-46.6314,617
Physalaemus nattereri,-20.7066,-55.7607,242
Physalaemus nattereri,-18.6738,-51.8805,579
Physalaemus nattereri,-18.7676,-52.0449,610
Physalaemus nattereri,-19.7552,-55.8629,99
Physalaemus nattereri,-7.3313,-48.5874,259
Physalaemus nattereri,-15.2557,-58.4572,327
Physalaemus nattereri,-22.3666,-47.4666,615
Physalaemus nattereri,-19.6362,-46.972,1072
Physalaemus nattereri,-15.7491,-45.9867,561
Physalaemus nattereri,-22.6006,-50.4201,569
Physalaemus nattereri,-22.6,-50.3833,578
Physalaemus nattereri,-20.6856,-50.5547,421
Physalaemus nattereri,-7.49,-48.1983,283
Physalaemus nattereri,-16.3596,-52.4375,610
Physalaemus nattereri,-15.0892,-57.4313,172
Physalaemus nattereri,-15.87,-52.2,283
Physalaemus nattereri,-15.71,-52.25,444
Physalaemus nattereri,-22.2534,-49.126,516
Physalaemus nattereri,-22.3333,-49.15,530
Physalaemus nattereri,-22.31,-49.06,534
Physalaemus nattereri,-21.9366,-56.5365,312
Physalaemus nattereri,-20.6724,-56.7994,304
Physalaemus nattereri,-20.789,-56.755,397
Physalaemus nattereri,-20.7914,-56.7566,397
Physalaemus nattereri,-20.5529,-56.692,309
Physalaemus nattereri,-21.0073,-56.4597,303
Physalaemus nattereri,-21.1244,-56.7435,524
Physalaemus nattereri,-22.8858,-48.445,751
Physalaemus nattereri,-22.88,-48.4397,689
Physalaemus nattereri,-15.9279,-47.8815,1099
Physalaemus nattereri,-15.7807,-47.7968,1000
Physalaemus nattereri,-15.2366,-51.2079,296
Physalaemus nattereri,-22.2726,-48.0809,740
Physalaemus nattereri,-22.2802,-48.1197,675
Physalaemus nattereri,-17.2863,-45.1921,656
Physalaemus nattereri,-16.5279,-57.8365,102
Physalaemus nattereri,-16.0708,-57.6788,166
Physalaemus nattereri,-17.7085,-48.6454,745
Physalaemus nattereri,-20.9201,-45.2567,896
Physalaemus nattereri,-20.443,-54.6463,602
Physalaemus nattereri,-20.9125,-54.2494,482
Physalaemus nattereri,-12.9998,-46.5138,605
Physalaemus nattereri,-7.2504,-47.3753,185
Physalaemus nattereri,-7.1958,-47.4216,252
Physalaemus nattereri,-7.2575,-47.5186,140
Physalaemus nattereri,-19.1133,-51.7342,524
Physalaemus nattereri,-15.1355,-55.5182,298
Physalaemus nattereri,-15.469,-45.4556,610
Physalaemus nattereri,-18.47,-52.6519,710
Physalaemus nattereri,-15.655,-48.6024,914
Physalaemus nattereri,-20.7456,-48.5883,618
Physalaemus nattereri,-22.2355,-47.6105,604
Physalaemus nattereri,-20.4778,-49.7778,513
Physalaemus nattereri,-18.5439,-53.1292,613
Physalaemus nattereri,-18.6399,-53.1967,616
Physalaemus nattereri,-18.2802,-54.6744,306
Physalaemus nattereri,-16.6984,-47.5175,948
Physalaemus nattereri,-17.2132,-48.7071,881
Physalaemus nattereri,-15.4485,-55.9354,236
Physalaemus nattereri,-15.5961,-56.0966,173
Physalaemus nattereri,-15.596,-56.097,173
Physalaemus nattereri,-21.8805,-47.6537,624
Physalaemus nattereri,-22.1165,-48.3329,624
Physalaemus nattereri,-21.4825,-51.5328,301
Physalaemus nattereri,-6.6522,-47.4025,179
Physalaemus nattereri,-20.2802,-50.24,563
Physalaemus nattereri,-20.6767,-50.1453,504
Physalaemus nattereri,-14.6514,-46.9042,543
Physalaemus nattereri,-22.2914,-49.5528,609
Physalaemus nattereri,-22.3194,-49.5773,610
Physalaemus nattereri,-16.6422,-49.275,777
Physalaemus nattereri,-15.8466,-50.2426,425
Physalaemus nattereri,-17.9934,-49.6595,613
Physalaemus nattereri,-20.3183,-48.3106,559
Physalaemus nattereri,-20.795,-49.2203,566
Physalaemus nattereri,-16.9109,-49.5723,763
Physalaemus nattereri,-21.2666,-50.6166,427
Physalaemus nattereri,-19.0976,-49.8688,578
Physalaemus nattereri,-21.1031,-49.1875,457
Physalaemus nattereri,-21.7922,-48.8476,459
Physalaemus nattereri,-20.35,-49.21,457
Physalaemus nattereri,-20.3417,-49.195,457
Physalaemus nattereri,-20.3549,-49.2047,457
Physalaemus nattereri,-20.356,-49.202,457
Physalaemus nattereri,-20.3582,-49.1917,457
Physalaemus nattereri,-20.4303,-51.2566,307
Physalaemus nattereri,-19.98,-50.2897,420
Physalaemus nattereri,-20.6567,-49.3872,457
Physalaemus nattereri,-21.3181,-49.0544,473
Physalaemus nattereri,-22.2366,-47.8313,888
Physalaemus nattereri,-22.1855,-47.8781,844
Physalaemus nattereri,-22.2935,-47.8336,936
Physalaemus nattereri,-18.992,-49.5436,610
Physalaemus nattereri,-21.2547,-48.3222,607
Physalaemus nattereri,-23.0764,-49.8304,462
Physalaemus nattereri,-21.5823,-56.3534,336
Physalaemus nattereri,-17.9093,-51.7315,644
Physalaemus nattereri,-17.6049,-45.9343,616
Physalaemus nattereri,-22.6743,-48.8248,638
Physalaemus nattereri,-13.0376,-56.1657,378
Physalaemus nattereri,-16.4812,-47.9918,902
Physalaemus nattereri,-20.74,-49.937,457
Physalaemus nattereri,-20.8058,-49.9639,452
Physalaemus nattereri,-14.412,-46.0654,759
Physalaemus nattereri,-14.6474,-44.0928,494
Physalaemus nattereri,-13.4872,-48.2697,469
Physalaemus nattereri,-13.5255,-48.2525,399
Physalaemus nattereri,-13.4983,-48.3484,465
Physalaemus nattereri,-17.6134,-52.7643,824
Physalaemus nattereri,-17.5591,-52.6749,637
Physalaemus nattereri,-20.1197,-56.5975,150
Physalaemus nattereri,-15.9141,-51.5787,379
Physalaemus nattereri,-16.2869,-50.1408,749
Physalaemus nattereri,-21.1007,-55.8993,192
Physalaemus nattereri,-14.3636,-55.7794,447
Physalaemus nattereri,-21.0761,-49.5431,461
Physalaemus nattereri,-21.0777,-49.5397,461
Physalaemus nattereri,-21.0666,-49.5333,460
Physalaemus nattereri,-21.926,-53.4217,355
Physalaemus nattereri,-13.9497,-51.9184,457
Physalaemus nattereri,-14.5924,-52.409,468
Physalaemus nattereri,-21.4681,-49.2208,460
Physalaemus nattereri,-16.2549,-49.22,930
Physalaemus nattereri,-16.2561,-49.215,933
Physalaemus nattereri,-20.3208,-49.4977,462
Physalaemus nattereri,-20.39,-49.4331,428
Physalaemus nattereri,-10.2181,-48.1532,461
Physalaemus nattereri,-7.8283,-47.9972,206
Physalaemus nattereri,-16.8086,-49.9455,614
Physalaemus nattereri,-17.1737,-46.8838,738
Physalaemus nattereri,-12.605,-47.8988,282
Physalaemus nattereri,-12.5919,-47.8769,279
Physalaemus nattereri,-12.5719,-47.8769,276
Physalaemus nattereri,-12.6953,-47.8117,282
Physalaemus nattereri,-19.5272,-51.3952,507
Physalaemus nattereri,-20.2065,-47.4384,921
Physalaemus nattereri,-16.1116,-49.3135,887
Physalaemus nattereri,-17.3286,-48.9922,720
Physalaemus nattereri,-23.1861,-49.3657,504
Physalaemus nattereri,-17.3992,-44.8672,609
Physalaemus nattereri,-21.9951,-47.3895,610
Physalaemus nattereri,-17.388,-48.289,644
Physalaemus nattereri,-21.0007,-49.9357,442
Physalaemus nattereri,-20.0808,-48.646,553
Physalaemus nattereri,-16.7843,-56.9485,111
Physalaemus nattereri,-17.6369,-49.6463,596
Physalaemus nattereri,-17.5297,-49.5375,624
Physalaemus nattereri,-15.5252,-59.4541,307
Physalaemus nattereri,-11.5112,-47.0463,718
Physalaemus nattereri,-15.9571,-58.9809,286
Physalaemus nattereri,-15.5235,-57.2147,156
Physalaemus nattereri,-6.3684,-47.1798,260
Physalaemus nattereri,-6.3016,-47.3641,141
Physalaemus nattereri,-10.5439,-48.4962,205
Physalaemus nattereri,-10.45,-48.4,216
Physalaemus nattereri,-10.1166,-48.4166,166
Physalaemus nattereri,-10.0833,-48.45,185
Physalaemus nattereri,-21.0428,-49.3772,459
Physalaemus nattereri,-18.437,-50.5295,547
Physalaemus nattereri,-20.4433,-53.7591,337
Physalaemus nattereri,-15.2749,-58.1495,202
Physalaemus nattereri,-21.8019,-54.5464,303
Physalaemus nattereri,-22.4166,-47.55,609
Physalaemus nattereri,-22.3728,-47.5791,596
Physalaemus nattereri,-17.739,-51.0378,796
Physalaemus nattereri,-19.9808,-49.6819,456
Physalaemus nattereri,-20.1794,-51.0022,328
Physalaemus nattereri,-19.8869,-47.3575,924
Physalaemus nattereri,-21.4,-49.502,419
Physalaemus nattereri,-20.1782,-50.8923,356
Physalaemus nattereri,-20.1852,-50.8945,349
Physalaemus nattereri,-20.2423,-50.9517,327
Physalaemus nattereri,-13.0173,-44.6135,679
Physalaemus nattereri,-17.28,-53.13,642
Physalaemus nattereri,-17.31,-53.17,641
Physalaemus nattereri,-17.23,-53.16,620
Physalaemus nattereri,-17.27,-53.14,635
Physalaemus nattereri,-20.926,-50.349,418
Physalaemus nattereri,-12.7988,-45.4834,700
Physalaemus nattereri,-13,-45,726
Physalaemus nattereri,-12.366,-44.9711,555
Physalaemus nattereri,-12.3819,-44.92,618
Physalaemus nattereri,-13.5366,-46.4865,602
Physalaemus nattereri,-21.603,-46.8789,768
Physalaemus nattereri,-20.8197,-49.3794,457
Physalaemus nattereri,-20.82,-49.3697,457
Physalaemus nattereri,-15.6214,-58.1764,224
Physalaemus nattereri,-19.01,-50.5904,417
Physalaemus nattereri,-18.2242,-52.2115,611
Physalaemus nattereri,-16.6026,-48.547,906
Physalaemus nattereri,-17.5625,-54.463,533
Physalaemus nattereri,-20.9642,-49.0317,541
Physalaemus nattereri,-14.431,-58.3223,705
Physalaemus nattereri,-21.4246,-48.5373,582
Physalaemus nattereri,-22.545,-52.234,390
Physalaemus nattereri,-22.4162,-52.3734,409
Physalaemus nattereri,-9.5636,-48.3767,140
Physalaemus nattereri,-20.272,-50.8694,352
Physalaemus nattereri,-20.4382,-52.2111,306
Physalaemus nattereri,-18.3437,-47.7817,623
Physalaemus nattereri,-21.3811,-51.5706,381
Physalaemus nattereri,-20.004,-50.436,426
Physalaemus nattereri,-20.0831,-50.4565,439
Physalaemus nattereri,-19.0278,-48.3313,779
Physalaemus nattereri,-16.3754,-46.8194,604
Physalaemus nattereri,-20.908,-49.921,461
Physalaemus nattereri,-20.2084,-50.6519,422
Physalaemus nattereri,-14.962,-58.9541,609
Physalaemus nattereri,-17.4957,-44.7262,524
Physalaemus nattereri,-15.5561,-56.281,194
Physalaemus nattereri,-15.1874,-59.983,197
Physalaemus nattereri,-20.1967,-50.4844,454
Physalaemus nattereri,-20.4572,-49.989,459
Physalaemus nattereri,-20.4228,-49.9728,454
Pithecopus araguaius*,-15.1355,-55.5182,298
Pithecopus araguaius*,-15.9143,-52.2671,291
Pithecopus araguaius*,-10.4697,-50.5031,168
Pithecopus ayeaye,-20.8597,-46.4103,876
Pithecopus ayeaye,-21.8609,-44.2165,1251
Pithecopus ayeaye,-20.1014,-43.9888,1219
Pithecopus ayeaye,-20.094,-44.021,1232
Pithecopus ayeaye,-20.0837,-43.9951,1218
Pithecopus ayeaye,-20.1016,-43.9884,1219
Pithecopus ayeaye,-21.5939,-44.6272,1428
Pithecopus ayeaye,-20.4536,-43.8742,1155
Pithecopus ayeaye,-20.1278,-43.9835,1223
Pithecopus ayeaye,-20.4381,-43.9398,1489
Pithecopus ayeaye,-20.4867,-43.9431,1258
Pithecopus ayeaye,-20.4334,-43.874,1233
Pithecopus ayeaye,-20.4827,-43.9368,1352
Pithecopus ayeaye,-20.2309,-43.8524,1490
Pithecopus ayeaye,-20.2934,-43.9306,1185
Pithecopus ayeaye,-21.2013,-44.9413,901
Pithecopus ayeaye,-21.3277,-44.9797,1182
Pithecopus ayeaye,-21.5535,-44.8187,1236
Pithecopus ayeaye,-21.5941,-44.5739,1438
Pithecopus ayeaye,-21.5934,-44.5719,1438
Pithecopus ayeaye,-20.1015,-43.9886,1219
Pithecopus ayeaye,-20.0051,-43.9281,1038
Pithecopus ayeaye,-20.0083,-43.9309,1038
Pithecopus ayeaye,-20.0552,-44.0135,1195
Pithecopus ayeaye,-20.5143,-43.6197,1220
Pithecopus ayeaye,-20.5089,-43.6155,1219
Pithecopus ayeaye,-20.4797,-43.5931,1286
Pithecopus ayeaye,-20.5086,-43.6131,1219
Pithecopus ayeaye,-20.5149,-43.6262,1219
Pithecopus ayeaye,-20.4323,-43.4917,1478
Pithecopus ayeaye,-20.4315,-43.487,1511
Pithecopus ayeaye,-20.4321,-43.4877,1511
Pithecopus ayeaye,-20.2777,-43.5257,1144
Pithecopus ayeaye,-20.3333,-43.4833,881
Pithecopus ayeaye,-20.4777,-43.6874,1222
Pithecopus ayeaye,-20.4309,-43.4904,1511
Pithecopus ayeaye,-20.2065,-47.4384,921
Pithecopus ayeaye,-20.2256,-47.4539,952
Pithecopus ayeaye,-20.2148,-47.4264,914
Pithecopus ayeaye,-21.9172,-46.5686,1230
Pithecopus ayeaye,-21.8075,-46.5631,1404
Pithecopus ayeaye,-21.7766,-46.6178,1220
Pithecopus ayeaye,-21.9088,-46.5467,1235
Pithecopus ayeaye,-21.8977,-46.547,1245
Pithecopus ayeaye,-21.8612,-46.5086,1235
Pithecopus ayeaye,-21.7772,-46.5192,1541
Pithecopus ayeaye,-21.788,-46.5613,1511
Pithecopus ayeaye,-19.9316,-47.4183,755
Pithecopus ayeaye,-20.2197,-47.1062,913
Pithecopus ayeaye,-20.2669,-46.5553,903
Pithecopus ayeaye,-20.1939,-46.6306,905
Pithecopus ayeaye,-20.2682,-46.5549,903
Pithecopus ayeaye,-20.2283,-46.4564,919
Pithecopus ayeaye,-20.2778,-46.5221,911
Pithecopus ayeaye,-20.2977,-46.5244,912
Pithecopus ayeaye,-20.2792,-46.5208,911
Pithecopus azureus,-4.7725,-47.1833,298
Pithecopus azureus,-4.9505,-47.3736,248
Pithecopus azureus,-4.7856,-47.332,300
Pithecopus azureus,-15.1775,-56.3183,208
Pithecopus azureus,-6.4872,-47.513,140
Pithecopus azureus,-16.0886,-48.4819,920
Pithecopus azureus,-16.1483,-48.576,913
Pithecopus azureus,-16.1472,-48.5777,913
Pithecopus azureus,-16.1468,-48.5743,914
Pithecopus azureus,-16.1471,-48.5778,913
Pithecopus azureus,-16.1472,-48.5778,913
Pithecopus azureus,-16.1463,-48.5728,914
Pithecopus azureus,-16.1471,-48.5777,913
Pithecopus azureus,-16.1471,-48.5776,913
Pithecopus azureus,-11.3439,-46.9926,683
Pithecopus azureus,-17.4445,-53.4683,610
Pithecopus azureus,-17.2,-53.16,615
Pithecopus azureus,-14.1825,-47.5347,1018
Pithecopus azureus,-20.7066,-55.7607,242
Pithecopus azureus,-18.6738,-51.8805,579
Pithecopus azureus,-19.7552,-55.8629,99
Pithecopus azureus,-15.9667,-52.1293,312
Pithecopus azureus,-6.9456,-48.6327,197
Pithecopus azureus,-8.9391,-49.5044,154
Pithecopus azureus,-15.8065,-52.0376,325
Pithecopus azureus,-7.3313,-48.5874,259
Pithecopus azureus,-15.2557,-58.4572,327
Pithecopus azureus,-7.1745,-47.8553,264
Pithecopus azureus,-7.2255,-47.9233,175
Pithecopus azureus,-4.1706,-44.7575,19
Pithecopus azureus,-5.6554,-45.251,101
Pithecopus azureus,-15.85,-52.12,327
Pithecopus azureus,-15.85,-52.27,437
Pithecopus azureus,-15.6979,-52.4168,569
Pithecopus azureus,-12.018,-45.5221,747
Pithecopus azureus,-20.6724,-56.7994,304
Pithecopus azureus,-20.789,-56.755,397
Pithecopus azureus,-20.7914,-56.7566,397
Pithecopus azureus,-20.5529,-56.692,309
Pithecopus azureus,-21.1244,-56.7435,524
Pithecopus azureus,-21.0073,-56.4597,303
Pithecopus azureus,-15.7807,-47.7968,1000
Pithecopus azureus,-16.076,-47.1239,886
Pithecopus azureus,-16.5279,-57.8365,102
Pithecopus azureus,-20.9125,-54.2494,482
Pithecopus azureus,-7.331,-47.4035,180
Pithecopus azureus,-7.3443,-47.4438,166
Pithecopus azureus,-7.1535,-47.4053,310
Pithecopus azureus,-7.2674,-47.4493,166
Pithecopus azureus,-7.0551,-47.1298,268
Pithecopus azureus,-7.2592,-47.4464,177
Pithecopus azureus,-6.9871,-47.4421,211
Pithecopus azureus,-7.1958,-47.4216,252
Pithecopus azureus,-7.2575,-47.5186,140
Pithecopus azureus,-7.3729,-47.2023,200
Pithecopus azureus,-9.3999,-49.8476,210
Pithecopus azureus,-9.3161,-49.957,164
Pithecopus azureus,-9.3483,-49.9436,178
Pithecopus azureus,-15.1355,-55.5182,298
Pithecopus azureus,-15.655,-48.6024,914
Pithecopus azureus,-13.9846,-48.0746,609
Pithecopus azureus,-19.0092,-57.6533,92
Pithecopus azureus,-18.98,-57.655,73
Pithecopus azureus,-18.7308,-56.7233,104
Pithecopus azureus,-19.2667,-57.6333,300
Pithecopus azureus,-15.9298,-48.679,1029
Pithecopus azureus,-15.4485,-55.9354,236
Pithecopus azureus,-6.6522,-47.4025,179
Pithecopus azureus,-7.5027,-48.04,244
Pithecopus azureus,-11.9586,-50.0976,222
Pithecopus azureus,-9.6215,-45.4072,457
Pithecopus azureus,-16.6422,-49.275,777
Pithecopus azureus,-15.9344,-50.1402,558
Pithecopus azureus,-15.8466,-50.2426,425
Pithecopus azureus,-8.0934,-47.4807,311
Pithecopus azureus,-17.9934,-49.6595,613
Pithecopus azureus,-8.6194,-48.3297,223
Pithecopus azureus,-8.6169,-48.3202,220
Pithecopus azureus,-8.6077,-48.3038,209
Pithecopus azureus,-8.7385,-48.4411,305
Pithecopus azureus,-16.4155,-51.1802,613
Pithecopus azureus,-15.1827,-44.1229,455
Pithecopus azureus,-3.3873,-44.2759,27
Pithecopus azureus,-15.7048,-49.3849,649
Pithecopus azureus,-21.5823,-56.3534,336
Pithecopus azureus,-17.9093,-51.7315,644
Pithecopus azureus,-15.3103,-58.8649,486
Pithecopus azureus,-16.4812,-47.9918,902
Pithecopus azureus,-14.412,-46.0654,759
Pithecopus azureus,-13.9946,-49.3937,695
Pithecopus azureus,-13.4872,-48.2697,469
Pithecopus azureus,-13.5255,-48.2525,399
Pithecopus azureus,-13.4983,-48.3484,465
Pithecopus azureus,-17.6134,-52.7643,824
Pithecopus azureus,-15.9141,-51.5787,379
Pithecopus azureus,-11.4734,-41.151,972
Pithecopus azureus,-16.2869,-50.1408,749
Pithecopus azureus,-14.4981,-48.4012,796
Pithecopus azureus,-15.8358,-56.5254,187
Pithecopus azureus,-10.2181,-48.1532,461
Pithecopus azureus,-7.8283,-47.9972,206
Pithecopus azureus,-12.605,-47.8988,282
Pithecopus azureus,-12.5919,-47.8769,279
Pithecopus azureus,-12.6953,-47.8117,282
Pithecopus azureus,-16.2205,-49.2841,915
Pithecopus azureus,-17.3286,-48.9922,720
Pithecopus azureus,-15.8106,-49.0132,773
Pithecopus azureus,-17.388,-48.289,644
Pithecopus azureus,-16.2567,-56.6228,148
Pithecopus azureus,-16.7843,-56.9485,111
Pithecopus azureus,-16.2569,-56.6227,148
Pithecopus azureus,-6.3684,-47.1798,260
Pithecopus azureus,-10.45,-48.4,216
Pithecopus azureus,-10.1166,-48.4166,166
Pithecopus azureus,-10.0833,-48.45,185
Pithecopus azureus,-18.437,-50.5295,547
Pithecopus azureus,-21.8019,-54.5464,303
Pithecopus azureus,-11.3833,-46.8801,555
Pithecopus azureus,-11.3822,-46.9008,542
Pithecopus azureus,-12.9997,-44.6279,659
Pithecopus azureus,-17.25,-53.12,639
Pithecopus azureus,-14.8762,-49.0558,587
Pithecopus azureus,-10.4697,-50.503,168
Pithecopus azureus,-19.2897,-43.5922,1235
Pithecopus azureus,-16.456,-55.4392,285
Pithecopus azureus,-12.7988,-45.4834,700
Pithecopus azureus,-12.7415,-44.687,733
Pithecopus azureus,-12.3693,-44.8686,616
Pithecopus azureus,-12.7056,-45.0872,651
Pithecopus azureus,-12.3819,-44.92,618
Pithecopus azureus,-13.5366,-46.4865,602
Pithecopus azureus,-13.1452,-50.2487,313
Pithecopus azureus,-12.4666,-48.2533,263
Pithecopus azureus,-12.4858,-48.265,266
Pithecopus azureus,-12.4827,-48.2586,265
Pithecopus azureus,-18.2242,-52.2115,611
Pithecopus azureus,-16.6026,-48.547,906
Pithecopus azureus,-19.0278,-48.3313,779
Pithecopus azureus,-16.3754,-46.8194,604
Pithecopus azureus,-20.908,-49.921,461
Pithecopus azureus,-20.9316,-49.9447,463
Pithecopus azureus,-14.4189,-49.0897,513
Pithecopus azureus,-14.962,-58.9541,609
Pithecopus azureus,-9.9802,-51.4044,460
Pithecopus azureus,-6.9022,-47.9216,300
Pithecopus centralis,-15.8549,-52.2569,524
Pithecopus centralis,-15.1355,-55.5182,298
Pithecopus centralis,-15.4342,-55.8564,702
Pithecopus centralis,-15.4606,-55.7497,762
Pithecopus centralis,-14.8021,-55.669,301
Pithecopus centralis,-14.9272,-55.7952,326
Pithecopus centralis,-15.2812,-55.8125,632
Pithecopus centralis,-15.2663,-55.837,627
Pithecopus centralis,-15.1071,-55.5396,292
Pithecopus centralis,-19.0092,-57.6533,92
Pithecopus centralis,-15.4341,-55.8564,702
Pithecopus centralis,-15.3842,-55.8394,695
Pithecopus centralis,-15.4152,-55.8259,717
Pithecopus centralis,-15.4341,-55.8565,702
Pithecopus centralis,-16.2567,-56.6228,148
Pithecopus megacephalus,-18.0453,-44.3297,805
Pithecopus megacephalus,-16.8379,-43.0611,1226
Pithecopus megacephalus,-17.9089,-43.8145,1218
Pithecopus megacephalus,-18.9418,-43.5046,813
Pithecopus megacephalus,-19.0091,-43.6278,1056
Pithecopus megacephalus,-18.8113,-43.679,1204
Pithecopus megacephalus,-16.7186,-42.8207,673
Pithecopus megacephalus,-16.7188,-42.8638,831
Pithecopus megacephalus,-18.2789,-43.7489,1224
Pithecopus megacephalus,-18.283,-43.9861,1086
Pithecopus megacephalus,-18.2499,-43.7168,1253
Pithecopus megacephalus,-18.2487,-43.7314,1260
Pithecopus megacephalus,-17.9935,-43.6101,915
Pithecopus megacephalus,-18.2497,-43.7167,1253
Pithecopus megacephalus,-18.2486,-43.7314,1260
Pithecopus megacephalus,-16.5564,-42.9242,1087
Pithecopus megacephalus,-16.3886,-42.8614,789
Pithecopus megacephalus,-13.8458,-42.6497,1061
Pithecopus megacephalus,-19.5217,-43.6156,1376
Pithecopus megacephalus,-19.5136,-43.745,805
Pithecopus megacephalus,-19.4405,-43.7183,827
Pithecopus megacephalus,-19.5136,-43.7447,805
Pithecopus megacephalus,-14.8934,-42.5169,931
Pithecopus megacephalus,-14.8807,-42.5172,821
Pithecopus megacephalus,-17.9114,-44.3363,1219
Pithecopus megacephalus,-17.8378,-44.4675,1032
Pithecopus megacephalus,-19.2625,-43.5339,1267
Pithecopus megacephalus,-15.7275,-42.8261,1376
Pithecopus megacephalus,-15.645,-42.7628,1212
Pithecopus megacephalus,-15.6614,-42.7656,1327
Pithecopus megacephalus,-15.6423,-42.7946,1353
Pithecopus megacephalus,-15.5486,-42.7567,1086
Pithecopus megacephalus,-15.656,-42.7583,1212
Pithecopus megacephalus,-19.2867,-43.5639,1219
Pithecopus megacephalus,-19.2919,-43.5575,1245
Pithecopus megacephalus,-19.2936,-43.5664,1237
Pithecopus megacephalus,-19.2587,-43.5513,1236
Pithecopus megacephalus,-19.1106,-43.7017,1065
Pithecopus megacephalus,-19.0726,-43.6537,1480
Pithecopus megacephalus,-19.0323,-43.7182,1284
Pithecopus megacephalus,-19.0257,-43.7081,1339
Pithecopus megacephalus,-19.2902,-43.5619,1219
Pithecopus megacephalus,-19.2891,-43.556,1231
Pithecopus megacephalus,-19.2854,-43.5764,1220
Pithecopus megacephalus,-19.2849,-43.5823,1220
Pithecopus megacephalus,-19.2833,-43.5833,1214
Pithecopus megacephalus,-19.3156,-43.5672,1161
Pithecopus megacephalus,-19.2897,-43.5939,1235
Pithecopus megacephalus,-19.2947,-43.5681,1235
Pithecopus megacephalus,-19.2804,-43.6092,1112
Pithecopus megacephalus,-19.1888,-43.645,1231
Pithecopus megacephalus,-18.0761,-43.3589,914
Pithecopus megacephalus,-18.2109,-43.3353,1562
Pithecopus megacephalus,-18.1941,-43.3354,1525
Pithecopus megacephalus,-18.2117,-43.3354,1562
Pithecopus megacephalus,-18.2373,-43.3268,1548
Pithecopus megacephalus,-18.1992,-43.3394,1525
Pithecopus megacephalus,-18.21,-43.3367,1562
Pithecopus megacephalus,-18.1441,-43.3565,981
Pithecopus megacephalus,-18.0339,-43.3417,917
Pithecopus megacephalus,-18.0219,-43.5211,919
Pithecopus megacephalus,-18.1997,-43.3367,1525
Pithecopus oreades,-14.1825,-47.5347,1018
Pithecopus oreades,-14.1577,-47.6058,864
Pithecopus oreades,-14.1,-47.65,877
Pithecopus oreades,-14.1,-47.43,1118
Pithecopus oreades,-14.36,-47.48,931
Pithecopus oreades,-15.95,-47.9833,1147
Pithecopus oreades,-15.7807,-47.7968,1000
Pithecopus oreades,-15.9166,-47.9166,1092
Pithecopus oreades,-17.83,-48.71,938
Pithecopus oreades,-13.77,-47.57,1173
Pithecopus oreades,-13.83,-47.65,726
Pithecopus oreades,-13.4983,-48.3484,465
Pithecopus oreades,-19.2,-47.1666,882
Pithecopus oreades,-15.8106,-49.0132,773
Placosoma cipoense,-19.3333,-43.5333,973
Polystictus superciliaris,-19.2833,-43.5667,1212
Polystictus superciliaris,-20,-43.9667,1224
Polystictus superciliaris,-20.0167,-43.9833,1248
Polystictus superciliaris,-19.9465,-43.4874,902
Polystictus superciliaris,-19.8175,-43.9564,823
Polystictus superciliaris,-20.4086,-44.0244,860
Polystictus superciliaris,-20.1435,-44.2004,803
Polystictus superciliaris,-19.3833,-43.5667,1255
Polystictus superciliaris,-16.8333,-43.05,1049
Polystictus superciliaris,-22.7395,-45.5914,1722
