species,elevation,sample
Asthenes luizae,1388,413
Asthenes luizae,1445,413
Asthenes luizae,1235,412
Asthenes luizae,1042,412
Asthenes luizae,1183,412
Asthenes luizae,1384,411
Asthenes luizae,1508,410
Asthenes luizae,1466,410
Atractus albuquerquei,579,225
Atractus albuquerquei,579,225
Atractus albuquerquei,579,225
Atractus albuquerquei,579,225
Atractus albuquerquei,579,225
Atractus albuquerquei,579,225
Atractus albuquerquei,579,225
Atractus albuquerquei,579,225
Atractus albuquerquei,591,225
Atractus albuquerquei,485,184
Atractus albuquerquei,587,184
Atractus albuquerquei,310,219
Atractus albuquerquei,296,227
Atractus albuquerquei,512,268
Atractus albuquerquei,1137,304
Atractus albuquerquei,368,303
Atractus albuquerquei,488,204
Atractus albuquerquei,372,304
Atractus albuquerquei,917,309
Atractus albuquerquei,485,184
Atractus albuquerquei,273,298
Atractus albuquerquei,178,319
Atractus albuquerquei,335,304
Atractus albuquerquei,335,304
Atractus albuquerquei,465,303
Atractus albuquerquei,368,304
Atractus albuquerquei,771,203
Atractus albuquerquei,771,203
Atractus albuquerquei,771,203
Atractus albuquerquei,683,203
Atractus albuquerquei,85,296
Atractus albuquerquei,843,203
Atractus albuquerquei,199,29
Atractus albuquerquei,199,29
Atractus albuquerquei,457,117
Atractus albuquerquei,312,219
Atractus albuquerquei,175,295
Atractus albuquerquei,299,74
Atractus albuquerquei,280,227
Atractus albuquerquei,872,309
Atractus albuquerquei,465,303
Atractus albuquerquei,197,53
Atractus albuquerquei,686,203
Atractus edioi,368,304
Atractus pantostictus*,599,292
Atractus pantostictus*,703,332
Atractus pantostictus*,892,353
Atractus pantostictus*,843,353
Atractus pantostictus*,843,353
Atractus pantostictus*,305,280
Atractus pantostictus*,305,280
Atractus pantostictus*,305,280
Atractus pantostictus*,305,280
Atractus pantostictus*,170,238
Atractus pantostictus*,647,334
Atractus pantostictus*,647,334
Atractus pantostictus*,647,334
Atractus pantostictus*,647,334
Atractus pantostictus*,647,334
Atractus pantostictus*,634,334
Atractus pantostictus*,1101,394
Atractus pantostictus*,914,394
Atractus pantostictus*,929,394
Atractus pantostictus*,895,394
Atractus pantostictus*,895,394
Atractus pantostictus*,893,394
Atractus pantostictus*,893,394
Atractus pantostictus*,895,394
Atractus pantostictus*,843,394
Atractus pantostictus*,825,394
Atractus pantostictus*,825,394
Atractus pantostictus*,825,394
Atractus pantostictus*,825,394
Atractus pantostictus*,825,394
Atractus pantostictus*,825,394
Atractus pantostictus*,825,394
Atractus pantostictus*,825,394
Atractus pantostictus*,825,394
Atractus pantostictus*,825,394
Atractus pantostictus*,825,394
Atractus pantostictus*,825,394
Atractus pantostictus*,825,394
Atractus pantostictus*,825,394
Atractus pantostictus*,825,394
Atractus pantostictus*,825,394
Atractus pantostictus*,825,394
Atractus pantostictus*,825,394
Atractus pantostictus*,825,394
Atractus pantostictus*,825,394
Atractus pantostictus*,825,394
Atractus pantostictus*,825,394
Atractus pantostictus*,825,394
Atractus pantostictus*,825,394
Atractus pantostictus*,825,394
Atractus pantostictus*,825,394
Atractus pantostictus*,825,394
Atractus pantostictus*,929,394
Atractus pantostictus*,442,291
Atractus pantostictus*,442,291
Atractus pantostictus*,460,291
Atractus pantostictus*,1067,306
Atractus pantostictus*,1067,306
Atractus pantostictus*,1067,306
Atractus pantostictus*,1067,306
Atractus pantostictus*,1067,306
Atractus pantostictus*,1067,306
Atractus pantostictus*,1067,306
Atractus pantostictus*,1067,306
Atractus pantostictus*,1067,306
Atractus pantostictus*,1164,306
Atractus pantostictus*,1164,306
Atractus pantostictus*,1164,306
Atractus pantostictus*,1164,306
Atractus pantostictus*,1164,306
Atractus pantostictus*,1164,306
Atractus pantostictus*,1164,306
Atractus pantostictus*,1164,306
Atractus pantostictus*,1164,306
Atractus pantostictus*,1164,306
Atractus pantostictus*,1164,306
Atractus pantostictus*,1164,306
Atractus pantostictus*,1164,306
Atractus pantostictus*,1092,306
Atractus pantostictus*,1067,306
Atractus pantostictus*,652,334
Atractus pantostictus*,652,334
Atractus pantostictus*,660,334
Atractus pantostictus*,945,334
Atractus pantostictus*,945,334
Atractus pantostictus*,945,334
Atractus pantostictus*,945,334
Atractus pantostictus*,945,334
Atractus pantostictus*,945,334
Atractus pantostictus*,945,334
Atractus pantostictus*,945,334
Atractus pantostictus*,945,334
Atractus pantostictus*,944,334
Atractus pantostictus*,817,334
Atractus pantostictus*,817,334
Atractus pantostictus*,862,334
Atractus pantostictus*,837,334
Atractus pantostictus*,831,353
Atractus pantostictus*,831,353
Atractus pantostictus*,771,353
Atractus pantostictus*,1035,334
Atractus pantostictus*,1035,334
Atractus pantostictus*,1035,334
Atractus pantostictus*,1035,334
Atractus pantostictus*,1035,334
Atractus pantostictus*,1035,334
Atractus pantostictus*,1035,334
Atractus pantostictus*,1035,334
Atractus pantostictus*,1035,334
Atractus pantostictus*,1035,334
Atractus pantostictus*,1035,334
Atractus pantostictus*,1035,334
Atractus pantostictus*,1035,334
Atractus pantostictus*,1035,334
Atractus pantostictus*,1035,334
Atractus pantostictus*,1035,334
Atractus pantostictus*,1035,334
Atractus pantostictus*,1035,334
Atractus pantostictus*,1036,334
Atractus pantostictus*,771,353
Atractus pantostictus*,464,303
Atractus pantostictus*,460,303
Atractus pantostictus*,617,333
Atractus pantostictus*,617,333
Atractus pantostictus*,823,394
Atractus pantostictus*,823,394
Atractus pantostictus*,823,394
Atractus pantostictus*,823,394
Atractus pantostictus*,915,395
Atractus pantostictus*,932,395
Atractus pantostictus*,932,395
Atractus pantostictus*,932,395
Atractus pantostictus*,915,395
Atractus pantostictus*,878,394
Atractus pantostictus*,878,394
Atractus pantostictus*,902,394
Atractus pantostictus*,902,394
Atractus pantostictus*,902,394
Atractus pantostictus*,902,394
Atractus pantostictus*,902,394
Atractus pantostictus*,886,394
Atractus pantostictus*,886,394
Atractus pantostictus*,886,394
Atractus pantostictus*,886,394
Atractus pantostictus*,886,394
Atractus pantostictus*,886,394
Atractus pantostictus*,886,394
Atractus pantostictus*,897,394
Atractus pantostictus*,886,394
Atractus pantostictus*,728,373
Atractus pantostictus*,914,394
Atractus pantostictus*,874,394
Atractus pantostictus*,855,394
Atractus pantostictus*,565,268
Atractus pantostictus*,922,334
Atractus pantostictus*,922,334
Atractus pantostictus*,922,334
Atractus pantostictus*,922,334
Atractus pantostictus*,922,334
Atractus pantostictus*,922,334
Atractus pantostictus*,922,334
Atractus pantostictus*,922,334
Atractus pantostictus*,922,334
Atractus pantostictus*,922,334
Atractus pantostictus*,922,334
Atractus pantostictus*,922,334
Atractus pantostictus*,937,334
Atractus pantostictus*,937,334
Atractus pantostictus*,937,334
Atractus pantostictus*,937,334
Atractus pantostictus*,937,334
Atractus pantostictus*,937,334
Atractus pantostictus*,937,334
Atractus pantostictus*,937,334
Atractus pantostictus*,941,334
Atractus pantostictus*,937,334
Atractus pantostictus*,915,334
Atractus pantostictus*,791,394
Atractus pantostictus*,1214,394
Atractus pantostictus*,914,394
Atractus pantostictus*,914,394
Atractus pantostictus*,914,394
Atractus pantostictus*,914,394
Atractus pantostictus*,914,394
Atractus pantostictus*,914,394
Atractus pantostictus*,914,394
Atractus pantostictus*,914,394
Atractus pantostictus*,914,394
Atractus pantostictus*,733,293
Atractus pantostictus*,733,293
Atractus pantostictus*,733,293
Atractus pantostictus*,883,312
Atractus pantostictus*,867,312
Atractus pantostictus*,431,247
Atractus pantostictus*,443,247
Atractus pantostictus*,431,247
Atractus pantostictus*,431,247
Atractus pantostictus*,890,334
Atractus pantostictus*,890,334
Atractus pantostictus*,890,334
Atractus pantostictus*,890,334
Atractus pantostictus*,890,334
Atractus pantostictus*,890,334
Atractus pantostictus*,868,334
Atractus pantostictus*,597,348
Atractus pantostictus*,1050,334
Atractus pantostictus*,1050,334
Atractus pantostictus*,1050,334
Atractus pantostictus*,1050,334
Atractus pantostictus*,1050,334
Atractus pantostictus*,1050,334
Atractus pantostictus*,1050,334
Atractus pantostictus*,1050,334
Atractus pantostictus*,1050,334
Atractus pantostictus*,1050,334
Atractus pantostictus*,1050,334
Atractus pantostictus*,1050,334
Atractus pantostictus*,1050,334
Atractus pantostictus*,1050,334
Atractus pantostictus*,1050,334
Atractus pantostictus*,1050,334
Atractus pantostictus*,1050,334
Atractus pantostictus*,1050,334
Atractus pantostictus*,1050,334
Atractus pantostictus*,1050,334
Atractus pantostictus*,1050,334
Atractus pantostictus*,1050,334
Atractus pantostictus*,1050,334
Atractus pantostictus*,1050,334
Atractus pantostictus*,1050,334
Atractus pantostictus*,1050,334
Atractus pantostictus*,1028,334
Atractus pantostictus*,1050,334
Atractus pantostictus*,1006,334
Atractus pantostictus*,1006,334
Atractus pantostictus*,1006,334
Atractus pantostictus*,1050,334
Atractus pantostictus*,1028,334
Atractus pantostictus*,153,300
Atractus pantostictus*,153,300
Atractus pantostictus*,153,300
Atractus pantostictus*,153,300
Atractus pantostictus*,153,300
Atractus pantostictus*,153,300
Atractus pantostictus*,153,300
Atractus pantostictus*,153,300
Atractus pantostictus*,831,334
Atractus pantostictus*,838,334
Atractus pantostictus*,454,322
Atractus pantostictus*,335,304
Atractus pantostictus*,335,304
Atractus pantostictus*,335,304
Atractus pantostictus*,335,304
Atractus pantostictus*,368,304
Atractus pantostictus*,910,374
Atractus pantostictus*,457,269
Atractus pantostictus*,461,269
Atractus pantostictus*,427,304
Atractus pantostictus*,427,304
Atractus pantostictus*,427,304
Atractus pantostictus*,281,298
Atractus pantostictus*,622,311
Atractus pantostictus*,622,311
Atractus pantostictus*,622,311
Atractus pantostictus*,624,311
Atractus pantostictus*,1227,394
Atractus pantostictus*,1227,394
Atractus pantostictus*,1190,394
Atractus pantostictus*,907,394
Atractus pantostictus*,907,394
Atractus pantostictus*,907,394
Atractus pantostictus*,907,394
Atractus pantostictus*,907,394
Atractus pantostictus*,907,394
Atractus pantostictus*,907,394
Atractus pantostictus*,1231,394
Atractus pantostictus*,215,300
Atractus pantostictus*,215,300
Atractus pantostictus*,204,300
Atractus pantostictus*,204,300
Atractus pantostictus*,204,300
Atractus pantostictus*,215,300
Atractus pantostictus*,204,300
Atractus pantostictus*,277,303
Atractus pantostictus*,277,303
Atractus pantostictus*,244,281
Atractus pantostictus*,542,370
Atractus pantostictus*,525,370
Atractus pantostictus*,606,370
Atractus pantostictus*,199,301
Atractus pantostictus*,199,301
Atractus pantostictus*,1091,395
Atractus pantostictus*,1091,395
Atractus pantostictus*,1017,394
Atractus pantostictus*,818,394
Atractus pantostictus*,783,394
Atractus pantostictus*,1212,393
Atractus pantostictus*,916,373
Atractus pantostictus*,915,373
Atractus pantostictus*,793,312
Atractus pantostictus*,692,333
Atractus pantostictus*,457,290
Atractus pantostictus*,457,290
Atractus pantostictus*,457,290
Atractus pantostictus*,676,314
Atractus pantostictus*,676,314
Atractus pantostictus*,676,314
Atractus pantostictus*,676,314
Atractus pantostictus*,676,314
Atractus pantostictus*,676,314
Atractus pantostictus*,676,314
Atractus pantostictus*,676,314
Atractus pantostictus*,676,314
Atractus pantostictus*,676,314
Atractus pantostictus*,676,314
Atractus pantostictus*,676,314
Atractus pantostictus*,676,314
Atractus pantostictus*,676,314
Atractus pantostictus*,676,314
Atractus pantostictus*,676,314
Atractus pantostictus*,676,314
Atractus pantostictus*,676,314
Atractus pantostictus*,676,314
Atractus pantostictus*,676,314
Atractus pantostictus*,676,314
Atractus pantostictus*,676,314
Atractus pantostictus*,676,314
Atractus pantostictus*,756,334
Atractus pantostictus*,780,334
Atractus pantostictus*,914,334
Atractus pantostictus*,283,303
Atractus pantostictus*,283,303
Atractus pantostictus*,283,303
Atractus pantostictus*,612,311
Atractus pantostictus*,901,311
Atractus pantostictus*,1017,396
Atractus pantostictus*,1002,396
Atractus pantostictus*,691,309
Atractus pantostictus*,683,309
Atractus pantostictus*,690,309
Atractus pantostictus*,690,309
Atractus pantostictus*,691,309
Atractus pantostictus*,690,309
Atractus pantostictus*,608,283
Atractus pantostictus*,608,283
Atractus pantostictus*,608,283
Atractus pantostictus*,608,283
Atractus pantostictus*,608,283
Atractus pantostictus*,608,283
Atractus pantostictus*,465,303
Atractus pantostictus*,545,283
Atractus pantostictus*,545,283
Atractus pantostictus*,545,283
Atractus pantostictus*,1081,334
Atractus pantostictus*,1064,334
Atractus pantostictus*,1064,334
Atractus pantostictus*,1064,334
Atractus pantostictus*,1064,334
Atractus pantostictus*,1064,334
Atractus pantostictus*,1064,334
Atractus pantostictus*,1064,334
Atractus pantostictus*,886,394
Atractus pantostictus*,857,394
Atractus pantostictus*,1035,334
Atractus pantostictus*,1035,334
Atractus pantostictus*,1035,334
Atractus pantostictus*,1035,334
Atractus pantostictus*,1035,334
Atractus pantostictus*,1035,334
Atractus pantostictus*,1035,334
Atractus pantostictus*,1035,334
Atractus pantostictus*,1035,334
Atractus pantostictus*,1035,334
Atractus pantostictus*,1035,334
Atractus pantostictus*,1035,334
Atractus pantostictus*,1035,334
Atractus pantostictus*,1035,334
Atractus pantostictus*,1035,334
Atractus pantostictus*,1055,334
Atractus pantostictus*,1035,334
Atractus pantostictus*,615,333
Atractus pantostictus*,895,304
Atractus pantostictus*,895,304
Atractus pantostictus*,895,304
Atractus pantostictus*,895,304
Atractus pantostictus*,895,304
Atractus pantostictus*,610,304
Atractus pantostictus*,610,304
Atractus pantostictus*,610,304
Atractus pantostictus*,610,304
Atractus pantostictus*,878,394
Atractus pantostictus*,878,394
Atractus pantostictus*,862,394
Atractus pantostictus*,862,394
Atractus pantostictus*,922,334
Atractus pantostictus*,922,334
Atractus pantostictus*,922,334
Atractus pantostictus*,922,334
Atractus pantostictus*,922,334
Atractus pantostictus*,922,334
Atractus pantostictus*,922,334
Atractus pantostictus*,922,334
Atractus pantostictus*,922,334
Atractus pantostictus*,922,334
Atractus pantostictus*,922,334
Atractus pantostictus*,941,334
Atractus pantostictus*,941,334
Atractus pantostictus*,941,334
Atractus pantostictus*,941,334
Atractus pantostictus*,941,334
Atractus pantostictus*,939,334
Atractus pantostictus*,941,334
Atractus pantostictus*,890,334
Atractus pantostictus*,890,334
Atractus pantostictus*,1006,334
Atractus pantostictus*,1006,334
Atractus pantostictus*,1006,334
Atractus pantostictus*,1006,334
Atractus pantostictus*,1006,334
Atractus pantostictus*,1006,334
Atractus pantostictus*,1006,334
Atractus pantostictus*,1006,334
Atractus pantostictus*,1006,334
Atractus pantostictus*,1006,334
Atractus pantostictus*,1006,334
Atractus pantostictus*,1006,334
Atractus pantostictus*,1006,334
Atractus pantostictus*,1006,334
Atractus pantostictus*,1006,334
Atractus pantostictus*,1006,334
Atractus pantostictus*,1006,334
Atractus pantostictus*,1006,334
Atractus pantostictus*,1006,334
Atractus pantostictus*,1006,334
Atractus pantostictus*,1006,334
Atractus pantostictus*,1006,334
Atractus pantostictus*,1006,334
Atractus pantostictus*,1006,334
Atractus pantostictus*,1006,334
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,335,304
Atractus pantostictus*,335,304
Atractus pantostictus*,335,304
Atractus pantostictus*,335,304
Atractus pantostictus*,335,304
Atractus pantostictus*,335,304
Atractus pantostictus*,335,304
Atractus pantostictus*,335,304
Atractus pantostictus*,335,304
Atractus pantostictus*,335,304
Atractus pantostictus*,335,304
Atractus pantostictus*,335,304
Atractus pantostictus*,335,304
Atractus pantostictus*,335,304
Atractus pantostictus*,335,304
Atractus pantostictus*,335,304
Atractus pantostictus*,335,304
Atractus pantostictus*,335,304
Atractus pantostictus*,335,304
Atractus pantostictus*,335,304
Atractus pantostictus*,335,304
Atractus pantostictus*,335,304
Atractus pantostictus*,335,304
Atractus pantostictus*,335,304
Atractus pantostictus*,335,304
Atractus pantostictus*,335,304
Atractus pantostictus*,335,304
Atractus pantostictus*,335,304
Atractus pantostictus*,335,304
Atractus pantostictus*,335,304
Atractus pantostictus*,461,269
Atractus pantostictus*,715,283
Atractus pantostictus*,715,283
Atractus pantostictus*,715,283
Atractus pantostictus*,715,283
Atractus pantostictus*,715,283
Atractus pantostictus*,715,283
Atractus pantostictus*,715,283
Atractus pantostictus*,715,283
Atractus pantostictus*,622,311
Atractus pantostictus*,204,300
Atractus pantostictus*,281,303
Atractus pantostictus*,281,303
Atractus pantostictus*,199,301
Atractus pantostictus*,199,301
Atractus pantostictus*,199,301
Atractus pantostictus*,199,301
Atractus pantostictus*,199,301
Atractus pantostictus*,199,301
Atractus pantostictus*,199,301
Atractus pantostictus*,199,301
Atractus pantostictus*,199,301
Atractus pantostictus*,199,301
Atractus pantostictus*,199,301
Atractus pantostictus*,199,301
Atractus pantostictus*,199,301
Atractus pantostictus*,199,301
Atractus pantostictus*,199,301
Atractus pantostictus*,199,301
Atractus pantostictus*,199,301
Atractus pantostictus*,199,301
Atractus pantostictus*,199,301
Atractus pantostictus*,199,301
Atractus pantostictus*,199,301
Atractus pantostictus*,199,301
Atractus pantostictus*,199,301
Atractus pantostictus*,199,301
Atractus pantostictus*,199,301
Atractus pantostictus*,199,301
Atractus pantostictus*,199,301
Atractus pantostictus*,199,301
Atractus pantostictus*,199,301
Atractus pantostictus*,199,301
Atractus pantostictus*,199,301
Atractus pantostictus*,199,301
Atractus pantostictus*,915,373
Atractus pantostictus*,904,334
Atractus pantostictus*,749,334
Atractus pantostictus*,281,303
Atractus pantostictus*,281,303
Atractus pantostictus*,281,303
Atractus pantostictus*,865,311
Atractus pantostictus*,1029,375
Atractus pantostictus*,913,395
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,150,300
Atractus pantostictus*,252,281
Atractus pantostictus*,252,281
Atractus pantostictus*,252,281
Atractus pantostictus*,252,281
Atractus pantostictus*,252,281
Atractus pantostictus*,252,281
Atractus pantostictus*,252,281
Atractus pantostictus*,252,281
Atractus pantostictus*,252,281
Atractus pantostictus*,252,281
Atractus pantostictus*,252,281
Atractus pantostictus*,252,281
Atractus pantostictus*,252,281
Atractus pantostictus*,252,281
Atractus pantostictus*,1064,334
Atractus pantostictus*,1064,334
Atractus pantostictus*,1064,334
Atractus pantostictus*,1064,334
Atractus pantostictus*,1064,334
Atractus pantostictus*,1064,334
Atractus pantostictus*,829,394
Atractus spinalis,1268,393
Atractus spinalis,1268,393
Atractus spinalis,1268,393
Atractus spinalis,1268,393
Atractus spinalis,1268,393
Atractus spinalis,1268,393
Atractus spinalis,1268,393
Atractus spinalis,1074,393
Atractus spinalis,1074,393
Atractus spinalis,1268,393
Atractus spinalis,1268,393
Atractus spinalis,1268,393
Atractus spinalis,1268,393
Atractus spinalis,948,393
Atractus spinalis,948,393
Atractus stygius*,355,92
Atractus stygius*,426,74
Atractus stygius*,399,72
Augastes scutatus,1212,393
Augastes scutatus,1094,413
Augastes scutatus,902,394
Augastes scutatus,867,394
Augastes scutatus,823,394
Augastes scutatus,908,391
Augastes scutatus,803,394
Augastes scutatus,1359,393
Augastes scutatus,1255,393
Augastes scutatus,920,394
Augastes scutatus,900,394
Augastes scutatus,1049,412
Augastes scutatus,845,415
Augastes scutatus,925,393
Augastes scutatus,828,414
Augastes scutatus,1212,393
Augastes scutatus,996,394
Augastes scutatus,897,394
Augastes scutatus,915,395
Augastes scutatus,1201,393
Augastes scutatus,1199,392
Augastes scutatus,1200,392
Augastes scutatus,1242,394
Augastes scutatus,1123,394
Augastes scutatus,914,394
Augastes scutatus,897,394
Augastes scutatus,763,414
Augastes scutatus,805,393
Augastes scutatus,1204,394
Augastes scutatus,680,414
Augastes scutatus,858,394
Augastes scutatus,859,394
Augastes scutatus,1190,394
Augastes scutatus,914,415
Augastes scutatus,981,394
Augastes scutatus,1529,394
Augastes scutatus,1545,413
Augastes scutatus,1352,413
Augastes scutatus,899,393
Augastes scutatus,1897,394
Augastes scutatus,1352,413
Augastes scutatus,914,413
Augastes scutatus,1224,394
Augastes scutatus,906,393
Augastes scutatus,1695,393
Augastes scutatus,981,394
Augastes scutatus,796,415
Augastes scutatus,928,393
Augastes scutatus,933,393
Augastes scutatus,858,413
Augastes scutatus,1218,394
Augastes scutatus,909,394
Augastes scutatus,1199,392
Augastes scutatus,1286,413
Augastes scutatus,896,411
Augastes scutatus,1157,392
Augastes scutatus,1249,394
Augastes scutatus,1227,392
Augastes scutatus,1484,394
Augastes scutatus,1484,394
Augastes scutatus,1484,394
Augastes scutatus,1484,394
Augastes scutatus,1484,394
Augastes scutatus,1484,394
Augastes scutatus,1484,394
Augastes scutatus,1484,394
Augastes scutatus,1484,394
Augastes scutatus,1484,394
Augastes scutatus,1484,394
Augastes scutatus,1484,394
Augastes scutatus,1484,394
Augastes scutatus,1484,394
Augastes scutatus,1484,394
Augastes scutatus,1484,394
Augastes scutatus,1457,394
Augastes scutatus,1248,393
Augastes scutatus,1101,394
Augastes scutatus,1219,413
Augastes scutatus,1223,394
Augastes scutatus,1041,410
Augastes scutatus,1185,413
Augastes scutatus,972,412
Augastes scutatus,1225,394
Augastes scutatus,848,414
Augastes scutatus,909,412
Augastes scutatus,928,393
Augastes scutatus,987,413
Bachia bresslaui,375,182
Bachia bresslaui,305,207
Bachia bresslaui,1164,306
Bachia bresslaui,1065,306
Bachia bresslaui,1065,306
Bachia bresslaui,1065,306
Bachia bresslaui,1065,306
Bachia bresslaui,649,137
Bachia bresslaui,649,137
Bachia bresslaui,649,137
Bachia bresslaui,649,137
Bachia bresslaui,649,137
Bachia bresslaui,649,137
Bachia bresslaui,771,203
Bachia bresslaui,771,203
Bachia bresslaui,771,203
Bachia bresslaui,688,328
Bachia bresslaui,688,328
Bachia bresslaui,688,328
Bachia bresslaui,688,328
Bachia bresslaui,688,328
Bachia bresslaui,688,328
Bachia bresslaui,688,328
Bachia bresslaui,688,328
Bachia bresslaui,688,328
Bachia bresslaui,688,328
Bachia bresslaui,688,328
Bachia bresslaui,688,328
Bachia bresslaui,243,145
Bachia cacerensis,127,96
Bachia didactyla,541,73
Bachia didactyla,400,93
Bachia didactyla,601,51
Bachia didactyla,601,51
Bachia didactyla,601,51
Bachia didactyla,601,51
Bachia didactyla,601,51
Bachia didactyla,601,51
Bachia geralista,880,347
Bachia geralista,880,347
Bachia geralista,785,346
Bachia geralista,734,347
Bachia geralista,734,347
Bachia geralista,766,389
Bachia geralista,766,389
Bachia geralista,766,389
Bachia geralista,766,389
Bachia geralista,766,389
Bachia geralista,690,366
Bachia micromela,267,299
Bachia micromela,267,299
Bachia micromela,267,299
Bachia micromela,267,299
Bachia micromela,267,299
Bachia micromela,267,299
Bachia oxyrhina,637,322
Bachia oxyrhina,637,322
Bachia oxyrhina,648,322
Bachia oxyrhina,648,322
Bachia oxyrhina,577,322
Bachia oxyrhina,826,322
Bachia psamophila,164,300
Bachia psamophila,164,300
Bachia psamophila,164,300
Bachia psamophila,164,300
Barycholos ternetzi,920,285
Barycholos ternetzi,577,322
Barycholos ternetzi,577,322
Barycholos ternetzi,629,322
Barycholos ternetzi,610,181
Barycholos ternetzi,615,202
Barycholos ternetzi,1018,304
Barycholos ternetzi,911,285
Barycholos ternetzi,154,257
Barycholos ternetzi,561,348
Barycholos ternetzi,264,297
Barycholos ternetzi,264,297
Barycholos ternetzi,456,340
Barycholos ternetzi,384,222
Barycholos ternetzi,1000,306
Barycholos ternetzi,1000,306
Barycholos ternetzi,1081,306
Barycholos ternetzi,745,287
Barycholos ternetzi,140,297
Barycholos ternetzi,115,297
Barycholos ternetzi,151,297
Barycholos ternetzi,252,318
Barycholos ternetzi,734,308
Barycholos ternetzi,914,285
Barycholos ternetzi,609,304
Barycholos ternetzi,209,297
Barycholos ternetzi,221,318
Barycholos ternetzi,179,318
Barycholos ternetzi,777,286
Barycholos ternetzi,305,299
Barycholos ternetzi,272,299
Barycholos ternetzi,209,299
Barycholos ternetzi,305,281
Barycholos ternetzi,289,301
Barycholos ternetzi,644,224
Barycholos ternetzi,616,350
Barycholos ternetzi,902,306
Barycholos ternetzi,465,303
Barycholos ternetzi,399,303
Barycholos ternetzi,469,303
Barycholos ternetzi,417,303
Barycholos ternetzi,457,303
Barycholos ternetzi,379,222
Barycholos ternetzi,680,287
Barycholos ternetzi,796,304
Barycholos ternetzi,311,298
Barycholos ternetzi,937,309
Barycholos ternetzi,930,285
Barycholos ternetzi,933,285
Barycholos ternetzi,673,308
Barycholos ternetzi,461,300
Barycholos ternetzi,461,300
Barycholos ternetzi,160,298
Barycholos ternetzi,207,298
Barycholos ternetzi,738,328
Barycholos ternetzi,282,303
Barycholos ternetzi,279,303
Barycholos ternetzi,276,303
Barycholos ternetzi,285,303
Barycholos ternetzi,618,244
Barycholos ternetzi,921,331
Barycholos ternetzi,243,281
Barycholos ternetzi,263,302
Barycholos ternetzi,257,302
Barycholos ternetzi,256,302
Barycholos ternetzi,914,330
Barycholos ternetzi,914,330
Barycholos ternetzi,887,285
Barycholos ternetzi,915,285
Barycholos ternetzi,911,285
Barycholos ternetzi,773,285
Barycholos ternetzi,644,307
Barycholos ternetzi,536,282
Barycholos ternetzi,205,280
Barycholos ternetzi,218,300
Barycholos ternetzi,163,300
Barycholos ternetzi,787,350
Barycholos ternetzi,547,245
Barycholos ternetzi,796,245
Barycholos ternetzi,635,202
Barycholos ternetzi,663,202
Barycholos ternetzi,587,284
Barycholos ternetzi,962,325
Barycholos ternetzi,307,303
Barycholos ternetzi,266,302
Barycholos ternetzi,263,302
Barycholos ternetzi,263,302
Barycholos ternetzi,611,224
Barycholos ternetzi,906,286
Barycholos ternetzi,900,285
Barycholos ternetzi,623,308
Barycholos ternetzi,914,310
Barycholos ternetzi,779,309
Barycholos ternetzi,604,327
Boana botumirim,679,412
Boana buriti,1000,306
Boana buriti,595,326
Boana buriti,914,327
Boana buriti,610,326
Boana buriti,610,328
Boana buriti,971,306
Boana caiapo*,292,241
